firm_id,firm_name,razon_social,hs4,ncm,product_name_declared,exporter_profile,source_url
1738,INDELMA - INSA,INDELMA SA,1508,1508.10.00,ACEITE DE MANÍ,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1738
1738,INDELMA - INSA,INDELMA SA,2008,2008.11.00,MANÍ TOSTADO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1738
3001,INDU-VAL,VALETTI MARIANO NICOLAS,8429,8429.59.00,ZANJADORA AUTOPROPULSADA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3001
2287,INDUMIX,INDUMIX S A,7309,7309.00.10,SILOS PARA CEMENTO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2287
2287,INDUMIX,INDUMIX S A,8423,8423.30.11,PLANTAS DOSIFICADORAS DE HORMIGON INDUMOVIL 60 / 70 / 90 / 150,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2287
2287,INDUMIX,INDUMIX S A,8428,8428.33.00,SISTEMAS DE CARGA SERIE SC,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2287
2287,INDUMIX,INDUMIX S A,8474,8474.31.00,MOTOHORMIGONERAS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2287
3913,INDUSPLAST,EDUARDO PICCINI S.R.L.,8421,8421.21.00,FILTROS PARA PISCINAS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3913
3913,INDUSPLAST,EDUARDO PICCINI S.R.L.,9506,9506.99.00,PISCINAS PRFV,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3913
2702,INDUSTRIA CAILET BOIS S.R.L.,INDUSTRIA CAILLET BOIS SRL,8433,8433.20.90,DESMALEZADORA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2702
2702,INDUSTRIA CAILET BOIS S.R.L.,INDUSTRIA CAILLET BOIS SRL,8479,8479.10.90,ACOPLADO COMPACTADOR DE RESIDUOS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2702
2702,INDUSTRIA CAILET BOIS S.R.L.,INDUSTRIA CAILLET BOIS SRL,8716,8716.20.00,ACOPLADO TOLVA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2702
583,INDUSTRIA JM,INDUSTRIA JORGE MACIEL S.A.,8413,8413.30.00,BOMBAS DE ACEITE,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=583
3194,INDUSTRIAS JED S.R.L.,INDUSTRIAS J.E.D. SRL.,8708,8708.10.00,PARAGOLPE DELANTERO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3194
1310,INFAS GROUP,INFAS SOCIEDAD DE RESPONSABILIDAD LIMITADA,8479,8479.89.99,ROBOT INTELIGENTE PARA FARMACIAS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1310
1310,INFAS GROUP,INFAS SOCIEDAD DE RESPONSABILIDAD LIMITADA,9031,9031.80.99,COMPARADOR ANALIZADOR PROGRAMABLE MULTICOTA / CAP 2000,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1310
2750,INFOREST SRL,INFOREST S.R.L.,3917,3917.33.00,MANGUERA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,3923,3923.29.90,BOLSA INTERNA GN 200 PARA MOCHILA DE AGUA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,3926,3926.90.90,ARANDELA DE REFUERZO CON FILTRO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,4202,4202.92.00,FUNDA AMBIDIESTRA PARA MACHETE FORESTAL,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,4203,4203.29.00,"GUANTE ESTRUCTURAL CON PUÑO KEVLAR, GUANTE FORESTAL CON PUÑO KEVLAR",Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,5609,5609.00.90,SISTEMA DE IZAJE DE 4 PUNTOS PARA CAMILLA DE ALUMINIO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,6201,6201.12.00,CAMPERÓN FORESTAL DE TRABAJO 100% ALGODÓN NO IGNIFUGO Y CAMPERÓN FORESTAL IGNIFUGO EURO XV,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,6203,6203.43.00,"PANTALÓN DE TRABAJO 100% ALGODÓN NO IGNIFUGO, PANTALÓN IGNIFUGO EURO XV",Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,6205,6205.30.00,"CAMISA DE TRABAJO 100% ALGODÓN NO IGNIFUGO, CAMISA IGNIFUGA EURO XV",Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,6210,6210.10.00,MAMELUCO IGNIFUGO EURO XV,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,6211,6211.43.00,MAMELUCO DE TRABAJO 100% ALGODÓN NO IGNIFUGO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,6217,6217.10.00,PERNERAS ANTICORTE PARA MOTOSIERRISTA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,6403,6403.91.90,"BORCEGUÍ MODELO 150 CAÑA ALTA, BORCEGUÍ MODELO 050 CAÑA ALTA",Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,6506,6506.10.00,CASCO FORESTAL INFOREST MODELO BRAVO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,6507,6507.00.00,CUBRE NUCA 180 Y 360 IGNIFUGO PARA CASCO BRAVO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,7612,7612.90.19,BOTELLA DE ALUMINIO 1LTS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,8201,8201.10.00,PALA FORESTAL,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,8205,8205.59.00,"HALLIGAN DE INCENDIO, HERRAMIENTA DE APERTURA 8 EN 1",Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,8211,8211.93.90,CORTA CINTURÓN,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,8414,8414.20.00,INFLADOR - BOMBAS VACÍO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,8424,8424.89.90,"MOCHILA DE AGUA COMPLETA, MOCHILA DE AGUA PARA NIÑOS (REGALO ALTA CALIDAD), EQUIPO DE ATAQUE RÁPIDO, ANTORCHA DE GOTEO 1 Y 5 LITRO",Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,8479,8479.89.99,CARRETEL PARA DEVANADERA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,9021,9021.10.10,KIT DE FÉRULAS DE VACÍO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
2750,INFOREST SRL,INFOREST S.R.L.,9402,9402.90.90,"SISTEMA DE SUJECIÓN TIPO ARAÑA SPIDER, CAMILLA CANASTO DE ALUMINIO SIN SISTEMA DE IZAJE, INMOVILIZADORES LATERALES PARA CABEZA, TABLA RAQUIS ADULTO PLÁSTICA",Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2750
685,INGERSOLL ARGENTINA SA,INGERSOLL ARGENTINA SOCIEDAD ANONIMA,8432,8432.90.00,DISCOS DE RASTRAS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=685
685,INGERSOLL ARGENTINA SA,INGERSOLL ARGENTINA SOCIEDAD ANONIMA,8483,8483.20.00,BANCADA PARA RASTRAS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=685
4717,INNOQUIM,INNOQUIM S.A,3105,3105.10.00,ATTIVA PRO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4717
1973,INPAR AUTOADHESIVOS,INPAR AUTOADHESIVOS S.R.L,4821,4821.90.00,PAPELES AUTOADHESIVOS EN BOBINAS Y ROLLOS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1973
1735,INSA MANÍ,INSA COMERCIO EXTERIOR S A,1005,1005.90.10,MAÍZ PISINGALLO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1735
1735,INSA MANÍ,INSA COMERCIO EXTERIOR S A,1202,1202.42.00,MANÍ CRUDO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1735
1735,INSA MANÍ,INSA COMERCIO EXTERIOR S A,1206,1206.00.90,GIRASOL,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1735
1735,INSA MANÍ,INSA COMERCIO EXTERIOR S A,1208,1208.90.00,HARINA DE MANÍ,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1735
1735,INSA MANÍ,INSA COMERCIO EXTERIOR S A,1508,1508.10.00,ACEITE DE MANÍ,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1735
1735,INSA MANÍ,INSA COMERCIO EXTERIOR S A,2008,2008.11.00,MANÍ TOSTADO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1735
5659,INSUMOS Y ACOPIOS DEL SUR SA,INSUMOS Y ACOPIOS DEL SUR S.A.,1201,1201.90.00,SOJA DESACTIVADA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=5659
2223,INTERSYS,INTERSYS SRL,8443,8443.32.99,EQUIPO IMPRESOR DE FECHA Y CÓDIGOS DE ENVASADO Y VENCIMIENTO TINPER,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2223
2223,INTERSYS,INTERSYS SRL,8456,8456.10.90,SISTEMAS DE GRABADO POR LASER,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2223
2223,INTERSYS,INTERSYS SRL,8462,8462.49.00,SISTEMAS DE GRABADO POR MICROPERCUSIÓN POR MEDIO DE PUNZÓN INTERSYS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2223
2223,INTERSYS,INTERSYS SRL,9608,9608.20.00,MARCADOR INDUSTRIAL PUNTA DE FIBRA CON TINTA PIGMENTADA LIBRE DE XILENO TINPER TP500XF,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2223
2223,INTERSYS,INTERSYS SRL,9609,9609.90.00,LÁPIZ DERMATOGRÁFICO PARA IDENTIFICACIÓN Y CONTROL DE CALIDAD TINPER TP7600,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2223
4773,ITA ROM - OSA ESTUDIOS,ROMERO ITATI NOELIA,9701,9701.00.00,PINTURA Y DIBUJO A MANO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4773
2644,ITALBO SRL,ITALBO S R L,8708,8708.70.00,LLANTAS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2644
573,JAMER Y BUEN PAN,INDUAL S.A.,1702,1702.60.20,SALSAS DULCES JAMER,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=573
573,JAMER Y BUEN PAN,INDUAL S.A.,2106,2106.90.00,ADITIVOS MEJORADORES DE HARINA PARA PLANIFICACIÓN,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=573
4240,JEWELL - ROAGRO,ROAGRO NEGOCIOS S. A,0713,0713.10.90,ARVEJA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4240
4240,JEWELL - ROAGRO,ROAGRO NEGOCIOS S. A,0909,0909.21.00,CORIANDRO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4240
4240,JEWELL - ROAGRO,ROAGRO NEGOCIOS S. A,1005,1005.90.10,MAÍZ PISINGALLO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4240
4240,JEWELL - ROAGRO,ROAGRO NEGOCIOS S. A,1207,1207.99.90,CHÍA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4240
3128,JL PRODUCTOS ALIMENTICIOS,J L SA,1202,1202.42.00,MANÍ BLANCHEADO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3128
3128,JL PRODUCTOS ALIMENTICIOS,J L SA,1704,1704.90.90,GARRAPIÑADA DE MANÍ,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3128
3128,JL PRODUCTOS ALIMENTICIOS,J L SA,2008,2008.11.00,PASTA Y MANTECA DE MANÍ,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3128
259,JOSE GUMA S.A.,JOSE GUMA SA,3304,3304.99.10,CREMAS CORPORALES,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=259
259,JOSE GUMA S.A.,JOSE GUMA SA,3305,3305.10.00,SHAMPOO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=259
259,JOSE GUMA S.A.,JOSE GUMA SA,3401,3401.11.90,JABÓN DE TOCADOR,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=259
259,JOSE GUMA S.A.,JOSE GUMA SA,3402,3402.90.20,SUAVIZANTES,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=259
220,KARIKAL,CENTRO S A,3920,3920.59.00,TRESOL SUPERFICIE SÓLIDA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=220
220,KARIKAL,CENTRO S A,3921,3921.90.11,LAMINADOS DECORATIVOS DE ALTA PRESIÓN,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=220
220,KARIKAL,CENTRO S A,4418,4418.79.00,PISOS FLOTANTES,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=220
220,KARIKAL,CENTRO S A,6810,6810.99.00,QUAZAR,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=220
2192,KLOCKNER PENTAPLAST DE ARGENTINA,KLOCKNER PENTAPLAST DE ARGENTINA S.A,3920,3920.49.00,"VITOTER PENTAPHARM (FILM CALANDRADO DE PVC PARA BLISTER DE PRODUCTOS FARMACÉUTICOS, JUGUETES, HERRAMIENTAS, COSMÉTICOS, REPUESTOS, ALIMENTOS Y ÚTILES ESCOLARES)",Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2192
4863,KLONAL,KLONAL S R L,3004,3004.10.11,AH (AMPICILINA) - AJ (FRASCO AMPOLLA),Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4863
3472,KR DEVICES,KR DEVICES S.R.L.,9026,9026.10.19,FLUJÓMETRO ELECTRÓNICO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3472
3472,KR DEVICES,KR DEVICES S.R.L.,9031,9031.20.10,FUENTE DE COMPROBACIÓN DE SISTEMAS COMMON RAIL/UIS/UPS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3472
4458,KUARSO,KUARSO S.A.S.,8429,8429.51.92,MINICARGADORA COMPACTA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4458
4458,KUARSO,KUARSO S.A.S.,8430,8430.41.90,PERFORADORA DE POZOS COMPACTA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4458
3970,KÜGELLAGER,KÜGELL S A,4010,4010.31.00,KIT DE DISTRIBUCIÓN,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3970
3970,KÜGELLAGER,KÜGELL S A,8483,8483.50.10,POLEAS DE GIRO LIBRE,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3970
3970,KÜGELLAGER,KÜGELL S A,8487,8487.90.00,RULEMÁN RETEN DE PALIER,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3970
582,LA BLANCA SA,LA BLANCA S.A.,1901,1901.90.20,DULCE DE LECHE,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=582
3255,LA CERRILLENSE,CARDINALI SERGIO,0701,0701.90.00,PAPA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3255
4729,LA ELENENSE SA,LA ELENENSE S A,6801,6801.00.00,ADOQUINES,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4729
4729,LA ELENENSE SA,LA ELENENSE S A,6907,6907.30.00,MOSAICOS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4729
5650,LA INDUSTRIAL SALINERA S.A.,LA INDUSTRIAL SALINERA SA,2501,2501.00.11,"SAL GEMA, SAL MARINA",Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=5650
2752,LA ITALIANA,GUALTIERI HNOS S A,1902,1902.19.00,ÑOQUIS Y TALLARINES,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2752
3781,LA MALUCA,LA MALUCA SA,0713,0713.20.90,GARBANZO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3781
3781,LA MALUCA,LA MALUCA SA,1005,1005.90.10,MAÍZ,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3781
3721,LA PASTORIL,FIDEICOMISO CBA BEEF,0201,0201.20.10,CUARTOS DELANTEROS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3721
3721,LA PASTORIL,FIDEICOMISO CBA BEEF,0202,0202.20.90,CORTES VACUNOS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3721
2197,LA TROJA,LA TROJA S. R. L.,1106,1106.10.00,EXPANDIDO DE POROTOS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2197
2197,LA TROJA,LA TROJA S. R. L.,1201,1201.90.00,SOJA DESACTIVADA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2197
2197,LA TROJA,LA TROJA S. R. L.,1208,1208.10.00,HARINA DE SOJA SIN DESGRASAR,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2197
2343,LA VARENSE,LA VARENSE S R L,0402,0402.21.10,LECHE EN POLVO ENTERA 26% MATERIA GRASA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2343
4115,LABORATORIO DERMACOR / OSTOMY,DERMACOR S.R.L.,3005,3005.10.00,APÓSITOS DE HIDROCOLOIDE PARA HERIDAS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4115
4115,LABORATORIO DERMACOR / OSTOMY,DERMACOR S.R.L.,3006,3006.91.10,BOLSAS PARA COLOSTOMÍA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4115
1560,LACTEAR SA,LACTEAR S.A.,0402,0402.10.90,LECHE EN POLVO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1560
1560,LACTEAR SA,LACTEAR S.A.,0404,0404.10.00,LACTOSUERO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1560
1560,LACTEAR SA,LACTEAR S.A.,0406,0406.10.00,QUESOS BLANDO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1560
2019,LACTEOS CDS - LACNAT - LOMBARDE,CAPILLA DEL SEÑOR S A,0406,0406.10.10,QUESO MOZZARELLA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2019
3392,LACTEOS LA CRISTINA,LACTEOS LA CRISTINA S. A.,0404,0404.10.00,SUERO Y DERIVADOS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3392
2398,LANAS MELODY,LABAQUE S.A.C.I.F.A.,5101,5101.11.10,HILADOS DE LANA MEZCLA CON FIBRA ACRÍLICA TÍTULOS 3/5-2/6,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2398
2398,LANAS MELODY,LABAQUE S.A.C.I.F.A.,5109,5109.10.00,HILADOS DE LANA OVINA PURA TÍTULOS 3/10 – 2/2 – 2/10 – MECHA LANA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2398
2398,LANAS MELODY,LABAQUE S.A.C.I.F.A.,5402,5402.20.00,HILADOS MANUALES E INDUSTRIALES DE FIBRAS ACRÍLICAS TÍTULOS 3/16-2/5 3/3,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2398
2398,LANAS MELODY,LABAQUE S.A.C.I.F.A.,5406,5406.00.10,HILADOS DE FIBRA ACRÍLICA TÍTULOS 3/16 – 2/5 – 2/2 -2/10,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2398
3035,LANDTECH,DEXEL S. A.,9031,9031.20.90,SENSOR DE SEMILLA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=3035
4837,LANTHER QUIMICA S.A.,LANTHER QUIMICA SA,3808,3808.62.10,CIPERMETRINA LQ 25,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4837
4813,LAS MORAS AGRO SRL,LAS MORAS AGRO S.R.L.,1202,1202.42.00,MANÍ BLANCHEADO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4813
5274,LAS TRES NIÑAS - GRUPO ADECOAGRO,L3N S.A.,0401,0401.20.10,LECHE UHT,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=5274
5274,LAS TRES NIÑAS - GRUPO ADECOAGRO,L3N S.A.,0402,0402.21.10,LECHE EN POLVO ENTERA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=5274
5274,LAS TRES NIÑAS - GRUPO ADECOAGRO,L3N S.A.,0406,0406.90.20,QUESO GOUDA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=5274
2400,LASSO SA,LASSO S.A.,8433,8433.11.00,CORTADORA DE CÉSPED,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2400
2400,LASSO SA,LASSO S.A.,8467,8467.29.99,BORDEADORA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2400
2400,LASSO SA,LASSO S.A.,8474,8474.31.00,HORMIGONERA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2400
2400,LASSO SA,LASSO S.A.,8716,8716.80.00,CARRETILLA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2400
4054,LATIN MATERIALS,VIKEMCO S.A.S.,2507,2507.00.10,CAOLÍN,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4054
4054,LATIN MATERIALS,VIKEMCO S.A.S.,2509,2509.00.00,CARBONATO DE CALCIO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4054
4054,LATIN MATERIALS,VIKEMCO S.A.S.,2525,2525.20.00,MICA MOSCOVITA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4054
4054,LATIN MATERIALS,VIKEMCO S.A.S.,2526,2526.20.00,TALCO INDUSTRIAL,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4054
4054,LATIN MATERIALS,VIKEMCO S.A.S.,3403,3403.19.00,DESMOLDANTE,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4054
4054,LATIN MATERIALS,VIKEMCO S.A.S.,3901,3901.30.90,COMPUESTO DE PURGA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4054
4054,LATIN MATERIALS,VIKEMCO S.A.S.,3910,3910.00.90,DESMOLDANTE PARA EVA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4054
4629,LEGUME,ARCIT S.A.S.,1902,1902.19.00,PASTAS 100% LEGUMBRE,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=4629
2087,LEISTUNG INGENIERÍA,LEISTUNG INGENIERIA S R L,9018,9018.90.99,MÁQUINA DE ANESTESIA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2087
2087,LEISTUNG INGENIERÍA,LEISTUNG INGENIERIA S R L,9019,9019.20.10,APARATO RESPIRATORIO OXIGENOTERAPIA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2087
2894,LEMARC SRL - PROLEPOP S.A.,LEMARC S.R.L.,0713,0713.20.90,GARBANZO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2894
2894,LEMARC SRL - PROLEPOP S.A.,LEMARC S.R.L.,0909,0909.21.00,CORIANDRO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2894
2894,LEMARC SRL - PROLEPOP S.A.,LEMARC S.R.L.,1005,1005.90.10,MAÍZ PISINGALLO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2894
2894,LEMARC SRL - PROLEPOP S.A.,LEMARC S.R.L.,1202,1202.42.00,MANÍ BLANCHEADO,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2894
2894,LEMARC SRL - PROLEPOP S.A.,LEMARC S.R.L.,2008,2008.11.00,PASTA DE MANÍ,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2894
2065,LEUCA SISTEMAS DE AIRE,LEUCA LUIS ALBERTO,7309,7309.00.10,SILOS METÁLICOS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2065
2065,LEUCA SISTEMAS DE AIRE,LEUCA LUIS ALBERTO,8414,8414.30.19,CABINAS DE PINTURA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2065
2065,LEUCA SISTEMAS DE AIRE,LEUCA LUIS ALBERTO,8437,8437.80.90,LIMPIADORAS DE GRANOS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2065
1953,LINFAR S.R.L,LINFAR S R L,2106,2106.90.30,SUPLEMENTOS VITAMÍNICOS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1953
1953,LINFAR S.R.L,LINFAR S R L,3304,3304.99.10,CREMAS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1953
1953,LINFAR S.R.L,LINFAR S R L,3504,3504.00.00,SUPLEMENTOS DIETARIOS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=1953
2140,LIVENZA - SOHIPREN SA,SOHIPREN S A,8413,8413.60.11,BOMBAS OLEOHIDRÁULICAS,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2140
2140,LIVENZA - SOHIPREN SA,SOHIPREN S A,8481,8481.20.90,VÁLVULAS DIRECCIONALES,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=2140
309,"LORENZATI, RUETSCH Y CIA. SA",LORENZATI RUETSCH Y CIA S A,1202,1202.42.00,MANÍ CONFITERÍA,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=309
309,"LORENZATI, RUETSCH Y CIA. SA",LORENZATI RUETSCH Y CIA S A,1508,1508.10.00,ACEITE CRUDO DE MANÍ,Exportadora Habitual,https://www.exportadoresdecordoba.com/single.php?search=309
