candidate_hs4,n_anchors_linking,mean_proximity,max_proximity,best_anchor_hs4,candidate_product_name_short,candidate_product_name,candidate_sector,pci,distance_travelled,accessible_market_size,accessible_market_growth_5y,dai_index,dai_percentile,dai_lead,pci_norm,acc_size_norm,acc_growth_norm,dai_norm,distance_norm_inverse,distance_percentile,attractiveness_score,feasibility_score,combined_score,combined_rank
8462,1,0.3461006095664337,0.3461006095664337,4810,Machine tools for molding and forging metals,"Machine tools (including presses) for working metal by forging, hammering or die-stamping; machine tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal or met",Machinery,2.1679353410810815,5416.638905450633,283908735.0,0.0706314983167573,1.0826980171645604,87.09677419354838,12.903225806451616,0.8641192690861798,0.0011649380351005324,0.17335222890477003,0.8666666666666667,0.5059979951919594,34.58498023715415,0.4756889262780575,0.686332330929313,0.8802591244123199,47
9508,1,0.33301966256495374,0.33301966256495374,3303,Fairground amusements,"Merry-go-rounds, boat-swings, shooting galleries and other fairground amusements; traveling circuses and traveling menageries; traveling theaters;parts and accessories thereof",Machinery,1.734330225704778,5994.42429909369,60176020.0,0.2987952553517787,1.1661633813490704,93.5483870967742,32.25806451612903,0.8263247112022212,0.00024691503239225923,0.24405138474063692,0.9333333333333335,0.44238815002797804,22.332015810276683,0.4742369305443679,0.6878607416806557,0.8790319926998357,48
8419,7,0.3967430454151758,0.42128847077840265,8428,Equipment for temperature change of materials,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting,",Machinery,2.1564180586009836,5223.240220521006,1470830817.0,0.0829465218598435,1.0585450159038468,83.87096774193549,29.032258064516135,0.863115381945729,0.006035132247414969,0.1771681801316837,0.8333333333333334,0.5272897421600233,39.52569169960475,0.4773585190676392,0.6803115377466784,0.8788567916448192,49
2933,1,0.36195821957907764,0.36195821957907764,3002,Heterocyclic compounds with nitrogen hetero-atom(s) only,Heterocyclic compounds with nitrogen hetero-atom(s) only,Chemicals,3.4029202396448572,4903.598652547145,4298878016.0,0.0742323952601242,1.0942738358804471,54.83870967741935,6.451612903225801,0.9717649277267059,0.017639212506427165,0.17446800810413216,0.5333333333333332,0.5624798851966788,47.03557312252964,0.5339092690159928,0.547906609265006,0.878557740221753,50
2835,3,0.3443965480352067,0.3646891175783488,3105,Phosphates,"Phosphinates (hypophosphites), phosphonates (phosphites) and phosphates; polyphosphates, whether or not chemically defined",Chemicals,1.3148502829595348,5177.497684405811,373195476.0,0.0823236829857234,1.7949193000686914,100.0,25.80645161290323,0.7897613534026116,0.0015313005586807603,0.17697518636617826,1.0,0.5323256528488507,41.30434782608695,0.43950729843252057,0.7661628264244253,0.8772280154066525,51
8450,1,0.345416201669288,0.345416201669288,8415,Household- or laundry-type washing machines,"Household- or laundry-type washing machines, including machines which both wash and dry; parts thereof",Machinery,1.9567099205582623,5505.881318311439,1041721337.0,0.0941076375798257,1.287318804557844,90.0,26.66666666666667,0.8457081131763031,0.0042744046161421545,0.18062657979096017,0.8966666666666667,0.49617307381701214,32.015810276679844,0.46907930268992715,0.6964198702418394,0.8767386269037117,52
7217,4,0.35444479915542515,0.38517221894147297,7210,Wire of iron or nonalloy steel,Wire of iron or nonalloy steel,Metals,0.7503291375149088,3681.4615378511144,342687895.0,0.114668374558817,1.4356117991092303,93.5483870967742,29.032258064516128,0.7405556905734052,0.0014061214532692613,0.18699755985662792,0.9333333333333335,0.6970280296985724,77.86561264822134,0.41737876561417686,0.8151806815159529,0.8755021273246788,53
5402,1,0.4122109643715564,0.4122109643715564,5509,Synthetic filament yarn,"Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex",Textiles,1.548411485676915,5728.674328943733,1350565612.0,0.0882223926145728,1.6965314201346164,100.0,29.032258064516128,0.8101193752121288,0.00554165848513829,0.17880296916875782,1.0,0.47164523170494155,27.07509881422925,0.45114584451953843,0.7358226158524708,0.8751271637475345,54
2903,1,0.30764820762008577,0.30764820762008577,2929,Halogenated derivatives of hydrocarbons,Halogenated derivatives of hydrocarbons,Chemicals,2.4710985019588088,4703.335512699138,532817596.0,0.0038307308953677,1.063849408738397,74.19354838709677,12.903225806451609,0.8905440441309425,0.0021862641293908386,0.1526532453008341,0.7333333333333333,0.5845273572476151,52.17391304347826,0.48398189942302744,0.6589303452904742,0.8749458178980873,55
1505,2,0.2554804306933236,0.300352390371991,5101,Wool grease,Wool grease and fatty substances derived therefrom (including lanolin),Agriculture,1.8919137117191347,6459.533630955281,19317081.0,0.1331579959521105,2.040429745343896,100.0,56.666666666666664,0.8400602460760588,7.926209943493929e-05,0.19272678101435103,1.0,0.3911830955050596,13.833992094861658,0.4682316338164759,0.6955915477525298,0.8748868116549302,56
8404,4,0.37270880144151797,0.40678087346891173,8436,Auxiliary parts for use with boilers,"Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recoverers); condensers for steam or other vapor power units; parts thereof",Machinery,2.4491610352608344,4859.029703603631,27872625.0,-0.1185598342450169,1.1072246611890404,80.64516129032258,19.354838709677416,0.8886318968210001,0.00011436731948593967,0.11472912558022608,0.7999999999999999,0.5673865927261699,48.418972332015805,0.47302682163542803,0.6836932963630848,0.8744186277063467,57
5801,1,0.34209615823213535,0.34209615823213535,5106,Woven pile fabrics,"Woven pile fabrics and chenille fabrics, other than fabrics of heading 5802 or 5806",Textiles,2.268803878474275,5218.486380866652,53406817.0,0.1643150276387996,1.118697786580001,77.41935483870968,-9.677419354838705,0.8729113281278928,0.00021913955009856853,0.2023811444734089,0.7666666666666667,0.5278131043074137,39.72332015810277,0.4871057350698233,0.6472398854870403,0.8720412725132952,58
3920,2,0.419936671082582,0.43193168144428556,3402,"Other plates of plastics, noncellular and not reinforced","Other plates, sheets, film, foil and strip, of plastics, noncellular and not reinforced, laminated, supported or similarly combined with other materials",Chemicals,0.9167706928813554,3752.1118547437623,1468110479.0,0.0743400877062949,1.1122272251343734,90.32258064516128,41.93548387096773,0.7550633261513064,0.006023970120950176,0.1745013778431876,0.8999999999999999,0.6892499588650548,76.28458498023716,0.42266300006668767,0.7946249794325273,0.8700739282179412,59
