hs4,cordoba_evidenced,n_firms_with_hs4,ccod_rubro,rubro_name,attribution_type,routing,ambiguous_at_hs4,opex_2023_2025_avg_usd
0101,yes,8,101,Animales Vivos,clean,direct,no,10674.0
0102,yes,8,101,Animales Vivos,clean,direct,no,10674.0
0103,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0104,no,0,101,Animales Vivos,clean,direct,no,10674.0
0105,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0106,no,0,101,Animales Vivos,clean,direct,no,10674.0
0201,yes,35,201AA,Carne bovina,clean,direct,no,20793101.0
0202,yes,11,201AA,Carne bovina,clean,direct,no,20793101.0
0203,yes,47,201AC,Carne porcina,clean,direct,no,38568.0
0204,no,0,201AB,Carne ovina o caprina,clean,direct,no,
0205,no,0,201AZ,"Carnes frescas refrigeradas o congeladas excluido las bovinas,ovinas,caprinas,porcinas.aves,liebres y conejos",aggregate-resto,direct,no,
0206,yes,10,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0207,yes,15,201AE,Carne de Ave,clean,direct,no,
0208,no,0,201AZ,"Carnes frescas refrigeradas o congeladas excluido las bovinas,ovinas,caprinas,porcinas.aves,liebres y conejos",aggregate-resto,direct,no,
0209,no,0,201AZ,"Carnes frescas refrigeradas o congeladas excluido las bovinas,ovinas,caprinas,porcinas.aves,liebres y conejos",aggregate-resto,direct,no,
0210,no,0,201AZ,"Carnes frescas refrigeradas o congeladas excluido las bovinas,ovinas,caprinas,porcinas.aves,liebres y conejos",aggregate-resto,direct,no,
0301,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0302,no,0,102A,Pescados,clean,direct,no,
0303,no,0,102A,Pescados,clean,direct,no,
0304,no,0,102A,Pescados,clean,direct,yes,
0304,no,0,202AA,Filetes de pescado,clean,direct,yes,
0305,no,0,102A,Pescados,clean,direct,yes,
0305,no,0,202AZ,Resto de carnes de pescado excluido filetes,aggregate-resto,direct,yes,
0306,no,0,102B,Mariscos,clean,direct,no,
0307,no,0,102B,Mariscos,clean,direct,no,
0401,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0402,yes,20,203A,Leches preparadas,clean,direct,no,227591221.0
0403,yes,8,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0404,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0405,yes,15,203B,Manteca,clean,direct,no,53737731.0
0406,yes,31,203C,Quesos,clean,direct,no,38885250.0
0407,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0408,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0409,yes,27,103,Miel,clean,direct,no,22777523.0
0410,no,0,204,Otros productos de origen animal,clean,direct,no,1411692.0
0501,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0502,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0503,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0504,no,0,204,Otros productos de origen animal,clean,direct,no,1411692.0
0505,no,0,204,Otros productos de origen animal,clean,direct,no,1411692.0
0506,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0507,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0508,no,0,204,Otros productos de origen animal,clean,direct,no,1411692.0
0509,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0510,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0511,yes,5,204,Otros productos de origen animal,clean,direct,no,1411692.0
0601,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0602,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0603,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0604,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
0701,yes,29,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0702,yes,9,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0703,yes,13,104A,Cebollas,clean,direct,yes,443335.0
0703,yes,13,104B,Ajos,clean,direct,yes,4075791.0
0704,no,0,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0705,no,0,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0706,no,0,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0707,yes,2,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0708,no,0,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0709,no,0,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0710,no,0,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0711,no,0,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0712,yes,4,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0713,yes,75,104C,Legumbres,clean,direct,no,28177292.0
0714,no,0,104Z,Resto de hortalizas y legumbres sin elaborar,resto,direct,no,2659662.0
0801,yes,3,105Z,Resto de frutas frescas ,aggregate-resto,direct,no,
0802,yes,11,105Z,Resto de frutas frescas ,aggregate-resto,direct,no,
0803,no,0,105Z,Resto de frutas frescas ,aggregate-resto,direct,no,
0804,no,0,105Z,Resto de frutas frescas ,aggregate-resto,direct,no,
0805,yes,2,105C,Cítricos,clean,direct,no,
0806,yes,6,105D,Uvas de mesa,clean,direct,no,
0807,no,0,105Z,Resto de frutas frescas ,aggregate-resto,direct,no,
0808,no,0,105A,Manzanas,clean,direct,yes,
0808,no,0,105B,Peras,clean,direct,yes,
0809,no,0,105E,Frutas de carozo,clean,direct,no,3864.0
0810,yes,10,105Z,Resto de frutas frescas ,aggregate-resto,direct,no,
0811,no,0,105Z,Resto de frutas frescas ,aggregate-resto,direct,no,
0812,no,0,105Z,Resto de frutas frescas ,aggregate-resto,direct,no,
0813,yes,1,205,Frutas secas o procesadas,clean,direct,no,
0814,no,0,105Z,Resto de frutas frescas ,aggregate-resto,direct,no,
0901,no,0,206C,Café,clean,direct,no,
0902,yes,14,206A,Té,clean,direct,no,
0903,no,0,206B,Yerba mate,clean,direct,no,
0904,yes,21,206D,Especias,clean,direct,no,374155.0
0905,no,0,206D,Especias,clean,direct,no,374155.0
0906,no,0,206D,Especias,clean,direct,no,374155.0
0907,no,0,206D,Especias,clean,direct,no,374155.0
0908,no,0,206D,Especias,clean,direct,no,374155.0
0909,yes,15,206D,Especias,clean,direct,no,374155.0
0910,yes,6,206D,Especias,clean,direct,no,374155.0
1001,yes,68,106A,Trigo,clean,direct,no,258287630.0
1002,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
1003,yes,7,106ZB,Cebada,clean,direct,no,7473589.0
1004,no,0,106ZA,Avena,clean,direct,no,6099.0
1005,yes,121,106B,Maíz,clean,direct,no,2320526635.0
1006,yes,14,106ZF,Arroz,clean,direct,no,
1007,yes,12,106C,Sorgo granífero,clean,direct,no,69267815.0
1008,no,0,106ZD,Alpiste,clean,direct,yes,42000.0
1008,no,0,106ZE,Mijo,clean,direct,yes,254416.0
1101,yes,30,207A,Harina de trigo,clean,direct,no,18158265.0
1102,yes,10,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,direct,no,8989351.0
1103,yes,9,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,direct,no,8989351.0
1104,no,0,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,direct,no,8989351.0
1105,no,0,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,direct,no,8989351.0
1106,no,0,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,direct,no,8989351.0
1107,no,0,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,direct,no,8989351.0
1108,yes,2,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,direct,no,8989351.0
1109,no,0,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,direct,no,8989351.0
1201,yes,95,107A,Soja,clean,direct,no,715701214.0
1202,yes,57,107D,Maní,clean,direct,no,696067763.0
1203,no,0,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,direct,no,19944852.0
1204,no,0,107C,Lino,clean,direct,no,159761.0
1205,no,0,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,direct,no,19944852.0
1206,yes,23,107B,Girasol,clean,direct,no,8542480.0
1207,no,0,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,direct,no,19944852.0
1208,no,0,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,direct,no,19944852.0
1209,no,0,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,direct,no,19944852.0
1210,no,0,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,direct,no,19944852.0
1211,yes,5,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,direct,no,19944852.0
1212,no,0,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,direct,no,19944852.0
1213,no,0,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,direct,no,19944852.0
1214,yes,53,107Z,Resto semillas y frutos oleaginosos,resto-or-broad,chapter-rule,no,19944852.0
1301,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
1302,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
1401,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
1402,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
1403,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
1404,no,0,199,Resto de productos primarios,confidential,chapter-rule,no,607438.0
1501,no,0,208B,Grasas y sebos,clean,direct,no,
1502,no,0,208B,Grasas y sebos,clean,direct,no,
1503,no,0,208B,Grasas y sebos,clean,direct,no,
1504,no,0,208B,Grasas y sebos,clean,direct,no,
1505,no,0,208B,Grasas y sebos,clean,direct,no,
1506,no,0,208B,Grasas y sebos,clean,direct,no,
1507,yes,25,208AA,Aceite de soja,clean,direct,no,46086702.0
1508,yes,16,208AC,Aceite de maní,clean,direct,no,69181724.0
1509,yes,15,208AD,Aceite de oliva,clean,direct,no,
1510,no,0,208AD,Aceite de oliva,clean,direct,no,
1511,no,0,208AZ,Otros aceites,aggregate-resto,direct,no,
1512,yes,3,208AE,Aceite de girasol,clean,direct,no,7004708.0
1513,no,0,208AZ,Otros aceites,aggregate-resto,direct,no,
1514,no,0,208AZ,Otros aceites,aggregate-resto,direct,no,
1515,yes,2,208AH,Aceite de maíz,clean,direct,no,110559.0
1516,no,0,208AZ,Otros aceites,aggregate-resto,direct,no,
1517,no,0,208AZ,Otros aceites,aggregate-resto,direct,no,
1518,no,0,208AZ,Otros aceites,aggregate-resto,direct,no,
1519,no,0,208Z,Resto de grasas y aceites,aggregate-resto,direct,no,23128438.0
1520,no,0,208Z,Resto de grasas y aceites,aggregate-resto,direct,no,23128438.0
1521,no,0,208Z,Resto de grasas y aceites,aggregate-resto,direct,no,23128438.0
1522,no,0,208Z,Resto de grasas y aceites,aggregate-resto,direct,no,23128438.0
1601,yes,17,201B,Conservas y preparados de carnes,clean,direct,no,1912129.0
1602,yes,12,201B,Conservas y preparados de carnes,clean,direct,no,1912129.0
1603,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
1604,no,0,202B,Pescado conservado,clean,direct,no,
1605,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
1701,yes,9,209A,Azúcar de caña en bruto,clean,direct,no,
1702,yes,1,209Z,Resto de azúcar  y artículos de confitería ,aggregate-resto,direct,no,
1703,no,0,209Z,Resto de azúcar  y artículos de confitería ,aggregate-resto,direct,no,
1704,yes,17,209B,Artículos de confitería sin cacao,clean,direct,no,17045737.0
1801,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
1802,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
1803,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
1804,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
1805,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
1806,yes,31,209CB,Preparaciones de cacao,clean,direct,no,21890351.0
1901,yes,28,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
1902,yes,17,207CB,"Pastas alimenticias, productos de panadería...",clean,direct,no,29405508.0
1903,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
1904,yes,25,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
1905,yes,110,207CB,"Pastas alimenticias, productos de panadería...",clean,direct,no,29405508.0
2001,no,0,210Z,"Resto de preparados de legumbres,hortalizas y frutas",aggregate-resto,direct,no,81476882.0
2002,no,0,210Z,"Resto de preparados de legumbres,hortalizas y frutas",aggregate-resto,direct,no,81476882.0
2003,no,0,210Z,"Resto de preparados de legumbres,hortalizas y frutas",aggregate-resto,direct,no,81476882.0
2004,no,0,210Z,"Resto de preparados de legumbres,hortalizas y frutas",aggregate-resto,direct,no,81476882.0
2005,yes,22,210A,Aceitunas,clean,direct,no,
2006,no,0,210Z,"Resto de preparados de legumbres,hortalizas y frutas",aggregate-resto,direct,no,81476882.0
2007,yes,14,210B,"Puré, pastas de frutas, etc",clean,direct,no,136722.0
2008,yes,42,210C,Duraznos conservados,clean,direct,yes,
2008,yes,42,210Z,"Resto de preparados de legumbres,hortalizas y frutas",aggregate-resto,direct,yes,81476882.0
2009,no,0,210D,Jugos de frutas y hortalizas,clean,direct,no,
2101,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
2102,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
2103,yes,1,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
2104,yes,12,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
2105,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
2106,yes,7,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
2201,yes,2,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,direct,no,26074058.0
2202,yes,13,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,direct,no,26074058.0
2203,yes,10,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,direct,no,26074058.0
2204,yes,6,211A,Vino de uva,clean,direct,no,
2205,no,0,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,direct,no,26074058.0
2206,no,0,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,direct,no,26074058.0
2207,no,0,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,direct,no,26074058.0
2208,yes,9,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,direct,no,26074058.0
2209,no,0,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,direct,no,26074058.0
2301,no,0,212Z,Resto de residuos alimenticios y preparados para animales,aggregate-resto,direct,no,30232302.0
2302,yes,5,212B,"Afrecho, afrechillo, pellets (trigo, maíz, sorgo, mijo)",clean,direct,no,53981025.0
2303,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
2304,yes,4,212AE,Subproductos oleaginosos de soja,clean,direct,no,32518856.0
2305,yes,11,212AD,Subproductos oleaginosos de maní,clean,direct,no,9746090.0
2306,yes,1,212AB,Subproductos oleaginosos de girasol,clean,direct,no,
2307,no,0,212Z,Resto de residuos alimenticios y preparados para animales,aggregate-resto,direct,no,30232302.0
2308,yes,10,212Z,Resto de residuos alimenticios y preparados para animales,aggregate-resto,direct,no,30232302.0
2309,yes,31,212Z,Resto de residuos alimenticios y preparados para animales,aggregate-resto,direct,no,30232302.0
2401,yes,2,108A,Tabaco sin elaborar en hojas,clean,direct,no,
2402,no,0,108Z,Resto de tabaco sin elaborar,aggregate-resto,direct,no,
2403,no,0,108Z,Resto de tabaco sin elaborar,aggregate-resto,direct,no,
2501,yes,20,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2502,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2503,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2504,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2505,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2506,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2507,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2508,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2509,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2510,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2511,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2512,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2513,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2514,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2515,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2516,yes,10,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2517,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2518,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2519,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2520,yes,29,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2521,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2522,yes,29,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2523,yes,5,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2524,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2525,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2526,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2527,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2528,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2529,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2530,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2601,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2602,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2603,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2604,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2605,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2606,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2607,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2608,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2609,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2610,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2611,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2612,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2613,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2614,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2615,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2616,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2617,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2618,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2619,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2620,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2621,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2701,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2702,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2703,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2704,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2705,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2706,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2707,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2708,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2709,no,0,401,Petróleo crudo,clean,direct,no,
2710,yes,1,402A,Naftas,clean,direct,yes,
2710,yes,1,402B,Gasolinas,clean,direct,yes,
2710,yes,1,403,Grasas y aceites lubricantes,clean,direct,yes,
2711,no,0,404A,Gas de petróleo,clean,direct,no,
2712,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2713,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2714,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2715,no,0,499,Resto de combustibles ,aggregate-resto,direct,no,
2716,yes,1,499,Resto de combustibles ,aggregate-resto,direct,no,
2801,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2802,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2803,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2804,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2805,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2806,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2807,yes,27,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2808,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2809,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2810,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2811,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2812,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2813,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2814,yes,27,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2815,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2816,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2817,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2818,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2819,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2820,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2821,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2822,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2823,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2824,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2825,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2826,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2827,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2828,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2829,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2830,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2831,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2832,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2833,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2834,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2835,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2836,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2837,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2838,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
2839,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2840,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2841,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2842,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2843,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2844,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2845,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2846,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2847,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2848,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2849,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2850,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2851,no,0,302A,Productos químicos inorgánicos,aggregate-broad-chapter,direct,no,4003480.0
2901,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2902,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2903,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2904,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2905,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2906,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2907,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2908,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2909,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2910,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2911,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2912,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2913,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
