hs4,cordoba_evidenced,n_firms_with_hs4,ccod_rubro,rubro_name,attribution_type,routing,ambiguous_at_hs4,opex_2023_2025_avg_usd
8475,no,0,312AZ,"Resto de máquinas, aparatos y artículos mecánicos",aggregate-resto,direct,no,943625.0
8476,no,0,312AZ,"Resto de máquinas, aparatos y artículos mecánicos",aggregate-resto,direct,no,943625.0
8477,no,0,312AZ,"Resto de máquinas, aparatos y artículos mecánicos",aggregate-resto,direct,no,943625.0
8478,no,0,312AZ,"Resto de máquinas, aparatos y artículos mecánicos",aggregate-resto,direct,no,943625.0
8479,no,0,312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",aggregate-broad,direct,no,44657495.0
8480,yes,10,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
8481,no,0,312AM,Grifería y similares,clean,direct,no,2216941.0
8482,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
8483,yes,1,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
8484,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
8485,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
8501,yes,65,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8502,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8503,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8504,yes,64,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8505,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8506,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8507,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8508,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8509,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8510,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8511,yes,1,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8512,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8513,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8514,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8515,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8516,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8517,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8518,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8519,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8520,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8521,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8522,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8523,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8524,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8525,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8526,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8527,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8528,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8529,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8530,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8531,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8532,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8533,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8534,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8535,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8536,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8537,yes,2,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8538,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8539,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8540,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8541,yes,3,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8542,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8543,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8544,yes,3,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8545,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8546,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8547,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8548,no,0,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,direct,no,41032100.0
8601,no,0,313A,Vehículos y materiales para vías férreas y sus partes,clean,direct,no,
8602,no,0,313A,Vehículos y materiales para vías férreas y sus partes,clean,direct,no,
8603,no,0,313A,Vehículos y materiales para vías férreas y sus partes,clean,direct,no,
8604,no,0,313A,Vehículos y materiales para vías férreas y sus partes,clean,direct,no,
8605,no,0,313A,Vehículos y materiales para vías férreas y sus partes,clean,direct,no,
8606,no,0,313A,Vehículos y materiales para vías férreas y sus partes,clean,direct,no,
8607,no,0,313A,Vehículos y materiales para vías férreas y sus partes,clean,direct,no,
8608,no,0,313A,Vehículos y materiales para vías férreas y sus partes,clean,direct,no,
8609,no,0,313A,Vehículos y materiales para vías férreas y sus partes,clean,direct,no,
8701,no,0,313BZ,Resto de vehículos automóviles/tractores/ciclos,clean,direct,no,2835246.0
8702,yes,55,313BB,Vehículos automóviles terrestres,aggregate-broad-chapter,direct,no,674541884.0
8703,yes,60,313BB,Vehículos automóviles terrestres,aggregate-broad-chapter,direct,no,674541884.0
8704,yes,24,313BB,Vehículos automóviles terrestres,aggregate-broad-chapter,direct,no,674541884.0
8705,yes,2,313BB,Vehículos automóviles terrestres,aggregate-broad-chapter,direct,no,674541884.0
8706,no,0,313BC,Partes y piezas de vehículos y tractores,aggregate-broad,direct,no,260046171.0
8707,no,0,313BC,Partes y piezas de vehículos y tractores,aggregate-broad,direct,no,260046171.0
8708,yes,53,313BC,Partes y piezas de vehículos y tractores,aggregate-broad,direct,no,260046171.0
8709,no,0,313BZ,Resto de vehículos automóviles/tractores/ciclos,clean,direct,no,2835246.0
8710,no,0,313BZ,Resto de vehículos automóviles/tractores/ciclos,clean,direct,no,2835246.0
8711,no,0,313BZ,Resto de vehículos automóviles/tractores/ciclos,clean,direct,no,2835246.0
8712,no,0,313BZ,Resto de vehículos automóviles/tractores/ciclos,clean,direct,no,2835246.0
8713,no,0,313BZ,Resto de vehículos automóviles/tractores/ciclos,clean,direct,no,2835246.0
8714,yes,9,313BC,Partes y piezas de vehículos y tractores,aggregate-broad,direct,no,260046171.0
8715,no,0,313BZ,Resto de vehículos automóviles/tractores/ciclos,clean,direct,no,2835246.0
8716,yes,15,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
8801,no,0,314A,"Vehículos de navegación aérea, aeronaves, vehículos espaciales y sus partes",clean,direct,no,
8802,yes,5,314A,"Vehículos de navegación aérea, aeronaves, vehículos espaciales y sus partes",clean,direct,no,
8803,no,0,314A,"Vehículos de navegación aérea, aeronaves, vehículos espaciales y sus partes",clean,direct,no,
8804,no,0,314A,"Vehículos de navegación aérea, aeronaves, vehículos espaciales y sus partes",clean,direct,no,
8805,no,0,314A,"Vehículos de navegación aérea, aeronaves, vehículos espaciales y sus partes",clean,direct,no,
8901,yes,5,314B,Vahículos de navegación marítima y fluvial,clean,direct,no,
8902,no,0,314B,Vahículos de navegación marítima y fluvial,clean,direct,no,
8903,no,0,314B,Vahículos de navegación marítima y fluvial,clean,direct,no,
8904,no,0,314B,Vahículos de navegación marítima y fluvial,clean,direct,no,
8905,no,0,314B,Vahículos de navegación marítima y fluvial,clean,direct,no,
8906,no,0,314B,Vahículos de navegación marítima y fluvial,clean,direct,no,
8907,no,0,314B,Vahículos de navegación marítima y fluvial,clean,direct,no,
8908,no,0,314B,Vahículos de navegación marítima y fluvial,clean,direct,no,
9001,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9002,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9003,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9004,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9005,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9006,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9007,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9008,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9009,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9010,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9011,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9012,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9013,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9014,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9015,yes,31,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9016,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9017,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9018,yes,25,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9019,yes,22,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9020,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9021,yes,5,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9022,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9023,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9024,yes,31,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9025,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9026,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9027,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9028,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9029,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9030,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9031,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9032,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9033,no,0,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,direct,no,20527178.0
9101,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9102,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9103,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9104,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9105,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9106,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9107,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9108,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9109,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9110,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9111,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9112,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9113,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9114,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9201,no,0,399C,"Instrumentos de música, partes y accesorios",clean,direct,no,
9202,no,0,399C,"Instrumentos de música, partes y accesorios",clean,direct,no,
9203,no,0,399C,"Instrumentos de música, partes y accesorios",clean,direct,no,
9204,no,0,399C,"Instrumentos de música, partes y accesorios",clean,direct,no,
9205,no,0,399C,"Instrumentos de música, partes y accesorios",clean,direct,no,
9206,no,0,399C,"Instrumentos de música, partes y accesorios",clean,direct,no,
9207,no,0,399C,"Instrumentos de música, partes y accesorios",clean,direct,no,
9208,no,0,399C,"Instrumentos de música, partes y accesorios",clean,direct,no,
9209,no,0,399C,"Instrumentos de música, partes y accesorios",clean,direct,no,
9301,no,0,399D,Armas y municiones,clean,direct,no,21488.0
9302,no,0,399D,Armas y municiones,clean,direct,no,21488.0
9303,no,0,399D,Armas y municiones,clean,direct,no,21488.0
9304,no,0,399D,Armas y municiones,clean,direct,no,21488.0
9305,no,0,399D,Armas y municiones,clean,direct,no,21488.0
9306,no,0,399D,Armas y municiones,clean,direct,no,21488.0
9307,no,0,399D,Armas y municiones,clean,direct,no,21488.0
9401,yes,31,399E,"Muebles, equipo médico-quirúrgico, construcciones prefabricadas",clean,direct,no,1670317.0
9402,no,0,399E,"Muebles, equipo médico-quirúrgico, construcciones prefabricadas",clean,direct,no,1670317.0
9403,yes,70,399E,"Muebles, equipo médico-quirúrgico, construcciones prefabricadas",clean,direct,no,1670317.0
9404,no,0,399E,"Muebles, equipo médico-quirúrgico, construcciones prefabricadas",clean,direct,no,1670317.0
9405,no,0,399E,"Muebles, equipo médico-quirúrgico, construcciones prefabricadas",clean,direct,no,1670317.0
9406,no,0,399E,"Muebles, equipo médico-quirúrgico, construcciones prefabricadas",clean,direct,no,1670317.0
9501,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9502,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9503,yes,14,399F,Juguetes y artículos de recreación,clean,direct,no,320397.0
9504,yes,14,399F,Juguetes y artículos de recreación,clean,direct,no,320397.0
9505,no,0,399F,Juguetes y artículos de recreación,clean,direct,no,320397.0
9506,no,0,399F,Juguetes y artículos de recreación,clean,direct,no,320397.0
9507,no,0,399F,Juguetes y artículos de recreación,clean,direct,no,320397.0
9508,no,0,399F,Juguetes y artículos de recreación,clean,direct,no,320397.0
9601,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9602,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9603,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9604,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9605,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9606,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9607,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9608,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9609,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9610,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9611,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9612,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9613,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9614,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9615,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9616,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9617,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9618,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9701,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9702,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9703,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9704,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9705,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9706,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
9999,no,0,,(no OPEX line covers this HS chapter),outside-opex,no-match,no,
XXXX,no,0,,(no OPEX line covers this HS chapter),outside-opex,no-match,no,
