iso3_o,iso3_d,hs92,travelled_distance,dist,export_value,total_imports
ARG,BRA,0101,3487.7430791343827,1675.0,1391894.0,10962410.0
ARG,URY,0101,3487.7430791343827,206.0,1085540.0,3487646.0
ARG,CHL,0101,3487.7430791343827,1138.0,400911.0,3397950.0
ARG,PER,0101,3487.7430791343827,3130.0,847906.0,1935749.0
ARG,PRY,0101,3487.7430791343827,1034.0,27258.0,712926.0
ARG,BOL,0101,3487.7430791343827,2229.0,0.0,24150.0
ARG,PER,0102,3185.4166205729575,3130.0,0.0,904126.0
ARG,BRA,0102,3185.4166205729575,1675.0,0.0,618376.0
ARG,BOL,0102,3185.4166205729575,2229.0,0.0,469414.0
ARG,PRY,0102,3185.4166205729575,1034.0,25992.0,237156.0
ARG,URY,0102,3185.4166205729575,206.0,140945.0,140945.0
ARG,CHL,0102,3185.4166205729575,1138.0,0.0,40776.0
ARG,URY,0103,929.48535126946,206.0,0.0,164128.0
ARG,CHL,0104,2129.7976616827946,1138.0,0.0,66966.0
ARG,PRY,0104,2129.7976616827946,1034.0,19674.0,42920.0
ARG,URY,0104,2129.7976616827946,206.0,11996.0,11996.0
ARG,PRY,0105,1791.9838514347532,1034.0,763557.0,12960128.0
ARG,CHL,0105,1791.9838514347532,1138.0,0.0,7838858.0
ARG,URY,0105,1791.9838514347532,206.0,1216226.0,3199398.0
ARG,BRA,0105,1791.9838514347532,1675.0,0.0,2125111.0
ARG,CHL,0106,4239.912722296348,1138.0,343351.0,1014611.0
ARG,BRA,0106,4239.912722296348,1675.0,15700.0,485330.0
ARG,ECU,0106,4239.912722296348,4227.0,0.0,272288.0
ARG,PER,0106,4239.912722296348,3130.0,0.0,184345.0
ARG,URY,0106,4239.912722296348,206.0,37925.0,88120.0
ARG,BOL,0106,4239.912722296348,2229.0,28089.0,75555.0
ARG,PRY,0106,4239.912722296348,1034.0,0.0,2009.0
ARG,DEU,0201,3923.723301530341,11889.0,275899466.0,2161031871.0
ARG,NLD,0201,3923.723301530341,11422.0,151839486.0,2091559107.0
ARG,CHL,0201,3923.723301530341,1138.0,165124661.0,1285997323.0
ARG,ISR,0201,3923.723301530341,12211.0,104341693.0,293079201.0
ARG,URY,0201,3923.723301530341,206.0,4895671.0,165734587.0
ARG,BRA,0201,3923.723301530341,1675.0,21497048.0,138980730.0
ARG,PER,0201,3923.723301530341,3130.0,4246694.0,17989367.0
ARG,PRY,0201,3923.723301530341,1034.0,0.0,15306236.0
ARG,CHN,0202,11134.143518508934,19629.0,1626691859.0,11634158715.0
ARG,USA,0202,11134.143518508934,8492.0,136715048.0,4959721449.0
ARG,ISR,0202,11134.143518508934,12211.0,143207325.0,616176235.0
ARG,CAN,0202,11134.143518508934,8930.0,20450838.0,463086691.0
ARG,GBR,0202,11134.143518508934,11103.0,431005.0,456085850.0
ARG,FRA,0202,11134.143518508934,11026.0,505270.0,434757501.0
ARG,ITA,0202,11134.143518508934,11131.0,10658966.0,333223765.0
ARG,MEX,0202,11134.143518508934,7372.0,21378255.0,311123494.0
ARG,ESP,0202,11134.143518508934,10022.0,627879.0,193222478.0
ARG,CHL,0202,11134.143518508934,1138.0,1872685.0,179340389.0
ARG,PRT,0202,11134.143518508934,9574.0,4018888.0,177955195.0
ARG,BRA,0202,11134.143518508934,1675.0,47862859.0,167610607.0
ARG,GTM,0202,11134.143518508934,6420.0,0.0,121061524.0
ARG,DOM,0202,11134.143518508934,6001.0,0.0,115030782.0
ARG,LBY,0202,11134.143518508934,10565.0,0.0,94437303.0
ARG,SLV,0202,11134.143518508934,6258.0,77229.0,83086649.0
ARG,IRL,0202,11134.143518508934,10964.0,0.0,59541053.0
ARG,CRI,0202,11134.143518508934,5624.0,0.0,59338737.0
ARG,SEN,0202,11134.143518508934,6966.0,18070.0,58980759.0
ARG,AGO,0202,11134.143518508934,7780.0,353111.0,44708287.0
ARG,JAM,0202,11134.143518508934,6139.0,0.0,41128598.0
ARG,COL,0202,11134.143518508934,4642.0,548494.0,36672842.0
ARG,MAR,0202,11134.143518508934,9222.0,0.0,33956580.0
ARG,GHA,0202,11134.143518508934,7506.0,0.0,32190450.0
ARG,PER,0202,11134.143518508934,3130.0,5321061.0,31172636.0
ARG,PAN,0202,11134.143518508934,5314.0,438327.0,30318324.0
ARG,TTO,0202,11134.143518508934,5021.0,228.0,29541429.0
ARG,GAB,0202,11134.143518508934,8024.0,0.0,26423342.0
ARG,MUS,0202,11134.143518508934,10931.0,0.0,18628192.0
ARG,NZL,0202,11134.143518508934,10374.0,0.0,17023897.0
ARG,URY,0202,11134.143518508934,206.0,3108124.0,15905707.0
ARG,CIV,0202,11134.143518508934,7209.0,97210.0,15832556.0
ARG,CUB,0202,11134.143518508934,6873.0,0.0,15810720.0
ARG,COD,0202,11134.143518508934,8250.0,0.0,14570033.0
ARG,HND,0202,11134.143518508934,6190.0,0.0,13954249.0
ARG,COG,0202,11134.143518508934,8251.0,0.0,13467343.0
ARG,ZAF,0202,11134.143518508934,8105.0,0.0,13237837.0
ARG,DZA,0202,11134.143518508934,10143.0,0.0,13120276.0
ARG,PRY,0202,11134.143518508934,1034.0,0.0,13024960.0
ARG,TUN,0202,11134.143518508934,10624.0,339601.0,10271798.0
ARG,ECU,0202,11134.143518508934,4227.0,640309.0,8498142.0
ARG,MOZ,0202,11134.143518508934,8496.0,0.0,6901487.0
ARG,LBR,0202,11134.143518508934,6741.0,0.0,4075190.0
ARG,GNQ,0202,11134.143518508934,8150.0,0.0,3372749.0
ARG,GIN,0202,11134.143518508934,6792.0,0.0,1815484.0
ARG,NGA,0202,11134.143518508934,7909.0,0.0,1580082.0
ARG,TZA,0202,11134.143518508934,10283.0,0.0,1174372.0
ARG,BOL,0202,11134.143518508934,2229.0,0.0,899387.0
ARG,NIC,0202,11134.143518508934,5951.0,0.0,764468.0
ARG,MRT,0202,11134.143518508934,7359.0,0.0,742225.0
ARG,VEN,0202,11134.143518508934,5070.0,0.0,587410.0
ARG,KEN,0202,11134.143518508934,10411.0,0.0,514895.0
ARG,SDN,0202,11134.143518508934,11063.0,0.0,471019.0
ARG,BWA,0202,11134.143518508934,8007.0,0.0,359925.0
ARG,SWZ,0202,11134.143518508934,8362.0,0.0,341526.0
ARG,RWA,0202,11134.143518508934,9750.0,0.0,300847.0
ARG,HTI,0202,11134.143518508934,6064.0,0.0,252918.0
ARG,ZWE,0202,11134.143518508934,8859.0,0.0,250018.0
ARG,TCD,0202,11134.143518508934,9299.0,0.0,229651.0
ARG,NER,0202,11134.143518508934,8314.0,0.0,222223.0
ARG,CMR,0202,11134.143518508934,8438.0,0.0,213549.0
ARG,NAM,0202,11134.143518508934,7340.0,0.0,206956.0
ARG,MDG,0202,11134.143518508934,10213.0,0.0,88745.0
ARG,UGA,0202,11134.143518508934,10123.0,0.0,65396.0
ARG,ZMB,0202,11134.143518508934,8757.0,0.0,63788.0
ARG,BFA,0202,11134.143518508934,7937.0,0.0,38810.0
ARG,BEN,0202,11134.143518508934,7821.0,0.0,24751.0
ARG,MLI,0202,11134.143518508934,7460.0,0.0,21983.0
ARG,TGO,0202,11134.143518508934,7702.0,0.0,21897.0
ARG,MWI,0202,11134.143518508934,9340.0,0.0,11433.0
ARG,COL,0203,5854.33638103792,4642.0,0.0,453925810.0
ARG,CHL,0203,5854.33638103792,1138.0,4167.0,321729120.0
ARG,URY,0203,5854.33638103792,206.0,1523490.0,123731067.0
ARG,CRI,0203,5854.33638103792,5624.0,0.0,95621362.0
ARG,PER,0203,5854.33638103792,3130.0,0.0,42367132.0
ARG,PAN,0203,5854.33638103792,5314.0,0.0,33748865.0
ARG,TTO,0203,5854.33638103792,5021.0,0.0,23238180.0
ARG,VEN,0203,5854.33638103792,5070.0,0.0,11470081.0
ARG,ECU,0203,5854.33638103792,4227.0,0.0,2295025.0
ARG,PRY,0203,5854.33638103792,1034.0,0.0,2141769.0
ARG,BOL,0203,5854.33638103792,2229.0,0.0,109118.0
ARG,BRA,0203,5854.33638103792,1675.0,0.0,85106.0
ARG,USA,0204,9070.491862317158,8492.0,0.0,1533424112.0
ARG,CAN,0204,9070.491862317158,8930.0,0.0,207810823.0
ARG,BRA,0204,9070.491862317158,1675.0,2883718.0,30233538.0
ARG,MEX,0204,9070.491862317158,7372.0,0.0,26020161.0
ARG,TTO,0204,9070.491862317158,5021.0,0.0,19628390.0
ARG,JAM,0204,9070.491862317158,6139.0,0.0,15586957.0
ARG,ZAF,0204,9070.491862317158,8105.0,0.0,6642588.0
ARG,DOM,0204,9070.491862317158,6001.0,0.0,6086568.0
ARG,GHA,0204,9070.491862317158,7506.0,0.0,5444795.0
ARG,SEN,0204,9070.491862317158,6966.0,0.0,3461979.0
ARG,CIV,0204,9070.491862317158,7209.0,564.0,2766901.0
ARG,PAN,0204,9070.491862317158,5314.0,15206.0,1800120.0
ARG,GIN,0204,9070.491862317158,6792.0,0.0,1557818.0
ARG,GAB,0204,9070.491862317158,8024.0,0.0,1513669.0
ARG,CUB,0204,9070.491862317158,6873.0,0.0,1025929.0
ARG,MRT,0204,9070.491862317158,7359.0,0.0,994017.0
ARG,MLI,0204,9070.491862317158,7460.0,0.0,978996.0
ARG,COD,0204,9070.491862317158,8250.0,0.0,830905.0
ARG,LBR,0204,9070.491862317158,6741.0,0.0,822969.0
ARG,NGA,0204,9070.491862317158,7909.0,0.0,777645.0
ARG,AGO,0204,9070.491862317158,7780.0,74119.0,698183.0
ARG,BWA,0204,9070.491862317158,8007.0,0.0,650999.0
ARG,COG,0204,9070.491862317158,8251.0,0.0,629024.0
ARG,CHL,0204,9070.491862317158,1138.0,0.0,599877.0
ARG,BFA,0204,9070.491862317158,7937.0,0.0,589457.0
ARG,GTM,0204,9070.491862317158,6420.0,0.0,406538.0
ARG,MOZ,0204,9070.491862317158,8496.0,0.0,404837.0
ARG,GNQ,0204,9070.491862317158,8150.0,0.0,299910.0
ARG,HND,0204,9070.491862317158,6190.0,0.0,218958.0
ARG,BOL,0204,9070.491862317158,2229.0,0.0,209313.0
ARG,CRI,0204,9070.491862317158,5624.0,0.0,197026.0
ARG,CMR,0204,9070.491862317158,8438.0,0.0,181325.0
ARG,PRY,0204,9070.491862317158,1034.0,0.0,174516.0
ARG,ECU,0204,9070.491862317158,4227.0,0.0,171851.0
ARG,NAM,0204,9070.491862317158,7340.0,0.0,162632.0
ARG,COL,0204,9070.491862317158,4642.0,0.0,107000.0
ARG,ZMB,0204,9070.491862317158,8757.0,0.0,105053.0
ARG,PER,0204,9070.491862317158,3130.0,0.0,93921.0
ARG,SLV,0204,9070.491862317158,6258.0,0.0,73706.0
ARG,BEN,0204,9070.491862317158,7821.0,0.0,46081.0
ARG,NIC,0204,9070.491862317158,5951.0,0.0,42186.0
ARG,SWZ,0204,9070.491862317158,8362.0,0.0,28542.0
ARG,TGO,0204,9070.491862317158,7702.0,0.0,27583.0
ARG,VEN,0204,9070.491862317158,5070.0,0.0,19803.0
ARG,HTI,0204,9070.491862317158,6064.0,0.0,6808.0
ARG,URY,0204,9070.491862317158,206.0,0.0,4720.0
ARG,NER,0204,9070.491862317158,8314.0,0.0,4284.0
ARG,BRA,0205,5339.2354468241465,1675.0,0.0,21156.0
ARG,PAN,0205,5339.2354468241465,5314.0,0.0,20.0
ARG,MEX,0206,8309.774533184132,7372.0,1549011.0,580862418.0
ARG,CIV,0206,8309.774533184132,7209.0,6550405.0,152788324.0
ARG,ZAF,0206,8309.774533184132,8105.0,14550108.0,63246868.0
ARG,GHA,0206,8309.774533184132,7506.0,1997731.0,58093105.0
ARG,COG,0206,8309.774533184132,8251.0,4289561.0,50635631.0
ARG,PER,0206,8309.774533184132,3130.0,9675811.0,38654851.0
ARG,COD,0206,8309.774533184132,8250.0,663692.0,34478661.0
ARG,DOM,0206,8309.774533184132,6001.0,0.0,25456601.0
ARG,AGO,0206,8309.774533184132,7780.0,2407345.0,23276602.0
ARG,GAB,0206,8309.774533184132,8024.0,2722338.0,21413332.0
ARG,LBR,0206,8309.774533184132,6741.0,0.0,20766108.0
ARG,CHL,0206,8309.774533184132,1138.0,1160218.0,20668668.0
ARG,JAM,0206,8309.774533184132,6139.0,0.0,19759528.0
ARG,COL,0206,8309.774533184132,4642.0,1606513.0,18732582.0
ARG,PAN,0206,8309.774533184132,5314.0,0.0,9126556.0
ARG,SEN,0206,8309.774533184132,6966.0,169732.0,8122851.0
ARG,HTI,0206,8309.774533184132,6064.0,0.0,7863582.0
ARG,CUB,0206,8309.774533184132,6873.0,0.0,6383231.0
ARG,GIN,0206,8309.774533184132,6792.0,119495.0,6223503.0
ARG,GNQ,0206,8309.774533184132,8150.0,0.0,5884925.0
ARG,HND,0206,8309.774533184132,6190.0,0.0,5797082.0
ARG,SLV,0206,8309.774533184132,6258.0,0.0,5719109.0
ARG,TTO,0206,8309.774533184132,5021.0,0.0,5577466.0
ARG,ECU,0206,8309.774533184132,4227.0,282678.0,4657459.0
ARG,URY,0206,8309.774533184132,206.0,15069.0,4585458.0
ARG,NAM,0206,8309.774533184132,7340.0,0.0,4529310.0
ARG,GTM,0206,8309.774533184132,6420.0,0.0,4397703.0
ARG,CRI,0206,8309.774533184132,5624.0,0.0,4364410.0
ARG,PRY,0206,8309.774533184132,1034.0,0.0,4131667.0
ARG,BRA,0206,8309.774533184132,1675.0,1514204.0,3688309.0
ARG,NIC,0206,8309.774533184132,5951.0,0.0,2821865.0
ARG,BWA,0206,8309.774533184132,8007.0,0.0,2388320.0
ARG,NGA,0206,8309.774533184132,7909.0,0.0,1620649.0
ARG,VEN,0206,8309.774533184132,5070.0,0.0,172529.0
ARG,BEN,0206,8309.774533184132,7821.0,0.0,131211.0
ARG,BFA,0206,8309.774533184132,7937.0,0.0,74243.0
ARG,BOL,0206,8309.774533184132,2229.0,0.0,6100.0
ARG,MRT,0206,8309.774533184132,7359.0,0.0,2665.0
ARG,TGO,0206,8309.774533184132,7702.0,0.0,109.0
ARG,MLI,0206,8309.774533184132,7460.0,0.0,38.0
ARG,CHL,0207,5678.874304214331,1138.0,6683096.0,290020145.0
ARG,PER,0207,5678.874304214331,3130.0,6671380.0,171038601.0
ARG,COL,0207,5678.874304214331,4642.0,0.0,73203864.0
ARG,CRI,0207,5678.874304214331,5624.0,0.0,42787865.0
ARG,TTO,0207,5678.874304214331,5021.0,0.0,27246967.0
ARG,PAN,0207,5678.874304214331,5314.0,0.0,26226598.0
ARG,BRA,0207,5678.874304214331,1675.0,15289362.0,21654605.0
ARG,URY,0207,5678.874304214331,206.0,2569887.0,9460391.0
ARG,BOL,0207,5678.874304214331,2229.0,0.0,4390635.0
ARG,VEN,0207,5678.874304214331,5070.0,0.0,1471446.0
ARG,ECU,0207,5678.874304214331,4227.0,0.0,119442.0
ARG,PRY,0207,5678.874304214331,1034.0,0.0,8794.0
ARG,CHL,0208,4554.969098997806,1138.0,0.0,530382.0
ARG,ECU,0208,4554.969098997806,4227.0,0.0,35036.0
ARG,PER,0208,4554.969098997806,3130.0,0.0,21073.0
ARG,BRA,0208,4554.969098997806,1675.0,0.0,5514.0
ARG,URY,0209,5112.10653971593,206.0,247833.0,7907452.0
ARG,COL,0209,5112.10653971593,4642.0,0.0,7020926.0
ARG,CHL,0209,5112.10653971593,1138.0,0.0,3882115.0
ARG,ECU,0209,5112.10653971593,4227.0,0.0,2990097.0
ARG,PER,0209,5112.10653971593,3130.0,0.0,2950447.0
ARG,BRA,0209,5112.10653971593,1675.0,0.0,535643.0
ARG,BOL,0209,5112.10653971593,2229.0,0.0,111384.0
ARG,TTO,0209,5112.10653971593,5021.0,0.0,20701.0
ARG,CHL,0210,3044.150915236552,1138.0,0.0,31594512.0
ARG,BRA,0210,3044.150915236552,1675.0,0.0,25076856.0
ARG,URY,0210,3044.150915236552,206.0,0.0,2033441.0
ARG,PRY,0210,3044.150915236552,1034.0,245951.0,848211.0
ARG,BOL,0210,3044.150915236552,2229.0,0.0,4289.0
ARG,BRA,0301,3159.4636657461474,1675.0,0.0,278609.0
ARG,PER,0301,3159.4636657461474,3130.0,0.0,269666.0
ARG,CHL,0301,3159.4636657461474,1138.0,0.0,136361.0
ARG,URY,0301,3159.4636657461474,206.0,0.0,52703.0
ARG,PRY,0301,3159.4636657461474,1034.0,0.0,25913.0
ARG,BOL,0301,3159.4636657461474,2229.0,0.0,76.0
ARG,BRA,0302,2515.349290940306,1675.0,124554.0,857160987.0
ARG,CHL,0302,2515.349290940306,1138.0,12398075.0,12484843.0
ARG,PRY,0302,2515.349290940306,1034.0,0.0,4475489.0
ARG,URY,0302,2515.349290940306,206.0,3130.0,1533329.0
ARG,BOL,0302,2515.349290940306,2229.0,0.0,44313.0
ARG,BRA,0303,6406.502505477153,1675.0,2802341.0,128286309.0
ARG,ECU,0303,6406.502505477153,4227.0,0.0,113292473.0
ARG,COL,0303,6406.502505477153,4642.0,5604891.0,108742912.0
ARG,PER,0303,6406.502505477153,3130.0,54255.0,49441494.0
ARG,CRI,0303,6406.502505477153,5624.0,0.0,49355737.0
ARG,DOM,0303,6406.502505477153,6001.0,142618.0,28640694.0
ARG,CHL,0303,6406.502505477153,1138.0,1015613.0,20590350.0
ARG,SLV,0303,6406.502505477153,6258.0,0.0,16075950.0
ARG,HTI,0303,6406.502505477153,6064.0,0.0,7729069.0
ARG,PAN,0303,6406.502505477153,5314.0,25222.0,7234449.0
ARG,TTO,0303,6406.502505477153,5021.0,0.0,5663706.0
ARG,JAM,0303,6406.502505477153,6139.0,0.0,5517041.0
ARG,VEN,0303,6406.502505477153,5070.0,0.0,4135745.0
ARG,BOL,0303,6406.502505477153,2229.0,2174597.0,2567114.0
ARG,URY,0303,6406.502505477153,206.0,162899.0,2163740.0
ARG,NIC,0303,6406.502505477153,5951.0,0.0,729173.0
ARG,HND,0303,6406.502505477153,6190.0,0.0,466668.0
ARG,PRY,0303,6406.502505477153,1034.0,0.0,214415.0
ARG,BRA,0304,6253.796460133781,1675.0,76925732.0,328667174.0
ARG,COL,0304,6253.796460133781,4642.0,0.0,86635862.0
ARG,CRI,0304,6253.796460133781,5624.0,0.0,58990247.0
ARG,DOM,0304,6253.796460133781,6001.0,81035.0,38289503.0
ARG,PER,0304,6253.796460133781,3130.0,0.0,28726179.0
ARG,CHL,0304,6253.796460133781,1138.0,1299282.0,25958537.0
ARG,PAN,0304,6253.796460133781,5314.0,0.0,18172582.0
ARG,URY,0304,6253.796460133781,206.0,4036552.0,18067511.0
ARG,ECU,0304,6253.796460133781,4227.0,0.0,10111013.0
ARG,JAM,0304,6253.796460133781,6139.0,0.0,5970315.0
ARG,NIC,0304,6253.796460133781,5951.0,0.0,5061013.0
ARG,TTO,0304,6253.796460133781,5021.0,0.0,3683442.0
ARG,HND,0304,6253.796460133781,6190.0,109.0,3246175.0
ARG,VEN,0304,6253.796460133781,5070.0,0.0,2284645.0
ARG,PRY,0304,6253.796460133781,1034.0,113056.0,797884.0
ARG,HTI,0304,6253.796460133781,6064.0,0.0,176765.0
ARG,BOL,0304,6253.796460133781,2229.0,13313.0,99527.0
ARG,BRA,0305,3679.0750430733256,1675.0,495443.0,155412713.0
ARG,PER,0305,3679.0750430733256,3130.0,1152684.0,5122434.0
ARG,URY,0305,3679.0750430733256,206.0,0.0,467234.0
ARG,CHL,0305,3679.0750430733256,1138.0,0.0,331538.0
ARG,PRY,0305,3679.0750430733256,1034.0,0.0,90517.0
ARG,BOL,0305,3679.0750430733256,2229.0,0.0,21241.0
ARG,CHN,0306,7996.864083907006,19629.0,156244444.0,6765208546.0
ARG,ESP,0306,7996.864083907006,10022.0,326697168.0,1349161143.0
ARG,ITA,0306,7996.864083907006,11131.0,138544094.0,860400208.0
ARG,MEX,0306,7996.864083907006,7372.0,0.0,88050685.0
ARG,GTM,0306,7996.864083907006,6420.0,4101104.000000001,80184161.0
ARG,PER,0306,7996.864083907006,3130.0,60935575.0,62110955.0
ARG,COL,0306,7996.864083907006,4642.0,0.0,57789277.0
ARG,CHL,0306,7996.864083907006,1138.0,410554.0,40732740.0
ARG,DOM,0306,7996.864083907006,6001.0,24724.0,36823431.0
ARG,CRI,0306,7996.864083907006,5624.0,0.0,21856605.0
ARG,BRA,0306,7996.864083907006,1675.0,8229132.0,19796791.0
ARG,SLV,0306,7996.864083907006,6258.0,6440.0,16312989.0
ARG,TTO,0306,7996.864083907006,5021.0,0.0,11037164.0
ARG,NIC,0306,7996.864083907006,5951.0,156.0,7842244.0
ARG,JAM,0306,7996.864083907006,6139.0,0.0,7477705.0
ARG,PAN,0306,7996.864083907006,5314.0,0.0,4964429.0
ARG,URY,0306,7996.864083907006,206.0,858747.0,3923965.0
ARG,NAM,0306,7996.864083907006,7340.0,0.0,3864269.0
ARG,ECU,0306,7996.864083907006,4227.0,118622.0,2327199.0
ARG,CIV,0306,7996.864083907006,7209.0,0.0,1746475.0
ARG,VEN,0306,7996.864083907006,5070.0,0.0,1739944.0
ARG,PRY,0306,7996.864083907006,1034.0,4890.0,1443098.0
ARG,CUB,0306,7996.864083907006,6873.0,0.0,1388999.0
ARG,GHA,0306,7996.864083907006,7506.0,0.0,975401.0
ARG,HND,0306,7996.864083907006,6190.0,5768.0,461251.0
ARG,AGO,0306,7996.864083907006,7780.0,0.0,342427.0
ARG,LBR,0306,7996.864083907006,6741.0,0.0,287857.0
ARG,MRT,0306,7996.864083907006,7359.0,0.0,284835.0
ARG,BOL,0306,7996.864083907006,2229.0,75961.0,265808.0
ARG,NGA,0306,7996.864083907006,7909.0,0.0,159666.0
ARG,HTI,0306,7996.864083907006,6064.0,0.0,128514.0
ARG,SEN,0306,7996.864083907006,6966.0,0.0,108762.0
ARG,GIN,0306,7996.864083907006,6792.0,0.0,34344.0
ARG,MLI,0306,7996.864083907006,7460.0,0.0,29640.0
ARG,BFA,0306,7996.864083907006,7937.0,0.0,25451.0
ARG,BEN,0306,7996.864083907006,7821.0,0.0,20069.0
ARG,TGO,0306,7996.864083907006,7702.0,0.0,9330.0
ARG,CHN,0307,5421.32825105465,19629.0,119695150.0,1519216555.0
ARG,BRA,0307,5421.32825105465,1675.0,1581566.0,21357650.0
ARG,PER,0307,5421.32825105465,3130.0,261913.0,8143668.0
ARG,COL,0307,5421.32825105465,4642.0,398359.0,7547310.0
ARG,CHL,0307,5421.32825105465,1138.0,0.0,7522241.0
ARG,PAN,0307,5421.32825105465,5314.0,1657.0,5873027.0
ARG,URY,0307,5421.32825105465,206.0,0.0,1494521.0
ARG,VEN,0307,5421.32825105465,5070.0,0.0,1289502.0
ARG,TTO,0307,5421.32825105465,5021.0,0.0,565113.0
ARG,PRY,0307,5421.32825105465,1034.0,159690.0,541039.0
ARG,ECU,0307,5421.32825105465,4227.0,0.0,311910.0
ARG,BOL,0307,5421.32825105465,2229.0,13522.0,40646.0
ARG,CHL,0401,2395.1577594812147,1138.0,6399229.0,7769695.0
ARG,URY,0401,2395.1577594812147,206.0,1036080.0,2800947.0
ARG,PRY,0401,2395.1577594812147,1034.0,190730.0,1370813.0
ARG,BOL,0401,2395.1577594812147,2229.0,68963.0,321037.0
ARG,BRA,0401,2395.1577594812147,1675.0,0.0,39615.0
ARG,DZA,0402,6214.105849931662,10143.0,123976735.0,1330539673.0
ARG,BRA,0402,6214.105849931662,1675.0,331640963.0,646109060.0
ARG,PER,0402,6214.105849931662,3130.0,8540451.0,188241233.0
ARG,DOM,0402,6214.105849931662,6001.0,0.0,139300650.0
ARG,COL,0402,6214.105849931662,4642.0,179843.0,126780165.0
ARG,VEN,0402,6214.105849931662,5070.0,10388691.0,81414298.0
ARG,CHL,0402,6214.105849931662,1138.0,2320107.0,49317569.0
ARG,TTO,0402,6214.105849931662,5021.0,985935.0,42394004.0
ARG,HND,0402,6214.105849931662,6190.0,0.0,38010893.0
ARG,PAN,0402,6214.105849931662,5314.0,72200.0,37725442.0
ARG,CRI,0402,6214.105849931662,5624.0,211.0,21764860.0
ARG,NIC,0402,6214.105849931662,5951.0,0.0,20320189.0
ARG,HTI,0402,6214.105849931662,6064.0,0.0,12425387.0
ARG,JAM,0402,6214.105849931662,6139.0,0.0,12165939.0
ARG,ECU,0402,6214.105849931662,4227.0,0.0,8819684.0
ARG,BOL,0402,6214.105849931662,2229.0,65.0,8618887.0
ARG,PRY,0402,6214.105849931662,1034.0,481134.0,5138863.0
ARG,URY,0402,6214.105849931662,206.0,1147501.0,2477879.0
ARG,URY,0403,1916.8935656210424,206.0,1281735.0,2337248.0
ARG,BRA,0403,1916.8935656210424,1675.0,1505152.0,1878487.0
ARG,CHL,0403,1916.8935656210424,1138.0,8.0,797644.0
ARG,PRY,0403,1916.8935656210424,1034.0,104307.0,258824.0
ARG,BRA,0404,5922.50272109728,1675.0,43578729.0,65841369.0
ARG,CHL,0404,5922.50272109728,1138.0,16547197.0,34987707.0
ARG,PER,0404,5922.50272109728,3130.0,340607.0,18951724.0
ARG,COL,0404,5922.50272109728,4642.0,1568089.0,17380217.0
ARG,CRI,0404,5922.50272109728,5624.0,32885.0,11250108.0
ARG,VEN,0404,5922.50272109728,5070.0,233500.0,8369914.0
ARG,URY,0404,5922.50272109728,206.0,2998486.0,3891969.0
ARG,ECU,0404,5922.50272109728,4227.0,68156.0,3222612.0
ARG,PAN,0404,5922.50272109728,5314.0,0.0,1592489.0
ARG,BOL,0404,5922.50272109728,2229.0,416509.0,1090717.0
ARG,PRY,0404,5922.50272109728,1034.0,213062.0,870930.0
ARG,TTO,0404,5922.50272109728,5021.0,0.0,862195.0
ARG,PER,0405,4021.361158536959,3130.0,1093121.0,40084424.0
ARG,BRA,0405,4021.361158536959,1675.0,8240392.0,19880924.0
ARG,CHL,0405,4021.361158536959,1138.0,4672205.0,18177013.0
ARG,URY,0405,4021.361158536959,206.0,1329632.0,2794054.0
ARG,BOL,0405,4021.361158536959,2229.0,625126.0,734279.0
ARG,PRY,0405,4021.361158536959,1034.0,452065.0,504810.0
ARG,BRA,0406,2648.812979731825,1675.0,248907268.0,305769781.0
ARG,CHL,0406,2648.812979731825,1138.0,77842837.0,305581867.0
ARG,PRY,0406,2648.812979731825,1034.0,13291184.0,22364913.0
ARG,URY,0406,2648.812979731825,206.0,11984071.0,16140678.0
ARG,BOL,0406,2648.812979731825,2229.0,2007013.0,3351978.0
ARG,BRA,0407,2010.4260036827216,1675.0,0.0,62144802.0
ARG,CHL,0407,2010.4260036827216,1138.0,0.0,12565558.0
ARG,PRY,0407,2010.4260036827216,1034.0,180054.0,8335209.0
ARG,URY,0407,2010.4260036827216,206.0,111937.0,276044.0
ARG,CHL,0408,2286.5972856769063,1138.0,2859257.0,8170510.0
ARG,URY,0408,2286.5972856769063,206.0,345784.0,3306546.0
ARG,PRY,0408,2286.5972856769063,1034.0,91327.0,492897.0
ARG,BRA,0408,2286.5972856769063,1675.0,18345.0,37366.0
ARG,BOL,0408,2286.5972856769063,2229.0,0.0,4783.0
ARG,USA,0409,6445.019015699593,8492.0,129445921.0,630351895.0
ARG,CRI,0409,6445.019015699593,5624.0,0.0,1623250.0
ARG,PAN,0409,6445.019015699593,5314.0,0.0,861567.0
ARG,COL,0409,6445.019015699593,4642.0,464026.0,695701.0
ARG,HND,0409,6445.019015699593,6190.0,0.0,668879.0
ARG,BOL,0409,6445.019015699593,2229.0,66571.0,660149.0
ARG,PER,0409,6445.019015699593,3130.0,0.0,196670.0
ARG,CHL,0409,6445.019015699593,1138.0,0.0,91519.0
ARG,VEN,0409,6445.019015699593,5070.0,0.0,89363.0
ARG,BRA,0409,6445.019015699593,1675.0,0.0,84461.0
ARG,JAM,0409,6445.019015699593,6139.0,0.0,80674.0
ARG,PRY,0409,6445.019015699593,1034.0,19906.0,34350.0
ARG,HTI,0409,6445.019015699593,6064.0,0.0,25420.0
ARG,NIC,0409,6445.019015699593,5951.0,0.0,24437.0
