hs92,iso3_o,export_value_to_accessible
3921,BEL,4131536.0
3921,BGR,66327.0
3921,BOL,5489.0
3921,BRA,20346882.0
3921,CAN,2352356.0
3921,CHE,3632497.0
3921,CHL,1645486.0
3921,CHN,219650943.0
3921,COL,17825402.0
3921,CRI,149441.0
3921,CZE,808572.0
3921,DEU,26935792.0
3921,DNK,625096.0
3921,DOM,37225.0
3921,ECU,6493855.0
3921,EGY,19031.0
3921,ESP,5180028.0
3921,EST,6236.0
3921,FIN,180893.0
3921,FRA,6155863.0
3921,GBR,1618413.0
3921,GRC,2035.0
3921,GTM,173.0
3921,HKG,2378958.0
3921,HUN,70934.0
3921,IDN,4334876.0
3921,IND,16374063.0
3921,IRL,113017.0
3921,ISR,490618.0
3921,ITA,15811330.0
3921,JPN,3520795.0
3921,KAZ,5367.0
3921,KOR,10342012.0
3921,LKA,376.0
3921,LTU,19874.0
3921,LVA,251.0
3921,MAR,39474.0
3921,MEX,4469818.0
3921,MUS,29.0
3921,MYS,5639015.0
3921,NIC,14.0
3921,NLD,5392450.0
3921,NOR,7795916.0
3921,NZL,5468.0
3921,OMN,801325.0
3921,PAK,8873.0
3921,PAN,6319.0
3921,PER,688433.0
3921,PHL,112060.0
3921,POL,1986336.0
3921,PRT,8234935.0
3921,PRY,418379.0
3921,ROU,32819.0
3921,RUS,2271.0
3921,SGP,4051847.0
3921,SLV,177637.0
3921,SRB,6136.0
3921,SVK,19730.0
3921,SVN,5267.0
3921,SWE,381451.0
3921,THA,1996554.0
3921,TUR,12407218.0
3921,URY,78510.0
3921,USA,37422438.0
3921,VEN,10175.0
3921,VNM,13429561.0
3921,ZAF,18146.0
3922,AGO,80.0
3922,ARE,5432.0
3922,ARG,613998.0
3922,AUS,1921.0
3922,AUT,691278.0
3922,BEL,286.0
3922,BGR,169556.0
3922,BOL,1024.0
3922,BRA,6630304.0
3922,CAN,943.0
3922,CHE,28790.0
3922,CHL,147527.0
3922,CHN,41803887.0
3922,COL,132235.0
3922,CZE,23442.0
3922,DEU,439446.0
3922,DNK,2369.0
3922,DOM,38.0
3922,ECU,1171178.0
3922,EGY,73956.0
3922,ESP,807101.0
3922,EST,587.0
3922,FIN,7691.0
3922,FRA,13325.0
3922,GBR,84582.0
3922,GRC,445.0
3922,GTM,27737.0
3922,HKG,298998.0
3922,HUN,60723.0
3922,IDN,8314.0
3922,IND,74868.0
3922,IRL,43844.0
3922,ITA,556490.0
3922,JPN,31680.0
3922,KOR,83153.0
3922,LTU,5169.0
3922,MAR,8735.0
3922,MEX,1306677.0
3922,MUS,12.0
3922,MYS,54489.0
3922,NLD,98024.0
3922,NOR,25996.0
3922,PAN,8667.0
3922,PER,296460.0
3922,POL,240398.0
3922,PRT,634825.0
3922,PRY,17093.0
3922,ROU,29206.0
3922,SGP,1977.0
3922,SVK,34129.0
3922,SVN,617.0
3922,SWE,162724.0
3922,THA,3749.0
3922,TUR,80478.0
3922,USA,1927544.0
3922,VNM,11750.0
3922,ZAF,306548.0
3923,AFG,4290.0
3923,AGO,260.0
3923,ALB,32069.0
3923,ARE,50777.0
3923,ARG,71892335.0
3923,AUS,753693.0
3923,AUT,4523083.0
3923,BEL,2944260.0
3923,BGD,9974.0
3923,BGR,260929.0
3923,BIH,94517.0
3923,BLR,706.0
3923,BOL,606693.0
3923,BRA,120000181.0
3923,CAN,3510358.0
3923,CHE,1613818.0
3923,CHL,31802638.0
3923,CHN,297813145.0
3923,CIV,185.0
3923,COL,37157012.0
3923,CRI,1649355.0
3923,CYP,9751.0
3923,CZE,388579.0
3923,DEU,42860858.0
3923,DNK,1908871.0
3923,DOM,153990.0
3923,ECU,5552968.0
3923,EGY,4521.0
3923,ESP,20231865.0
3923,EST,10272.0
3923,FIN,225340.0
3923,FRA,18679744.0
3923,GBR,3553781.0
3923,GEO,158.0
3923,GHA,41535.0
3923,GRC,593821.0
3923,GTM,1299889.0
3923,HKG,3726540.0
3923,HND,8049.0
3923,HRV,45892.0
3923,HUN,2278473.0
3923,IDN,2340511.0
3923,IND,17057989.0
3923,IRL,573158.0
3923,ISR,6711381.0
3923,ITA,25458835.0
3923,JPN,2686646.0
3923,KAZ,16.0
3923,KGZ,11647.0
3923,KHM,15262.0
3923,KOR,12814142.0
3923,KWT,13.0
3923,LBN,262661.0
3923,LKA,8736.0
3923,LTU,54548.0
3923,LVA,1403.0
3923,MAR,3211.0
3923,MDA,53703.0
3923,MDG,262.0
3923,MEX,31400730.0
3923,MKD,2383.0
3923,MOZ,137.0
3923,MUS,327.0
3923,MYS,1180692.0
3923,NER,19.0
3923,NIC,1191.0
3923,NLD,6565451.0
3923,NOR,343924.0
3923,NZL,1580870.0
3923,OMN,21.0
3923,PAK,14086.0
3923,PAN,223339.0
3923,PER,52650335.0
3923,PHL,87194.0
3923,POL,4135346.0
3923,PRT,480633.0
3923,PRY,55080641.0
3923,ROU,259376.0
3923,RUS,27874.0
3923,SAU,840180.0
3923,SGP,1486918.0
3923,SLV,274926.0
3923,SRB,60073.0
3923,SVK,886054.0
3923,SVN,1704689.0
3923,SWE,1092274.0
3923,THA,8622309.0
3923,TTO,1140.0
3923,TUN,353282.0
3923,TUR,6917917.0
3923,UKR,490357.0
3923,URY,159787847.0
3923,USA,54131133.0
3923,UZB,312.0
3923,VEN,103617.0
3923,VNM,7961826.0
3923,ZAF,1072972.0
3924,AFG,130737.0
3924,AGO,8426.0
3924,ALB,8633.0
3924,ARE,480904.0
3924,ARG,3159002.0
3924,ARM,474.0
3924,AUS,84296.0
3924,AUT,47297.0
3924,AZE,30.0
3924,BEL,496210.0
3924,BEN,482.0
3924,BGD,499820.0
3924,BGR,34818.0
3924,BIH,46993.0
3924,BOL,220101.0
3924,BRA,41768725.0
3924,CAN,2618512.0
3924,CHE,303360.0
3924,CHL,7180641.0
3924,CHN,745700335.0
3924,CIV,835753.0
3924,CMR,173.0
3924,COL,24197695.0
3924,CRI,7886772.0
3924,CUB,5012.0
3924,CZE,79751.0
3924,DEU,3854261.0
3924,DNK,308455.0
3924,DOM,26409572.0
3924,DZA,43580.0
3924,ECU,4717922.0
3924,EGY,918273.0
3924,ESP,8343687.0
3924,EST,855.0
3924,ETH,8923.0
3924,FIN,19691.0
3924,FRA,1770334.0
3924,GAB,9600.0
3924,GBR,3344184.0
3924,GEO,117605.0
3924,GHA,19640.0
3924,GRC,106083.0
3924,GTM,42653628.0
3924,HKG,4206785.0
3924,HND,6754779.0
3924,HRV,113946.0
3924,HUN,3799271.0
3924,IDN,2643283.0
3924,IND,8380046.0
3924,IRL,16744.0
3924,IRN,876.0
3924,ISR,2427929.0
3924,ITA,5568014.0
3924,JAM,1959.0
3924,JOR,1929.0
3924,JPN,1447194.0
3924,KEN,11921.0
3924,KHM,19312.0
3924,KOR,1074073.0
3924,LBN,250943.0
3924,LKA,65359.0
3924,LTU,227315.0
3924,LVA,1481.0
3924,MAR,2156801.0
3924,MEX,53161616.0
3924,MMR,32737.999999999996
3924,MOZ,6759.0
3924,MRT,1350.0
3924,MUS,1223.0
3924,MWI,254.0
3924,MYS,345323.0
3924,NAM,90.0
3924,NGA,38508.0
3924,NIC,55793.0
3924,NLD,5767526.0
3924,NOR,18621.0
3924,NZL,974835.0
3924,PAK,60109.0
3924,PAN,2895739.0
3924,PER,35684678.0
3924,PHL,506252.0
3924,POL,1194430.0
3924,PRT,627186.0
3924,PRY,4649650.0
3924,QAT,1073.0
3924,ROU,92058.0
3924,RUS,6979.0
3924,SAU,508705.0
3924,SEN,416909.0
3924,SGP,3696343.0
3924,SLV,37303219.0
3924,SRB,218.0
3924,SVK,16074.0
3924,SVN,112134.0
3924,SWE,632567.0
3924,TCD,685.0
3924,TGO,130202.0
3924,THA,2807442.0
3924,TTO,362934.0
3924,TUN,138735.0
3924,TUR,13697380.0
3924,UGA,3.0
3924,UKR,3053.0
3924,URY,173095.0
3924,USA,96270612.0
3924,VEN,11590.0
3924,VNM,2521564.0
3924,ZAF,130996.0
3925,ALB,1275.0
3925,ARE,8.0
3925,ARG,5406789.0
3925,AUS,305640.0
3925,AUT,101206.0
3925,BEL,972758.0
3925,BGR,37090.0
3925,BOL,31750.0
3925,BRA,19707776.0
3925,CAN,1097501.0
3925,CHE,72699.0
3925,CHL,1635984.0
3925,CHN,90850196.0
3925,COL,7970979.0
3925,CRI,67886.0
3925,CZE,414588.0
3925,DEU,3490184.0
3925,DNK,956156.0
3925,ECU,121501.0
3925,EGY,261.0
3925,ESP,9260931.0
3925,EST,92722.0
3925,FIN,353202.0
3925,FRA,4463335.0
3925,GBR,611177.0
3925,GRC,8189.0
3925,GTM,122812.0
3925,HKG,857373.0
3925,HRV,13100.0
3925,HUN,864123.0
3925,IDN,398.0
3925,IND,311303.0
3925,IRL,917625.0
3925,ISR,673371.0
3925,ITA,5375847.0
3925,JPN,64532.0
3925,KOR,264169.0
3925,KWT,479.0
3925,LTU,2637.0
3925,MAR,91521.0
3925,MEX,3491576.0
3925,MYS,1420580.0
3925,NLD,711136.0
3925,NOR,37291.0
3925,NZL,3811.0
3925,PER,1743992.0
3925,PHL,6472.0
3925,POL,2175464.0
3925,PRT,688641.0
3925,PRY,51388.0
3925,ROU,71582.0
3925,RUS,6292.0
3925,SGP,8651.0
3925,SLV,10103.0
3925,SRB,25475.0
3925,SVK,9963.0
3925,SVN,30312.0
3925,SWE,528268.0
3925,THA,24986.0
3925,TUN,1497.0
3925,TUR,2429070.0
3925,UKR,172179.0
3925,URY,459965.0
3925,USA,7516974.0
3925,VEN,261.0
3925,VNM,160322.0
3925,ZAF,579.0
3926,AFG,53877.0
3926,AGO,1334.0
3926,ALB,27531.0
3926,ARE,1016769.0
3926,ARG,27115171.0
3926,ARM,7.0
3926,AUS,7511040.000000001
3926,AUT,20722832.0
3926,AZE,20.0
3926,BEL,16168052.0
3926,BFA,336.0
3926,BGD,458938.0
3926,BGR,784640.0
3926,BHR,102497.0
3926,BIH,13606.0
3926,BLR,1626.0
3926,BOL,75521.0
3926,BRA,54738500.0
3926,BWA,3141.0
3926,CAN,25653723.0
3926,CHE,16290901.0
3926,CHL,8037833.0
3926,CHN,1158011885.0
3926,CIV,470.0
3926,CMR,32445.0
3926,COL,24330620.0
3926,CRI,10462105.0
3926,CUB,16419.0
3926,CYP,269921.0
3926,CZE,14915071.0
3926,DEU,419627008.0
3926,DNK,33491147.0
3926,DOM,21832112.0
3926,DZA,148.0
3926,ECU,3050556.0
3926,EGY,405148.0
3926,ESP,74962699.0
3926,EST,1358641.0
3926,ETH,218.0
3926,FIN,15761901.0
3926,FRA,89025465.0
3926,GBR,82843300.0
3926,GEO,12545.0
3926,GHA,584.0
3926,GNQ,545.0
3926,GRC,1409249.0
3926,GTM,1809025.0
3926,HKG,30176498.0
3926,HND,328796.0
3926,HRV,2683172.0
3926,HTI,104.0
3926,HUN,21305960.0
3926,IDN,5247455.0
3926,IND,30628852.0
3926,IRL,36785334.0
3926,IRN,5584.0
3926,IRQ,521.0
3926,ISR,8512027.0
3926,ITA,91063639.0
3926,JAM,2014.0
3926,JOR,11318.0
3926,JPN,68163324.0
3926,KAZ,1778.0
3926,KEN,1029.0
3926,KHM,343457.0
3926,KOR,93570196.0
3926,KWT,246.0
3926,LBN,152520.0
3926,LKA,686363.0
3926,LTU,2516090.0
3926,LVA,1100189.0
3926,MAR,2291366.0
3926,MDA,3159863.0
3926,MDG,24900.0
3926,MEX,56055688.0
3926,MKD,14763.0
3926,MMR,69433.0
3926,MOZ,3148.0
3926,MRT,25.0
3926,MUS,4146.0
3926,MYS,4190030.0
3926,NAM,5029.0
3926,NER,1081.0
3926,NGA,232.0
3926,NIC,445802.0
3926,NLD,32256503.0
3926,NOR,5560458.0
3926,NZL,1695464.0
3926,PAK,1275720.0
3926,PAN,2031671.0
3926,PER,11045390.0
3926,PHL,617835.0
3926,PNG,636.0
3926,POL,13771771.0
3926,PRT,5504554.0
3926,PRY,2002124.0
3926,QAT,79.0
3926,ROU,7948662.0
3926,RUS,360571.0
3926,SAU,17623.0
3926,SEN,7219.0
3926,SGP,19341568.0
3926,SLV,3320014.0
3926,SRB,331127.0
3926,SVK,1771090.0
3926,SVN,2983977.0
3926,SWE,49853703.0
3926,SWZ,3730.0
3926,THA,18939899.0
3926,TTO,149286.0
3926,TUN,446771.0
3926,TUR,12931331.0
3926,TZA,1622.0
3926,UGA,94.0
3926,UKR,91327.0
3926,URY,2954648.0
3926,USA,798147196.0
3926,UZB,146.0
3926,VEN,140878.0
3926,VNM,10323085.0
3926,ZAF,786051.0
3926,ZMB,326.0
3926,ZWE,8924.0
4001,ARG,74392.0
4001,AUS,925.0
4001,AUT,3673.0
4001,BEL,1364873.0
4001,BOL,7.0
4001,BRA,2228724.0
4001,CAN,495.0
4001,CHE,1031.0
4001,CHL,349646.0
4001,CHN,879302.0
4001,CIV,31970294.0
4001,CMR,2328972.0
4001,COL,11569276.0
4001,CRI,3621.0
4001,DEU,565459.0
4001,DNK,10982.0
4001,DOM,313.0
4001,ECU,600552.0
4001,EGY,66886.0
4001,ESP,867420.0
4001,FIN,1340.0
4001,FRA,400879.0
4001,GBR,19699.0
4001,GHA,618393.0
4001,GTM,64252889.0
4001,HKG,410.0
4001,HND,23265.0
4001,HUN,4978.0
4001,IDN,91547900.0
4001,IND,80691.0
4001,ITA,98760.0
4001,JPN,196194.0
4001,KHM,2350.0
4001,KOR,63445.0
4001,LAO,35504.0
4001,LBR,237975.0
4001,LKA,845236.0
4001,MEX,2812062.0
4001,MYS,28777263.0
4001,NIC,12.0
4001,NLD,204188.0
4001,NOR,92.0
4001,PAK,703.0
4001,PAN,17338.0
4001,PER,8450405.0
4001,PRT,398996.0
4001,PRY,1046.0
4001,ROU,2744.0
4001,RUS,775.0
4001,SGP,2812607.0
4001,SLV,175.0
4001,SVN,225471.0
4001,SWE,4317.0
4001,THA,121019589.0
4001,TUR,18959.0
4001,USA,7054738.0
4001,VEN,522.0
4001,VNM,35630700.0
4001,ZAF,35155.0
4002,ARE,1375719.0
4002,ARG,29670018.0
4002,AUS,3632.0
4002,AUT,153934.0
4002,BEL,2686126.0
4002,BOL,39105.0
4002,BRA,2992642.0
4002,CAN,12610073.0
4002,CHE,790446.0
4002,CHL,2875102.0
4002,CHN,43383673.0
4002,COL,710064.0
4002,CRI,52069.0
4002,CZE,1130970.0
4002,DEU,30386461.0
4002,DNK,12671.0
4002,ECU,41213.0
4002,ESP,972997.0
4002,FIN,6052.0
4002,FRA,14276561.0
4002,GBR,6410795.0
4002,GRC,376153.0
4002,GTM,154058.0
4002,HKG,171951.0
4002,HRV,11369.0
4002,HUN,633416.0
4002,IDN,14526202.0
4002,IND,4488027.0
4002,IRL,357.0
4002,ITA,4517938.0
4002,JPN,35941785.0
4002,KOR,20630224.0
4002,LKA,5.0
4002,LTU,88244.0
4002,LVA,254199.0
4002,MEX,34415731.0
4002,MYS,318751.0
4002,NGA,810.0
4002,NLD,6726007.0
4002,NOR,8621.0
4002,NZL,43.0
4002,OMN,43256.0
4002,PAN,32700.000000000004
4002,PER,653721.0
4002,POL,29977438.0
4002,PRT,208045.0
4002,ROU,480688.0
4002,RUS,47724459.0
4002,SAU,9124100.0
4002,SGP,19230429.0
4002,SRB,130987.0
4002,SVK,3497.0
4002,SVN,223.0
4002,SWE,269728.0
4002,THA,6074399.0
4002,TUR,19016739.0
4002,URY,45087.0
4002,USA,314103541.0
4002,VNM,6821.0
4002,ZAF,123.0
4003,ARG,34320.0
4003,BEL,2104.0
4003,BGD,36.0
4003,BRA,372201.0
4003,CAN,6019.0
4003,CHL,1864.0
4003,CHN,4143924.0
4003,COL,1423.0
4003,CZE,24427.0
4003,DEU,17380.0
4003,ESP,110268.0
4003,FRA,11221.0
4003,HKG,2906.0
4003,IND,2910119.0
4003,ISR,6.0
4003,ITA,4248.0
4003,KOR,818.0
4003,MYS,144868.0
4003,NLD,756822.0
4003,PAK,21776.0
4003,PER,1438.0
4003,PRT,22087.0
4003,SAU,1025896.0
4003,SWE,473.0
4003,THA,38031.0
4003,TUR,8050.000000000001
4003,USA,295063.0
4004,ARG,25147.0
4004,BEL,267902.0
4004,BRA,481634.0
4004,CAN,4572.0
4004,CHL,403938.0
4004,CHN,110187.0
4004,DEU,125334.0
4004,DNK,8702.0
4004,ECU,151351.0
4004,ESP,474389.0
4004,FRA,3406.0
4004,GBR,4143.0
4004,GTM,11337.0
4004,HUN,1418.0
4004,IND,514364.00000000006
4004,ITA,62947.0
4004,JPN,2633.0
4004,KOR,604.0
4004,MAR,273.0
4004,MEX,3.0
4004,NLD,152285.0
4004,PER,17180.0
4004,POL,36014.0
4004,PRT,357.0
4004,PRY,264227.0
4004,RUS,27773.0
4004,URY,4941.0
4004,USA,1924406.0
4004,ZAF,47319.0
4005,ARG,2396887.0
4005,AUS,382848.0
4005,AUT,166539.0
4005,BEL,1011689.0
4005,BRA,8266427.0
4005,CAN,3145610.0
4005,CHE,92049.0
4005,CHL,68315.0
4005,CHN,12033840.0
4005,COL,45517.0
4005,CRI,34651.0
4005,CZE,72077.0
4005,DEU,8457077.0
4005,DNK,57818.0
4005,ECU,131.0
4005,ESP,390205.0
4005,FIN,4916.0
4005,FRA,3709962.0
4005,GBR,1956367.0
4005,HKG,28583.0
4005,HUN,7585.0
4005,IND,3379013.0
4005,IRL,8276.0
4005,ITA,9534220.0
4005,JPN,220948.0
4005,KOR,1534406.0
4005,LTU,4790999.0
4005,MEX,565697.0
4005,MYS,1072793.0
4005,NLD,158148.0
4005,NOR,107063.0
4005,PER,432788.0
4005,PHL,42484.0
4005,POL,524831.0
4005,PRT,2503.0
4005,PRY,154.0
4005,ROU,233397.0
4005,SGP,23987.0
4005,SVK,15339.0
4005,SVN,95060.0
4005,SWE,1646.0
4005,THA,1087382.0
4005,TUR,424532.0
4005,UKR,6093.0
4005,URY,10260411.0
4005,USA,25456591.0
4005,VNM,232989.0
4005,ZAF,127350.0
4006,ARE,240.0
4006,ARG,172817.0
4006,AUS,254903.0
4006,AUT,22115.0
4006,BEL,57410.0
4006,BRA,1281610.0
4006,BWA,30.0
4006,CAN,46078.0
4006,CHE,2983.0
4006,CHL,55462.0
4006,CHN,2691182.0
4006,COL,103938.0
4006,CRI,291.0
4006,CZE,53381.0
4006,DEU,6035386.0
4006,DNK,78025.0
4006,ESP,96573.0
4006,EST,43.0
4006,FIN,7653.0
4006,FRA,99284.0
4006,GBR,16692.0
4006,GRC,1496.0
4006,HKG,1563.0
4006,HUN,7342.0
4006,IDN,48.0
4006,IND,270206.0
4006,IRL,89.0
4006,ISR,46000.0
4006,ITA,1059646.0
4006,JPN,177216.0
4006,KOR,23937.0
4006,LKA,6301.0
4006,LTU,1552.0
4006,MEX,766785.0
4006,MYS,235553.0
4006,NLD,13544.0
4006,NOR,2982.0
4006,PER,2382.0
4006,PHL,32671.0
4006,POL,1121734.0
4006,PRT,6398.0
4006,QAT,9.0
4006,ROU,465.0
4006,SGP,541.0
4006,SRB,24911.0
4006,SVK,1698.0
4006,SVN,154.0
4006,SWE,696378.0
4006,THA,294196.0
4006,TUR,5093.0
4006,UKR,317.0
4006,URY,113.0
4006,USA,1409023.0
4006,VNM,5212.0
4006,ZAF,10088.0
4007,ARG,25925.0
4007,AUT,329.0
4007,BEL,117.0
4007,BRA,666014.0
4007,CAN,378.0
4007,CHE,521.0
4007,CHL,1417.0
4007,CHN,1258723.0
4007,COL,22838.0
4007,CZE,452.0
4007,DEU,100236.0
4007,DNK,940.0
4007,ESP,58536.0
4007,FIN,2157.0
4007,FRA,9188.0
4007,GBR,8608.0
4007,HKG,7584.0
4007,IDN,5370.0
4007,IND,5275469.0
4007,IRL,294.0
4007,ITA,11626.0
4007,KOR,7.0
4007,MEX,24.0
4007,MYS,7473567.0
4007,NLD,48830.0
4007,NOR,56.0
4007,PAK,404.0
4007,PAN,474.0
4007,SGP,82688.0
4007,SWE,10985.0
4007,THA,14764783.0
4007,USA,140863.0
4007,VNM,69396.0
4008,ARG,617311.0
4008,AUS,30264.0
4008,AUT,282835.0
4008,BEL,1296271.0
4008,BGR,1060.0
4008,BRA,4920230.0
4008,BWA,18.0
4008,CAN,117819.0
4008,CHE,95380.0
4008,CHL,106994.0
4008,CHN,18173678.0
4008,COL,1054925.0
4008,CZE,192176.0
4008,DEU,6132890.0
4008,DNK,120458.0
4008,ECU,25.0
4008,ESP,2821044.0
4008,FIN,117441.0
4008,FRA,1862962.0
4008,GBR,907929.0
4008,GRC,23229.0
4008,HKG,82656.0
4008,HRV,47.0
4008,HUN,290394.0
4008,IDN,117396.0
4008,IND,2575524.0
4008,IRL,43841.0
4008,IRQ,883.0
4008,ISR,1085716.0
4008,ITA,1295271.0
4008,JPN,865378.0
4008,KGZ,1000.0
4008,KOR,470589.0
4008,LKA,191234.0
4008,LTU,2662.0
4008,LVA,81.0
4008,MEX,1011732.0
4008,MYS,1811708.0
4008,NLD,454178.0
4008,NOR,6437.0
4008,NZL,6232.0
4008,PAK,8.0
4008,PER,132180.0
4008,POL,92323.0
4008,PRT,52685.0
4008,PRY,5843.0
4008,ROU,102721.0
4008,RUS,1677.0
4008,SGP,213920.0
4008,SVK,254432.0
4008,SVN,277752.0
4008,SWE,196177.0
4008,THA,587650.0
4008,TUR,155692.0
4008,UKR,1082.0
4008,URY,4532.0
4008,USA,6863433.0
4008,VEN,3621.0
4008,VNM,34174.0
4008,ZAF,301568.0
4009,AFG,562.0
4009,ALB,243.0
4009,ARE,77650.0
4009,ARG,6522147.0
4009,ARM,156.0
4009,AUS,457209.0
4009,AUT,1444618.0
4009,BEL,1732996.0
4009,BGR,2075070.0
4009,BIH,34643.0
4009,BLR,198913.0
4009,BOL,16305.0
4009,BRA,11843674.0
4009,BWA,128.0
4009,CAN,1969369.0
4009,CHE,195704.0
4009,CHL,1144945.0
4009,CHN,124054444.0
4009,COL,930886.0
4009,CRI,21413.0
4009,CZE,7313879.0
4009,DEU,22341975.0
4009,DNK,829002.0
4009,DOM,2149.0
4009,ECU,20279.0
4009,EGY,981.0
4009,ESP,4784351.0
4009,EST,186827.0
4009,FIN,2990588.0
4009,FRA,10629633.0
4009,GBR,11567366.0
4009,GRC,6982.0
4009,GTM,5990.0
4009,HKG,1640279.0
4009,HND,3733.0
4009,HRV,1091.0
4009,HUN,15206809.0
4009,IDN,6238635.0
4009,IND,22364448.0
4009,IRL,247661.0
4009,ISR,8808.0
4009,ITA,29511230.0
4009,JAM,2950.0
4009,JPN,32686888.0
4009,KAZ,120.0
4009,KEN,807.0
4009,KOR,18375627.0
4009,LAO,169.0
4009,LKA,4711.0
4009,LTU,23792.0
4009,LVA,729.0
4009,MAR,2298514.0
4009,MEX,17022426.0
4009,MKD,2565.0
4009,MYS,8790066.0
4009,NAM,1469.0
4009,NLD,2012771.0
4009,NOR,891809.0
4009,NPL,1270.0
4009,NZL,68720.0
4009,PAK,299658.0
4009,PAN,387549.0
4009,PER,2255167.0
4009,PHL,5461.0
4009,POL,4300861.0
4009,PRT,1739487.0
4009,PRY,213.0
4009,ROU,4258476.0
4009,RUS,290860.0
4009,SGP,310887.0
4009,SLV,2266.0
4009,SRB,898812.0
4009,SVK,109334.0
4009,SVN,385641.0
4009,SWE,7928717.0
4009,THA,17870767.0
4009,TTO,177121.0
4009,TUN,23253.0
4009,TUR,9805430.0
4009,UKR,2570.0
4009,URY,5866.0
4009,USA,92251287.0
4009,UZB,2271.0
4009,VEN,2928.0
4009,VNM,17047161.0
4009,ZAF,473069.0
4010,AFG,687.0
4010,ALB,760.0
4010,ARE,114781.0
4010,ARG,13552654.0
4010,AUS,75733.0
4010,AUT,389653.0
4010,BEL,1216788.0
4010,BGR,12442.0
4010,BIH,1873.0
4010,BOL,1166.0
4010,BRA,19982722.0
4010,CAN,1016050.0
4010,CHE,2659210.0
4010,CHL,2716769.0
4010,CHN,160352735.0
4010,CMR,46.0
4010,COL,575814.0
4010,CRI,6413.0
4010,CYP,1055.0
4010,CZE,116979.0
4010,DEU,61343305.0
4010,DNK,399995.0
4010,DOM,120.0
4010,ECU,7286.0
4010,ESP,4512598.0
4010,EST,7775.0
4010,FIN,159924.0
4010,FRA,3633153.0
4010,GBR,5359481.0
4010,GEO,200.0
4010,GRC,10794.0
4010,GTM,1258.0
4010,HKG,1392430.0
4010,HND,380.0
4010,HRV,2959.0
4010,HUN,1538135.0
4010,IDN,4651583.0
4010,IND,9745045.0
4010,IRL,91721.0
4010,ISR,91179.0
4010,ITA,10040893.0
4010,JAM,333.0
4010,JPN,25240446.0
4010,KGZ,370.0
4010,KOR,5696189.0
4010,LBN,3098.0
4010,LTU,93374.0
4010,LVA,1176.0
4010,MAR,291.0
4010,MEX,8858460.0
4010,MRT,836.0
4010,MUS,16.0
4010,MYS,79281.0
4010,NGA,109.0
4010,NLD,2210382.0
4010,NOR,33310.0
4010,NZL,44038.0
4010,OMN,849.0
4010,PAK,87.0
4010,PAN,45460.0
4010,PER,108014.0
4010,PHL,84280.0
4010,POL,13273350.0
4010,PRT,206781.0
4010,PRY,7908.0
4010,QAT,177.0
4010,ROU,6367636.0
4010,RUS,2780.0
4010,SGP,1074971.0
4010,SLV,1917.0
4010,SRB,10433.0
4010,SVK,37326.0
4010,SVN,146613.0
4010,SWE,1092445.0
4010,SWZ,790.0
4010,THA,5068308.0
4010,TTO,60.0
4010,TUN,165.0
4010,TUR,330405.0
4010,TZA,263.0
4010,UKR,9847.0
4010,URY,2620.0
4010,USA,47683198.0
4010,VEN,16812.0
4010,VNM,705828.0
4010,YEM,41.0
4010,ZAF,351424.0
4011,ALB,183.0
4011,ARE,18027.0
4011,ARG,53611392.0
4011,AUS,69002.0
4011,AUT,118296.0
4011,BEL,11009651.0
4011,BGD,170924.0
4011,BGR,1292.0
4011,BLR,3471.0
4011,BOL,2577.0
4011,BRA,230791309.0
4011,CAN,6924683.0
4011,CHE,157144.0
4011,CHL,15434744.0
4011,CHN,2969537547.0
4011,COL,6356971.0
4011,CRI,32748106.0
4011,CYP,16200.0
4011,CZE,12015494.0
4011,DEU,27354938.0
4011,DNK,81432.0
4011,DOM,551002.0
4011,DZA,2091663.0
4011,ECU,20181081.0
4011,EGY,344695.0
4011,ESP,62482492.0
4011,FIN,1630161.0
4011,FRA,27736239.0
4011,GBR,4019396.0
4011,GRC,49846.0
4011,GTM,2831084.0
4011,HKG,4187674.0
4011,HND,33281.0
4011,HUN,7062160.0
4011,IDN,47642609.0
4011,IND,265865091.0
4011,IRL,15462.0
4011,ISR,132517.0
4011,ITA,12296820.0
4011,JPN,435846633.0
4011,KHM,22595941.0
4011,KOR,58105167.0
4011,LAO,142.0
4011,LKA,18644646.0
4011,LVA,1714.0
4011,MEX,65663105.0
4011,MYS,135599271.0
4011,NIC,42809.0
4011,NLD,8148882.0
4011,NOR,21019.0
4011,NZL,2286.0
4011,PAK,23156197.0
4011,PAN,1211105.0
4011,PER,15077593.0
4011,PHL,5195326.0
4011,POL,10842438.0
4011,PRT,7968303.0
4011,PRY,149208.0
4011,QAT,3629.0
4011,ROU,13421333.0
4011,RUS,1084686.0
4011,SAU,492.0
4011,SGP,200261.0
4011,SLV,64114.0
4011,SRB,4780927.0
4011,SVK,6707861.0
4011,SVN,1041378.0
4011,SWE,654572.0
4011,THA,155669370.0
4011,TTO,18963.0
4011,TUR,10105962.0
4011,UKR,100371.0
4011,URY,539838.0
4011,USA,556174822.0
4011,UZB,22590.0
4011,VNM,363497062.0
4011,ZAF,1763148.0
4012,ARG,822151.0
4012,AUS,98006.0
4012,AUT,255.0
4012,BEL,28712.0
4012,BRA,24011962.0
4012,CAN,56329.0
4012,CHE,2917.0
4012,CHL,378969.0
4012,CHN,6963710.0
4012,CIV,11.0
4012,COL,1025631.0
4012,CZE,55004.0
