firm_id,firm_name,razon_social,exporter_profile,source_layer,hs4_or_ebops,ciiu_rev3_primary,ciiu_primary_desc,ciiu_rev3_all,in_oede_cordoba
3437,FRIGORIFICO NUEVO MUNICH,FRIGORIFICO NUEVO MUNICH S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,1601,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
2674,FRIGORÍFICO RIVADAVIA SRL,FRIGORIFICO RIVADAVIA S R L,No Exporta / Próxima a Exportar,declared-ncm,0202,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
2674,FRIGORÍFICO RIVADAVIA SRL,FRIGORIFICO RIVADAVIA S R L,No Exporta / Próxima a Exportar,declared-ncm,0203,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
2674,FRIGORÍFICO RIVADAVIA SRL,FRIGORIFICO RIVADAVIA S R L,No Exporta / Próxima a Exportar,declared-ncm,1601,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
2837,FRIGORÍFICO SAN ANTONIO,CHACINADOS SAN ANTONIO S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,0201,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
2837,FRIGORÍFICO SAN ANTONIO,CHACINADOS SAN ANTONIO S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,0210,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
2460,FRONTERA LIVING,FRONTERA LIVING S.A,No Exporta / Próxima a Exportar,declared-ncm,9401,3610,Fabricación de muebles y colchones,"2927,3190,3430,3530,3599,3610",yes
2460,FRONTERA LIVING,FRONTERA LIVING S.A,No Exporta / Próxima a Exportar,declared-ncm,9404,3610,Fabricación de muebles y colchones,"1721,3430,3599,3610",yes
4348,FRUIT DE LAIT,ACOSTA DIEGO,No Exporta / Próxima a Exportar,declared-ncm,0405,1520,Elaboración de productos lácteos,1520,yes
4348,FRUIT DE LAIT,ACOSTA DIEGO,No Exporta / Próxima a Exportar,declared-ncm,0406,1520,Elaboración de productos lácteos,1520,yes
4920,FSH AGROPECUARIA SAS,FSH AGROPECUARIA S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,0103,0122,"Producción de granja y cría de animales, excepto ganado",0122,yes
4920,FSH AGROPECUARIA SAS,FSH AGROPECUARIA S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,1214,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,0112,1533",yes
4713,G.B.,BARO GERMAN,No Exporta / Próxima a Exportar,declared-ncm,8432,2921,Fabricación de maquinaria agropecuaria,2921,yes
4440,GAGGIOFATTO,BELTRAMO ESTELA MARIA,No Exporta / Próxima a Exportar,declared-ncm,8707,3420,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,3420,yes
4440,GAGGIOFATTO,BELTRAMO ESTELA MARIA,No Exporta / Próxima a Exportar,declared-ncm,8903,3512,Construcción y reparación de embarcaciones de recreo y deporte,3512,yes
4440,GAGGIOFATTO,BELTRAMO ESTELA MARIA,No Exporta / Próxima a Exportar,declared-ncm,9401,3610,Fabricación de muebles y colchones,"2927,3190,3430,3530,3599,3610",yes
1727,GALFLUX,GALVANIZADOS CORDOBA SRL,No Exporta / Próxima a Exportar,declared-ncm,7318,2899,Fabricación de productos elaborados de metal  n.c.p.,"2899,3190,3699",yes
1727,GALFLUX,GALVANIZADOS CORDOBA SRL,No Exporta / Próxima a Exportar,declared-ncm,7326,2899,Fabricación de productos elaborados de metal  n.c.p.,"2899,3190,3699",yes
3222,GARVI S.R.L.,GARVI SRL,No Exporta / Próxima a Exportar,declared-ncm,3921,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
3222,GARVI S.R.L.,GARVI SRL,No Exporta / Próxima a Exportar,declared-ncm,3923,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
3413,GAYBOR,GARCIA OMAR PAULO,No Exporta / Próxima a Exportar,declared-ncm,3920,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
4957,GDB IMPRESIONES,GDB IMPRESIONES S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,4820,2109,Fabricación de  artículos de papel y cartón,"1729,2109,2221,3699",yes
4957,GDB IMPRESIONES,GDB IMPRESIONES S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,4901,2211,"Edición de libros, folletos, partituras y otras publicaciones","2211,7240",yes
4957,GDB IMPRESIONES,GDB IMPRESIONES S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,4911,2219,Edición n.c.p.,"2109,2219,2221,2892,7240",yes
4190,GERMAN DAMILANO,GERMAN DAMILANO S A,No Exporta / Próxima a Exportar,declared-ncm,0710,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549",yes
4190,GERMAN DAMILANO,GERMAN DAMILANO S A,No Exporta / Próxima a Exportar,declared-ncm,1005,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
2247,GI-RE S.A.,GI-RE SA,No Exporta / Próxima a Exportar,declared-ncm,8432,2921,Fabricación de maquinaria agropecuaria,2921,yes
5045,GIANAGRO SAS,GIANAGRO S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,0701,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,0112",yes
5045,GIANAGRO SAS,GIANAGRO S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,0710,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549",yes
5045,GIANAGRO SAS,GIANAGRO S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,1005,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
5045,GIANAGRO SAS,GIANAGRO S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,1201,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
5049,GISELA PÉREZ RUIZ ORFEBRE,PEREZ RUIZ GISELA MARIANA ALISA,No Exporta / Próxima a Exportar,declared-ncm,7114,3691,Fabricación de joyas y artículos conexos,"3330,3691",yes
5049,GISELA PÉREZ RUIZ ORFEBRE,PEREZ RUIZ GISELA MARIANA ALISA,No Exporta / Próxima a Exportar,declared-ncm,7117,3699,Industrias manufactureras n.c.p.,"3330,3699",yes
4048,GIUNTA MUEBLES,CRISMAL SOCIEDAD DE RESPONSABILIDAD LIMITADA,No Exporta / Próxima a Exportar,declared-ncm,9401,3610,Fabricación de muebles y colchones,"2927,3190,3430,3530,3599,3610",yes
4048,GIUNTA MUEBLES,CRISMAL SOCIEDAD DE RESPONSABILIDAD LIMITADA,No Exporta / Próxima a Exportar,declared-ncm,9403,3610,Fabricación de muebles y colchones,"3599,3610",yes
2960,GLIESTORE S.A.,GLIESTORE SA,No Exporta / Próxima a Exportar,declared-ncm,1905,1541,Elaboración de productos de panadería,"1541,1549",yes
2960,GLIESTORE S.A.,GLIESTORE SA,No Exporta / Próxima a Exportar,declared-ncm,2104,1549,Elaboración de productos alimenticios n.c.p.,"1549,2429",yes
2960,GLIESTORE S.A.,GLIESTORE SA,No Exporta / Próxima a Exportar,declared-ncm,2106,1549,Elaboración de productos alimenticios n.c.p.,"1549,2429",yes
4228,GLUP´S,GLUP´S S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,2105,1520,Elaboración de productos lácteos,1520,yes
4329,GOZZO GIGANTOGRAFIAS & P.O.P.,GIGANTOGRAFIAS S.A.,No Exporta / Próxima a Exportar,declared-ncm,3926,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
2836,GRÁFICA MUSUMECI,GRAFICA MUSUMECI S R L,No Exporta / Próxima a Exportar,declared-ncm,4819,2102,Fabricación de papel y cartón ondulado y envases de papel y cartón,2102,yes
2836,GRÁFICA MUSUMECI,GRAFICA MUSUMECI S R L,No Exporta / Próxima a Exportar,declared-ncm,4901,2211,"Edición de libros, folletos, partituras y otras publicaciones","2211,7240",yes
2836,GRÁFICA MUSUMECI,GRAFICA MUSUMECI S R L,No Exporta / Próxima a Exportar,declared-ncm,4902,2212,"Edición de periódicos, revistas y publicaciones periódicas","2212,2219,7240",yes
2836,GRÁFICA MUSUMECI,GRAFICA MUSUMECI S R L,No Exporta / Próxima a Exportar,declared-ncm,4909,2219,Edición n.c.p.,"2219,7240",yes
2836,GRÁFICA MUSUMECI,GRAFICA MUSUMECI S R L,No Exporta / Próxima a Exportar,declared-ncm,4910,2219,Edición n.c.p.,"2219,7240",yes
568,GRAFICA ROMA / HOME VINIL,VICIANO ALEJANDRO MIGUEL,No Exporta / Próxima a Exportar,declared-ncm,3919,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
568,GRAFICA ROMA / HOME VINIL,VICIANO ALEJANDRO MIGUEL,No Exporta / Próxima a Exportar,declared-ncm,3921,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
568,GRAFICA ROMA / HOME VINIL,VICIANO ALEJANDRO MIGUEL,No Exporta / Próxima a Exportar,declared-ncm,4005,2519,Fabricación de productos de caucho n.c.p.,"1920,2519,3610,3699",yes
4855,GRANARIA,GRANARIA S.A.,No Exporta / Próxima a Exportar,declared-ncm,0713,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
4855,GRANARIA,GRANARIA S.A.,No Exporta / Próxima a Exportar,declared-ncm,1005,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
4667,GRANDIO - HÜGA,DT&C SA,No Exporta / Próxima a Exportar,declared-ncm,6810,2695,"Fabricación de artículos de hormigón, cemento y yeso",2695,yes
3357,GRAVOS,CENTRO INTEGRAL GRAVOS S.A.,No Exporta / Próxima a Exportar,declared-ncm,6406,1920,Fabricación de calzado y de sus partes,1920,yes
363,GREEN PATAGONIA,RIBETTI SERGIO MIGUEL,No Exporta / Próxima a Exportar,declared-ncm,0709,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,0112,0113,0200",yes
363,GREEN PATAGONIA,RIBETTI SERGIO MIGUEL,No Exporta / Próxima a Exportar,declared-ncm,2005,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549,2429",yes
363,GREEN PATAGONIA,RIBETTI SERGIO MIGUEL,No Exporta / Próxima a Exportar,declared-ncm,2104,1549,Elaboración de productos alimenticios n.c.p.,"1549,2429",yes
2468,GRUPO COLOR,COLOR LIVING SA,No Exporta / Próxima a Exportar,declared-ncm,9403,3610,Fabricación de muebles y colchones,"3599,3610",yes
2468,GRUPO COLOR,COLOR LIVING SA,No Exporta / Próxima a Exportar,declared-ncm,9404,3610,Fabricación de muebles y colchones,"1721,3430,3599,3610",yes
4309,GRUPO ERFINDER SA,GRUPO ERFINDER S.A,No Exporta / Próxima a Exportar,declared-ncm,7616,2899,Fabricación de productos elaborados de metal  n.c.p.,"2899,3190,3699",yes
2691,GRUPO GYCA S.A.,GRUPO GYCA SA,No Exporta / Próxima a Exportar,declared-ncm,7317,2899,Fabricación de productos elaborados de metal  n.c.p.,"2899,3190,3699",yes
3033,GRUPO MACCHIAROLA - LIMPLAST,MACCHIAROLA S A,No Exporta / Próxima a Exportar,declared-ncm,3923,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
3033,GRUPO MACCHIAROLA - LIMPLAST,MACCHIAROLA S A,No Exporta / Próxima a Exportar,declared-ncm,3924,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
3033,GRUPO MACCHIAROLA - LIMPLAST,MACCHIAROLA S A,No Exporta / Próxima a Exportar,declared-ncm,9401,3610,Fabricación de muebles y colchones,"2927,3190,3430,3530,3599,3610",yes
3195,GRUPO NORIEGA / CENTROPLACK,NORIEGA ALBERTO MARCELO,No Exporta / Próxima a Exportar,declared-ncm,4418,2022,Fabricación de partes y piezas de carpintería para edificios y construcciones,2022,yes
3195,GRUPO NORIEGA / CENTROPLACK,NORIEGA ALBERTO MARCELO,No Exporta / Próxima a Exportar,declared-ncm,9403,3610,Fabricación de muebles y colchones,"3599,3610",yes
5679,GRUPO PACK,GRUPO PACK S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,4819,2102,Fabricación de papel y cartón ondulado y envases de papel y cartón,2102,yes
5503,GRUPO SANNO,GRUPO SANNO S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,2309,1533,Elaboración de alimentos preparados para animales,1533,yes
3145,GRUPO SIBERIA - TRITON,DELCRE GABRIEL MARTIN,No Exporta / Próxima a Exportar,declared-ncm,3925,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
3145,GRUPO SIBERIA - TRITON,DELCRE GABRIEL MARTIN,No Exporta / Próxima a Exportar,declared-ncm,3926,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
3145,GRUPO SIBERIA - TRITON,DELCRE GABRIEL MARTIN,No Exporta / Próxima a Exportar,declared-ncm,8480,2929,Fabricación de maquinaria de uso especial n.c.p.,"2893,2929",yes
5302,GTP - EBISU PRO,G.T.P. S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,1507,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
5302,GTP - EBISU PRO,G.T.P. S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,2304,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
5302,GTP - EBISU PRO,G.T.P. S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,2309,1533,Elaboración de alimentos preparados para animales,1533,yes
2248,GUAJARDO,GUAJARDO S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,8423,2919,Fabricación de  maquinaria de uso general n.c.p.,"2919,2922,2930,3312",yes
2248,GUAJARDO,GUAJARDO S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,9031,3312,,"3190,3220,3312,3313",no
2715,GUATICOR S.R.L.,GUATICOR S R L,No Exporta / Próxima a Exportar,declared-ncm,8474,2924,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,2924,yes
5210,GUIFA INDUSTRIAS,GUIFA SOCIEDAD SIMPLE,No Exporta / Próxima a Exportar,declared-ncm,8436,2921,Fabricación de maquinaria agropecuaria,2921,yes
4592,GUILLERMO LOSANO,LOSANO LUIS GUILLERMO,No Exporta / Próxima a Exportar,declared-ncm,9703,9214,Servicios teatrales y musicales y servicios artísticos n.c.p.,"9214,9219,9220",yes
4279,GURINI,GURINI RENE ANIBAL,No Exporta / Próxima a Exportar,declared-ncm,4202,1912,"Fabricación de maletas, bolsos de mano y similares, artículos de talabartería y  artículos de cuero n.c.p.","1912,1920,3699",yes
2199,GUTIERREZ HNOS,GUTIERREZ HERMANOS,No Exporta / Próxima a Exportar,declared-ncm,8716,3420,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,"2921,3420,3599",yes
4735,HARINA FINEZZA,FIDEICOMISO BENEVENTO,No Exporta / Próxima a Exportar,declared-ncm,1101,1531,Elaboración de productos de molinería,1531,yes
4735,HARINA FINEZZA,FIDEICOMISO BENEVENTO,No Exporta / Próxima a Exportar,declared-ncm,1103,1531,Elaboración de productos de molinería,1531,yes
4634,HARINA TRES MARÍAS,MOLINO ALTO ALEGRE S.R.L,No Exporta / Próxima a Exportar,declared-ncm,1101,1531,Elaboración de productos de molinería,1531,yes
3701,HARINA VILLARREAL,AHORA S A,No Exporta / Próxima a Exportar,declared-ncm,1101,1531,Elaboración de productos de molinería,1531,yes
4868,HENEN,HENEN DESTILERIA S.A.S. S. A. S.,No Exporta / Próxima a Exportar,declared-ncm,2208,1551,"Destilación, rectificación y mezcla de bebidas alcohólicas; producción de alcohol etílico",1551,yes
4606,HEYBON,MIRMIDONES S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,6109,1810,"Fabricación de prendas de vestir, inclusive de cuero",1810,yes
4606,HEYBON,MIRMIDONES S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,6203,1810,"Fabricación de prendas de vestir, inclusive de cuero",1810,yes
3057,HIDRÁULICA DC SRL,HIDRAULICA DC S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,8412,2912,Fabricación de bombas; compresores; grifos y válvulas,"2519,2912,2913,2927,3530,3610",yes
3057,HIDRÁULICA DC SRL,HIDRAULICA DC S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,8413,2912,Fabricación de bombas; compresores; grifos y válvulas,2912,yes
3057,HIDRÁULICA DC SRL,HIDRAULICA DC S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,8479,2922,Fabricación de máquinas herramienta,"2922,2924,2925,2929,3190,3312,3320,3530,3694,3699",yes
3057,HIDRÁULICA DC SRL,HIDRAULICA DC S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,8481,2912,Fabricación de bombas; compresores; grifos y válvulas,2912,yes
256,HIDROACCESORIOS,HIDROACCESORIOS S.A.,No Exporta / Próxima a Exportar,declared-ncm,7326,2899,Fabricación de productos elaborados de metal  n.c.p.,"2899,3190,3699",yes
4876,HIDROBULL,HIDROBULL-VELASQUEZ S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,8430,2924,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,2924,yes
4876,HIDROBULL,HIDROBULL-VELASQUEZ S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,8474,2924,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,2924,yes
3877,HIDROCOR SRL,HIDROCOR S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,8484,2919,Fabricación de  maquinaria de uso general n.c.p.,"2919,2922,2930,3312",yes
4199,HIDROMASAJES CÓRDOBA / TEJARAL,DECARAL S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,3925,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
4199,HIDROMASAJES CÓRDOBA / TEJARAL,DECARAL S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,9019,3311,Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos,"1721,2423,2919,3311,3312,3320",yes
4427,HIELO Y AGUA ITALIA,PODADERA ROBERTO CARLOS,No Exporta / Próxima a Exportar,declared-ncm,2201,1554,Elaboración de bebidas no alcohólicas; producción de aguas minerales,1554,yes
4525,HIIT POINT - GRUPO PESSOT,PESSOT CLAUDIA ANDREA,No Exporta / Próxima a Exportar,declared-ncm,9506,3693,Fabricación de artículos de deporte,"1920,3693",yes
4995,HILANDO AL SUR,LA TIENDA VIRTUAL SOCIEDAD POR ACCIONES SIMPLIFICADA,No Exporta / Próxima a Exportar,declared-ncm,6006,1730,Fabricación de tejidos de punto y artículos de punto y ganchillo,1730,yes
4995,HILANDO AL SUR,LA TIENDA VIRTUAL SOCIEDAD POR ACCIONES SIMPLIFICADA,No Exporta / Próxima a Exportar,declared-ncm,6109,1810,"Fabricación de prendas de vestir, inclusive de cuero",1810,yes
4995,HILANDO AL SUR,LA TIENDA VIRTUAL SOCIEDAD POR ACCIONES SIMPLIFICADA,No Exporta / Próxima a Exportar,declared-ncm,6111,1810,"Fabricación de prendas de vestir, inclusive de cuero",1810,yes
4995,HILANDO AL SUR,LA TIENDA VIRTUAL SOCIEDAD POR ACCIONES SIMPLIFICADA,No Exporta / Próxima a Exportar,declared-ncm,6505,1810,"Fabricación de prendas de vestir, inclusive de cuero",1810,yes
5605,HINFA,STORANI FLORENCIA,No Exporta / Próxima a Exportar,declared-ncm,2003,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549",yes
4914,HPR CALZADOS,H.P.R S.A.S.,No Exporta / Próxima a Exportar,declared-ncm,6403,1920,Fabricación de calzado y de sus partes,"1920,3693",yes
4699,HQA PRODUCTOS NATURALES,ARGÙELLO HECTOR ORLANDO,No Exporta / Próxima a Exportar,declared-ncm,3301,2429,Fabricación de productos químicos n.c.p.,"2429,3699",yes
4699,HQA PRODUCTOS NATURALES,ARGÙELLO HECTOR ORLANDO,No Exporta / Próxima a Exportar,declared-ncm,3304,2424,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador",2424,yes
3505,HUEVOLISTO,GUINDAL SA,No Exporta / Próxima a Exportar,declared-ncm,0408,1549,Elaboración de productos alimenticios n.c.p.,"1549,2429",yes
4194,I-RON SRL,I-RON SOCIEDAD DE RESPONSABILIDAD LIMITADA,No Exporta / Próxima a Exportar,declared-ncm,7307,2710,Industrias básicas de hierro y acero,"2710,2731",yes
5071,IAN SA,I.A.N. S.A.,No Exporta / Próxima a Exportar,declared-ncm,8432,2921,Fabricación de maquinaria agropecuaria,2921,yes
2276,IDEA DESARROLLOS ELECTRÓNICOS,FERNANDEZ DAMIÁN GENEROSO,No Exporta / Próxima a Exportar,declared-ncm,8536,3110,"Fabricación de motores, generadores y transformadores eléctricos","2429,2520,3000,3110,3120,3130,3210,3230",yes
3916,IL MOLINO,IL MOLINO S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,1905,1541,Elaboración de productos de panadería,"1541,1549",yes
4965,IL RONZIO,RADICI EDGARDO GABRIEL,No Exporta / Próxima a Exportar,declared-ncm,0106,0122,"Producción de granja y cría de animales, excepto ganado",0122,yes
4965,IL RONZIO,RADICI EDGARDO GABRIEL,No Exporta / Próxima a Exportar,declared-ncm,0409,0122,"Producción de granja y cría de animales, excepto ganado",0122,yes
4032,IMM AUTOPARTES,IMMAUTOPARTES S.A.,No Exporta / Próxima a Exportar,declared-ncm,8409,2927,Fabricación de armas y municiones,"2927,3190,3430,3530,3610",yes
4032,IMM AUTOPARTES,IMMAUTOPARTES S.A.,No Exporta / Próxima a Exportar,declared-ncm,8483,2913,Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión,2913,yes
4032,IMM AUTOPARTES,IMMAUTOPARTES S.A.,No Exporta / Próxima a Exportar,declared-ncm,8708,3430,Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores,"3190,3430,3610",yes
3433,IMP ARGENTINA,MACIA GUSTAVO GABRIEL,No Exporta / Próxima a Exportar,declared-ncm,3926,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
4263,IMPERAR,CARRANZA FABIANA INES,No Exporta / Próxima a Exportar,declared-ncm,3209,2422,Fabricación de pinturas; barnices y productos de revestimiento similares; tintas de imprenta y masillas,2422,yes
4590,IMPLANTES RB SRL,IMPLANTES RB S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,9021,3311,Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos,"1721,2423,2919,3311,3312,3320",yes
2731,IMPRESIONES BC,IMPRESIONES B.C. S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,4901,2211,"Edición de libros, folletos, partituras y otras publicaciones","2211,7240",yes
2731,IMPRESIONES BC,IMPRESIONES B.C. S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,4911,2219,Edición n.c.p.,"2109,2219,2221,2892,7240",yes
3814,IN PACK - GRUPO IN PACK,IN PACK SOCIEDAD ANONIMA,No Exporta / Próxima a Exportar,declared-ncm,3923,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
3294,INCERMG ARGENTINA,MACIAS CARLOS ALBERTO,No Exporta / Próxima a Exportar,declared-ncm,8422,2919,Fabricación de  maquinaria de uso general n.c.p.,"2919,2922,2930,3312",yes
3294,INCERMG ARGENTINA,MACIAS CARLOS ALBERTO,No Exporta / Próxima a Exportar,declared-ncm,8464,2922,Fabricación de máquinas herramienta,"2922,3190",yes
3294,INCERMG ARGENTINA,MACIAS CARLOS ALBERTO,No Exporta / Próxima a Exportar,declared-ncm,8465,2922,Fabricación de máquinas herramienta,"2922,3190",yes
3294,INCERMG ARGENTINA,MACIAS CARLOS ALBERTO,No Exporta / Próxima a Exportar,declared-ncm,8467,2922,Fabricación de máquinas herramienta,2922,yes
5272,INDALMAD SA,INDALMAD S.A,No Exporta / Próxima a Exportar,declared-ncm,4418,2022,Fabricación de partes y piezas de carpintería para edificios y construcciones,2022,yes
5272,INDALMAD SA,INDALMAD S.A,No Exporta / Próxima a Exportar,declared-ncm,7610,2811,Fabricación de productos metálicos para uso estructural y montaje estructural,2811,yes
5272,INDALMAD SA,INDALMAD S.A,No Exporta / Próxima a Exportar,declared-ncm,9406,2811,Fabricación de productos metálicos para uso estructural y montaje estructural,2811,yes
5389,INDAMA,INDAMA TEC SOCIEDAD POR ACCIONES SIMPLIFICADA,No Exporta / Próxima a Exportar,declared-ncm,8424,2919,Fabricación de  maquinaria de uso general n.c.p.,"2919,2921,2922,2930,3312",yes
5705,INDRASA BIOTECNOLOGÍA,INDRASA BIOTECNOLOGIA S.A.,No Exporta / Próxima a Exportar,declared-ncm,2309,1533,Elaboración de alimentos preparados para animales,1533,yes
5705,INDRASA BIOTECNOLOGÍA,INDRASA BIOTECNOLOGIA S.A.,No Exporta / Próxima a Exportar,declared-ncm,3002,2423,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos","2330,2423",yes
5705,INDRASA BIOTECNOLOGÍA,INDRASA BIOTECNOLOGIA S.A.,No Exporta / Próxima a Exportar,declared-ncm,3105,2412,Fabricación de abonos y compuestos de nitrógeno,2412,yes
5705,INDRASA BIOTECNOLOGÍA,INDRASA BIOTECNOLOGIA S.A.,No Exporta / Próxima a Exportar,declared-ncm,3824,2429,Fabricación de productos químicos n.c.p.,"2429,2695,3699",yes
4842,INDUCOR PRODUCTOS METALURGICOS SRL,INDUCOR PRODUCTOS METALURGICOS S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,7326,2899,Fabricación de productos elaborados de metal  n.c.p.,"2899,3190,3699",yes
4842,INDUCOR PRODUCTOS METALURGICOS SRL,INDUCOR PRODUCTOS METALURGICOS S.R.L.,No Exporta / Próxima a Exportar,declared-ncm,8302,2893,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería","2893,2929",yes
4514,INDUPORT,GRUPO ASA S.A.,No Exporta / Próxima a Exportar,declared-ncm,7308,2811,Fabricación de productos metálicos para uso estructural y montaje estructural,2811,yes
2186,INDUS BELL S.R.L.,INDUS BELL SRL,No Exporta / Próxima a Exportar,declared-ncm,8707,3420,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,3420,yes
2186,INDUS BELL S.R.L.,INDUS BELL SRL,No Exporta / Próxima a Exportar,declared-ncm,8716,3420,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,"2921,3420,3599",yes
4873,INDUSTRIA FAMER,MONTEVERDE JAVIER ANDRES,No Exporta / Próxima a Exportar,declared-ncm,8426,2915,Fabricación de equipo de elevación y manipulación,"2915,3599",yes
4873,INDUSTRIA FAMER,MONTEVERDE JAVIER ANDRES,No Exporta / Próxima a Exportar,declared-ncm,8430,2924,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,2924,yes
4873,INDUSTRIA FAMER,MONTEVERDE JAVIER ANDRES,No Exporta / Próxima a Exportar,declared-ncm,8433,2921,Fabricación de maquinaria agropecuaria,2921,yes
4873,INDUSTRIA FAMER,MONTEVERDE JAVIER ANDRES,No Exporta / Próxima a Exportar,declared-ncm,8716,3420,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,"2921,3420,3599",yes
4177,INDUSTRIAS BOVIO,BOVIO JORGE REMO,No Exporta / Próxima a Exportar,declared-ncm,4016,2519,Fabricación de productos de caucho n.c.p.,"1920,2519,3610,3699",yes
4177,INDUSTRIAS BOVIO,BOVIO JORGE REMO,No Exporta / Próxima a Exportar,declared-ncm,8467,2922,Fabricación de máquinas herramienta,2922,yes
4180,INDUSTRIAS NAGUAN,CERVERA GONZALO SEBASTIAN,No Exporta / Próxima a Exportar,declared-ncm,8433,2921,Fabricación de maquinaria agropecuaria,2921,yes
2250,INDUSTRIAS OÑATE,CIADEL S.A.,No Exporta / Próxima a Exportar,declared-ncm,8421,2919,Fabricación de  maquinaria de uso general n.c.p.,"2919,2922,2925,2926,2929,2930,3312",yes
