firm_id,firm_name,razon_social,exporter_profile,source_layer,hs4_or_ebops,ciiu_rev3_primary,ciiu_primary_desc,ciiu_rev3_all,in_oede_cordoba
2837,FRIGORÍFICO SAN ANTONIO,CHACINADOS SAN ANTONIO S.R.L.,Exportadora Habitual,curated,1601,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
2837,FRIGORÍFICO SAN ANTONIO,CHACINADOS SAN ANTONIO S.R.L.,Exportadora Habitual,curated,1602,1511,Producción y procesamiento de carne y productos cárnicos,"1511,1549,2429",yes
1393,ESNAOLA - GRUPO DULCOR,J A ESNAOLA E HIJOS S A A I C E I,Exportadora Habitual,curated,2007,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549,2429",yes
1393,ESNAOLA - GRUPO DULCOR,J A ESNAOLA E HIJOS S A A I C E I,Exportadora Habitual,curated,1806,1543,Elaboración de cacao y chocolate y de productos de confitería,1543,yes
5570,INCHIK,INCHIK S.A.,Exportadora Habitual,curated,1202,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,1513,1549",yes
5570,INCHIK,INCHIK S.A.,Exportadora Habitual,curated,2008,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549",yes
4672,VERTRAUEN,VERTRAUEN SOCIEDAD DE RESPONSABILIDAD LIMITADA,Exportadora Habitual,curated,2106,1549,Elaboración de productos alimenticios n.c.p.,"1549,2429",yes
4672,VERTRAUEN,VERTRAUEN SOCIEDAD DE RESPONSABILIDAD LIMITADA,Exportadora Habitual,curated,3505,2429,Fabricación de productos químicos n.c.p.,"1532,2429,3699",yes
4672,VERTRAUEN,VERTRAUEN SOCIEDAD DE RESPONSABILIDAD LIMITADA,Exportadora Habitual,curated,3204,2411,"Fabricación de sustancias químicas básicas, excepto abonos y compuestos de nitrógeno","1551,2330,2411,2429",yes
2259,PELLFOOD,BOLLATTI JORGE LUIS,Exportadora Habitual,curated,1214,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,0112,1533",yes
2160,ACEITERA GENERAL DEHEZA SA - AGD,ACEITERA GENERAL DEHEZA S.A.,Exportadora Habitual,curated,1001,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
2160,ACEITERA GENERAL DEHEZA SA - AGD,ACEITERA GENERAL DEHEZA S.A.,Exportadora Habitual,curated,1005,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
2160,ACEITERA GENERAL DEHEZA SA - AGD,ACEITERA GENERAL DEHEZA S.A.,Exportadora Habitual,curated,1007,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
2160,ACEITERA GENERAL DEHEZA SA - AGD,ACEITERA GENERAL DEHEZA S.A.,Exportadora Habitual,curated,1202,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,1513,1549",yes
2160,ACEITERA GENERAL DEHEZA SA - AGD,ACEITERA GENERAL DEHEZA S.A.,Exportadora Habitual,curated,1507,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
2160,ACEITERA GENERAL DEHEZA SA - AGD,ACEITERA GENERAL DEHEZA S.A.,Exportadora Habitual,curated,1508,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
2160,ACEITERA GENERAL DEHEZA SA - AGD,ACEITERA GENERAL DEHEZA S.A.,Exportadora Habitual,curated,1512,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
2160,ACEITERA GENERAL DEHEZA SA - AGD,ACEITERA GENERAL DEHEZA S.A.,Exportadora Habitual,curated,2304,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
2160,ACEITERA GENERAL DEHEZA SA - AGD,ACEITERA GENERAL DEHEZA S.A.,Exportadora Habitual,curated,2306,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
2160,ACEITERA GENERAL DEHEZA SA - AGD,ACEITERA GENERAL DEHEZA S.A.,Exportadora Habitual,curated,2923,2411,"Fabricación de sustancias químicas básicas, excepto abonos y compuestos de nitrógeno","1551,2330,2411,2429",yes
582,LA BLANCA SA,LA BLANCA S.A.,Exportadora Habitual,curated,1901,1531,Elaboración de productos de molinería,"1531,1549,2429",yes
700,BUSTOS Y BELTRAN S.A. / GRUPO BELTRÁN,BUSTOS Y BELTRAN S A S. A.,Exportadora Habitual,curated,0201,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
700,BUSTOS Y BELTRAN S.A. / GRUPO BELTRÁN,BUSTOS Y BELTRAN S A S. A.,Exportadora Habitual,curated,0202,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
700,BUSTOS Y BELTRAN S.A. / GRUPO BELTRÁN,BUSTOS Y BELTRAN S A S. A.,Exportadora Habitual,curated,0206,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
2037,ACEITUNAS ALVAREZ,CUENCA DEL SOL S A,Exportadora Habitual,curated,1509,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
2037,ACEITUNAS ALVAREZ,CUENCA DEL SOL S A,Exportadora Habitual,curated,2005,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549,2429",yes
241,BERTOTTO BOGLIONE,BERTOTTO BOGLIONE SOC ANON,Exportadora Habitual,curated,3925,2520,Fabricación de productos de plástico,"1920,2109,2519,2520,3610,3699",yes
241,BERTOTTO BOGLIONE,BERTOTTO BOGLIONE SOC ANON,Exportadora Habitual,curated,7309,2812,"Fabricación de tanques, depósitos y recipientes de metal",2812,yes
241,BERTOTTO BOGLIONE,BERTOTTO BOGLIONE SOC ANON,Exportadora Habitual,curated,8413,2912,Fabricación de bombas; compresores; grifos y válvulas,2912,yes
2172,DENSO MANUFACTURING ARGENTINA SA,DENSO MANUFACTURING ARGENTINA S.A.,Exportadora Habitual,curated,8415,2919,Fabricación de  maquinaria de uso general n.c.p.,"2919,2922,2930,3312",yes
2172,DENSO MANUFACTURING ARGENTINA SA,DENSO MANUFACTURING ARGENTINA S.A.,Exportadora Habitual,curated,8708,3430,Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores,"3190,3430,3610",yes
1715,AGROMETAL SAI,AGROMETAL SOC ANON IND,Exportadora Habitual,curated,8432,2921,Fabricación de maquinaria agropecuaria,2921,yes
5650,LA INDUSTRIAL SALINERA S.A.,LA INDUSTRIAL SALINERA SA,Exportadora Habitual,curated,2501,1422,Extracción de sal en salinas y de roca,1422,yes
1315,CARTOTECNICA HORES,CARTOTECNICA HORES S R L,Exportadora Habitual,curated,4823,2109,Fabricación de  artículos de papel y cartón,"1729,2109,2221,3699",yes
3614,NANOMIX,ENDROP S.R.L.,Exportadora Habitual,curated,3105,2412,Fabricación de abonos y compuestos de nitrógeno,2412,yes
4037,FÁBRICA DE ALIMENTOS SANTA CLARA S.A.,FABRICA DE ALIMENTOS SANTA CLARA SA,Exportadora Habitual,curated,0402,1520,Elaboración de productos lácteos,1520,yes
4037,FÁBRICA DE ALIMENTOS SANTA CLARA S.A.,FABRICA DE ALIMENTOS SANTA CLARA SA,Exportadora Habitual,curated,0403,1520,Elaboración de productos lácteos,1520,yes
4037,FÁBRICA DE ALIMENTOS SANTA CLARA S.A.,FABRICA DE ALIMENTOS SANTA CLARA SA,Exportadora Habitual,curated,0405,1520,Elaboración de productos lácteos,1520,yes
4037,FÁBRICA DE ALIMENTOS SANTA CLARA S.A.,FABRICA DE ALIMENTOS SANTA CLARA SA,Exportadora Habitual,curated,0406,1520,Elaboración de productos lácteos,1520,yes
4037,FÁBRICA DE ALIMENTOS SANTA CLARA S.A.,FABRICA DE ALIMENTOS SANTA CLARA SA,Exportadora Habitual,curated,1901,1531,Elaboración de productos de molinería,"1531,1549,2429",yes
2343,LA VARENSE,LA VARENSE S R L,Exportadora Habitual,curated,0402,1520,Elaboración de productos lácteos,1520,yes
239,DULCOR,DULCOR S.A.,Exportadora Habitual,curated,0409,0122,"Producción de granja y cría de animales, excepto ganado",0122,yes
239,DULCOR,DULCOR S.A.,Exportadora Habitual,curated,1704,1543,Elaboración de cacao y chocolate y de productos de confitería,1543,yes
239,DULCOR,DULCOR S.A.,Exportadora Habitual,curated,1901,1531,Elaboración de productos de molinería,"1531,1549,2429",yes
239,DULCOR,DULCOR S.A.,Exportadora Habitual,curated,1905,1541,Elaboración de productos de panadería,"1541,1549",yes
239,DULCOR,DULCOR S.A.,Exportadora Habitual,curated,2005,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549,2429",yes
239,DULCOR,DULCOR S.A.,Exportadora Habitual,curated,2007,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549,2429",yes
239,DULCOR,DULCOR S.A.,Exportadora Habitual,curated,2008,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549",yes
3994,FAMIGLIA ROSSI - MOLINOS ROSSI,AGRICOLA MAGDALENA S.R.L,Exportadora Habitual,curated,0713,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
3994,FAMIGLIA ROSSI - MOLINOS ROSSI,AGRICOLA MAGDALENA S.R.L,Exportadora Habitual,curated,1005,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
3994,FAMIGLIA ROSSI - MOLINOS ROSSI,AGRICOLA MAGDALENA S.R.L,Exportadora Habitual,curated,1101,1531,Elaboración de productos de molinería,1531,yes
3994,FAMIGLIA ROSSI - MOLINOS ROSSI,AGRICOLA MAGDALENA S.R.L,Exportadora Habitual,curated,1102,1531,Elaboración de productos de molinería,1531,yes
3994,FAMIGLIA ROSSI - MOLINOS ROSSI,AGRICOLA MAGDALENA S.R.L,Exportadora Habitual,curated,1103,1531,Elaboración de productos de molinería,1531,yes
3994,FAMIGLIA ROSSI - MOLINOS ROSSI,AGRICOLA MAGDALENA S.R.L,Exportadora Habitual,curated,1902,1544,Elaboración de pastas alimenticias,1544,yes
3287,COOPERATIVA AGRICOLA GANADERA DE JUSTINIANO POSSE,COOP AGRICOLA GANADERA DE JUSTINIANO POSSE LIMITADA,Exportadora Habitual,curated,1101,1531,Elaboración de productos de molinería,1531,yes
678,GASTALDI HNOS. S.A.I Y C.F.E.I,GASTALDI HNOS S A I Y C F E I,Exportadora Habitual,curated,1005,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
678,GASTALDI HNOS. S.A.I Y C.F.E.I,GASTALDI HNOS S A I Y C F E I,Exportadora Habitual,curated,1101,1531,Elaboración de productos de molinería,1531,yes
678,GASTALDI HNOS. S.A.I Y C.F.E.I,GASTALDI HNOS S A I Y C F E I,Exportadora Habitual,curated,1202,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,1513,1549",yes
2812,GEORGALOS,GEORGALOS HNOS S A I C A,Exportadora Habitual,curated,1202,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,1513,1549",yes
2812,GEORGALOS,GEORGALOS HNOS S A I C A,Exportadora Habitual,curated,1704,1543,Elaboración de cacao y chocolate y de productos de confitería,1543,yes
2812,GEORGALOS,GEORGALOS HNOS S A I C A,Exportadora Habitual,curated,1806,1543,Elaboración de cacao y chocolate y de productos de confitería,1543,yes
2812,GEORGALOS,GEORGALOS HNOS S A I C A,Exportadora Habitual,curated,1904,1531,Elaboración de productos de molinería,1531,yes
2812,GEORGALOS,GEORGALOS HNOS S A I C A,Exportadora Habitual,curated,2008,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549",yes
245,DULCES ORIETA - GRUPO DULCOR,GOY WIDMER Y CIA SA,Exportadora Habitual,curated,2007,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549,2429",yes
245,DULCES ORIETA - GRUPO DULCOR,GOY WIDMER Y CIA SA,Exportadora Habitual,curated,2008,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549",yes
5310,CERRO AZUL,ALFREDO A. LLAMAS Y JUAN J. LLAMAS ASOCIACION SIMPLE,Exportadora Habitual,curated,1806,1543,Elaboración de cacao y chocolate y de productos de confitería,1543,yes
5310,CERRO AZUL,ALFREDO A. LLAMAS Y JUAN J. LLAMAS ASOCIACION SIMPLE,Exportadora Habitual,curated,1905,1541,Elaboración de productos de panadería,"1541,1549",yes
2383,GRUPO ARCOR,ARCOR S A I C,Exportadora Habitual,curated,1005,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
2383,GRUPO ARCOR,ARCOR S A I C,Exportadora Habitual,curated,1102,1531,Elaboración de productos de molinería,1531,yes
2383,GRUPO ARCOR,ARCOR S A I C,Exportadora Habitual,curated,1103,1531,Elaboración de productos de molinería,1531,yes
2383,GRUPO ARCOR,ARCOR S A I C,Exportadora Habitual,curated,1108,1532,Elaboración de almidones y productos derivados del almidón,1532,yes
2383,GRUPO ARCOR,ARCOR S A I C,Exportadora Habitual,curated,1515,1514,Elaboración de aceites y grasas de origen vegetal,"1514,1532",yes
2383,GRUPO ARCOR,ARCOR S A I C,Exportadora Habitual,curated,1701,1542,Elaboración de azúcar,1542,yes
2383,GRUPO ARCOR,ARCOR S A I C,Exportadora Habitual,curated,1702,1520,Elaboración de productos lácteos,"1520,1532,1542,1549,2429",yes
1305,FÁBRICA DE PASTAS BETTINI,INDUPAS SRL,Exportadora Habitual,curated,1902,1544,Elaboración de pastas alimenticias,1544,yes
3182,BOMPANING,BOMPANING S.A.,Exportadora Habitual,curated,1905,1541,Elaboración de productos de panadería,"1541,1549",yes
2098,AGRO TRANSPORTES S.A.,AGRO TRANSPORTES S A,Exportadora Habitual,curated,1202,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,1513,1549",yes
2198,CROPPERS - GRUPO MANIAGRO,DON HECTOR S A,Exportadora Habitual,curated,1202,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,1513,1549",yes
2198,CROPPERS - GRUPO MANIAGRO,DON HECTOR S A,Exportadora Habitual,curated,0802,0112,"Cultivo de hortalizas, legumbres, flores y plantas ornamentales","0112,0113,0200",yes
2198,CROPPERS - GRUPO MANIAGRO,DON HECTOR S A,Exportadora Habitual,curated,0806,0112,"Cultivo de hortalizas, legumbres, flores y plantas ornamentales","0112,0113,0200,1513,1549",yes
2198,CROPPERS - GRUPO MANIAGRO,DON HECTOR S A,Exportadora Habitual,curated,1904,1531,Elaboración de productos de molinería,1531,yes
2198,CROPPERS - GRUPO MANIAGRO,DON HECTOR S A,Exportadora Habitual,curated,2008,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549",yes
3730,ATS S.A. - AGROMANI SA,AGROTECNOLOGIA Y SERVICIOS S A,Exportadora Habitual,curated,1202,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,1513,1549",yes
4607,EXPORK MAG,EXPORK MAG ARGENTINA CONSORCIO DE COOPERACION,Exportadora Habitual,curated,0203,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
2146,FRIGORÍFICO PAMPA DE VARE,VARE SA,Exportadora Habitual,curated,0201,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
2146,FRIGORÍFICO PAMPA DE VARE,VARE SA,Exportadora Habitual,curated,0202,1511,Producción y procesamiento de carne y productos cárnicos,1511,yes
5269,AZAFRÁN RUEDO,GRANMERCO S A,Exportadora Habitual,curated,0712,1513,"Preparación de frutas, hortalizas y legumbres","1513,1549",yes
5269,AZAFRÁN RUEDO,GRANMERCO S A,Exportadora Habitual,curated,0904,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,0112,0113,0200",yes
5269,AZAFRÁN RUEDO,GRANMERCO S A,Exportadora Habitual,curated,0909,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,0112,0113,0200",yes
5269,AZAFRÁN RUEDO,GRANMERCO S A,Exportadora Habitual,curated,0910,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,0112,0113,0200",yes
5349,ALPHA QUIMICA S.R.L.,ALPHAQUIMICA SRL,Exportadora Habitual,curated,3402,2424,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador",2424,yes
4837,LANTHER QUIMICA S.A.,LANTHER QUIMICA SA,Exportadora Habitual,curated,3808,2421,Fabricación de plaguicidas y  productos químicos de uso agropecuario,2421,yes
4837,LANTHER QUIMICA S.A.,LANTHER QUIMICA SA,Exportadora Habitual,curated,3105,2412,Fabricación de abonos y compuestos de nitrógeno,2412,yes
2318,BRIZUELA-LAB,LABORATORIOS W BRIZUELA SOCIEDAD ANONIMA,Exportadora Habitual,curated,3002,2423,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos","2330,2423",yes
2318,BRIZUELA-LAB,LABORATORIOS W BRIZUELA SOCIEDAD ANONIMA,Exportadora Habitual,curated,3822,2429,Fabricación de productos químicos n.c.p.,"2429,3699",yes
273,PROMEDON S.A.,PROMEDON S A,Exportadora Habitual,curated,9021,3311,Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos,"1721,2423,2919,3311,3312,3320",yes
266,FEAS ELECTRONICA,FEAS ELECTRONICA S.A.,Exportadora Habitual,curated,9018,3311,Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos,"1721,2423,2919,3311,3312,3320",yes
244,FAESA,F.A.E.S.A. FABRICA ARGENTINA DE ELASTICOS S.A.I.YC.,Exportadora Habitual,curated,7320,2899,Fabricación de productos elaborados de metal  n.c.p.,"2899,3190,3699",yes
244,FAESA,F.A.E.S.A. FABRICA ARGENTINA DE ELASTICOS S.A.I.YC.,Exportadora Habitual,curated,8208,2893,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería","2893,2929",yes
2130,FABRICA DE COLECTORES,FABRICA DE COLECTORES SRL,Exportadora Habitual,curated,8511,3190,Fabricación  de equipo eléctrico n.c.p.,"3190,3430,3610",yes
2751,DAYCO,DAYCO ARGENTINA S A,Exportadora Habitual,curated,4010,2519,Fabricación de productos de caucho n.c.p.,"1920,2519,3610,3699",yes
2751,DAYCO,DAYCO ARGENTINA S A,Exportadora Habitual,curated,8483,2913,Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión,2913,yes
3688,CINZIA VEHÍCULOS,DYFSA S.A.,Exportadora Habitual,curated,8703,3410,Fabricación de vehículos automotores,3410,yes
3688,CINZIA VEHÍCULOS,DYFSA S.A.,Exportadora Habitual,curated,8716,3420,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,"2921,3420,3599",yes
4015,ARTECHE,AIT S.A.,Exportadora Habitual,curated,8504,3110,"Fabricación de motores, generadores y transformadores eléctricos","2922,2929,3110,3120,3130,3150,3190,3210",yes
2707,AKRON,AKRON S.A.,Exportadora Habitual,curated,8432,2921,Fabricación de maquinaria agropecuaria,2921,yes
2707,AKRON,AKRON S.A.,Exportadora Habitual,curated,8436,2921,Fabricación de maquinaria agropecuaria,2921,yes
2707,AKRON,AKRON S.A.,Exportadora Habitual,curated,8437,2925,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",2925,yes
2707,AKRON,AKRON S.A.,Exportadora Habitual,curated,8716,3420,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,"2921,3420,3599",yes
1511,ASCANELLI SA,ASCANELLI S.A.,Exportadora Habitual,curated,8432,2921,Fabricación de maquinaria agropecuaria,2921,yes
1511,ASCANELLI SA,ASCANELLI S.A.,Exportadora Habitual,curated,8436,2921,Fabricación de maquinaria agropecuaria,2921,yes
1511,ASCANELLI SA,ASCANELLI S.A.,Exportadora Habitual,curated,8437,2925,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",2925,yes
1511,ASCANELLI SA,ASCANELLI S.A.,Exportadora Habitual,curated,8716,3420,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,"2921,3420,3599",yes
3772,AXIONLIFT,AXION S.A.,Exportadora Habitual,curated,8426,2915,Fabricación de equipo de elevación y manipulación,"2915,3599",yes
3772,AXIONLIFT,AXION S.A.,Exportadora Habitual,curated,8428,2915,Fabricación de equipo de elevación y manipulación,"2915,2924,3599",yes
2287,INDUMIX,INDUMIX S A,Exportadora Habitual,curated,7309,2812,"Fabricación de tanques, depósitos y recipientes de metal",2812,yes
2287,INDUMIX,INDUMIX S A,Exportadora Habitual,curated,8474,2924,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,2924,yes
2287,INDUMIX,INDUMIX S A,Exportadora Habitual,curated,8705,3410,Fabricación de vehículos automotores,3410,yes
2398,LANAS MELODY,LABAQUE S.A.C.I.F.A.,Exportadora Habitual,curated,5107,1711,Preparación e hilandería de fibras textiles; tejeduría de productos textiles,1711,yes
2398,LANAS MELODY,LABAQUE S.A.C.I.F.A.,Exportadora Habitual,curated,5509,1711,Preparación e hilandería de fibras textiles; tejeduría de productos textiles,1711,yes
1321,MOSAICOS BLANGINO,JUAN BLANGINO S.A.,Exportadora Habitual,curated,3402,2424,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador",2424,yes
1321,MOSAICOS BLANGINO,JUAN BLANGINO S.A.,Exportadora Habitual,curated,3404,2424,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador",2424,yes
1321,MOSAICOS BLANGINO,JUAN BLANGINO S.A.,Exportadora Habitual,curated,6810,2695,"Fabricación de artículos de hormigón, cemento y yeso",2695,yes
4729,LA ELENENSE SA,LA ELENENSE S A,Exportadora Habitual,curated,6810,2695,"Fabricación de artículos de hormigón, cemento y yeso",2695,yes
3280,BESSO HNOS,BESSO HNOS SOC. DE HECHO DE BESSO OSCAR A.Y ANGEL C.,Exportadora Habitual,curated,0701,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,0112",yes
3280,BESSO HNOS,BESSO HNOS SOC. DE HECHO DE BESSO OSCAR A.Y ANGEL C.,Exportadora Habitual,curated,0703,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,0112",yes
5036,AGROPECUARIA VILLA DOLORES SA,AGROPECUARIA VILLA DOLORES S A,Exportadora Habitual,curated,0701,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,0112",yes
web_renault,"Renault Argentina (Planta Santa Isabel, Córdoba)",RENAULT ARGENTINA S.A.,Exportadora Habitual,curated,8703,3410,Fabricación de vehículos automotores,3410,yes
web_stellantis,"Stellantis (Complejo Industrial Ferreyra, Córdoba)",FCA AUTOMOBILES ARGENTINA S.A. / STELLANTIS ARGENTINA,Exportadora Habitual,curated,8703,3410,Fabricación de vehículos automotores,3410,yes
web_stellantis,"Stellantis (Complejo Industrial Ferreyra, Córdoba)",FCA AUTOMOBILES ARGENTINA S.A. / STELLANTIS ARGENTINA,Exportadora Habitual,curated,8704,3410,Fabricación de vehículos automotores,"2924,3410",yes
web_iveco,"Iveco Argentina (Planta Ferreyra, Córdoba)",IVECO ARGENTINA S.A.,Exportadora Habitual,curated,8704,3410,Fabricación de vehículos automotores,"2924,3410",yes
web_fpt,"FPT Industrial (Planta Ferreyra, Córdoba)",IVECO GROUP / FPT ARGENTINA,Exportadora Habitual,curated,8408,2911,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas","2911,2912,3110,3410,3430,3530,3591",yes
web_vw_cordoba,Volkswagen Argentina (Centro Industrial Córdoba),VOLKSWAGEN ARGENTINA S.A.,Exportadora Habitual,curated,8708,3430,Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores,"3190,3430,3610",yes
web_quilmes_cba,Cervecería Quilmes — Planta Córdoba,CERVECERÍA Y MALTERÍA QUILMES S.A.I.C.A. y G.,Exportadora Habitual,curated,2203,1553,"Elaboración de cerveza, bebidas malteadas y de malta",1553,yes
web_pritty,Pritty,PRITTY S.R.L.,Exportadora Habitual,curated,2202,1554,Elaboración de bebidas no alcohólicas; producción de aguas minerales,1554,yes
web_aca,Asociación de Cooperativas Argentinas (ACA) — Córdoba,ASOCIACIÓN DE COOPERATIVAS ARGENTINAS COOP. LTDA.,Exportadora Habitual,curated,1003,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
web_aca,Asociación de Cooperativas Argentinas (ACA) — Córdoba,ASOCIACIÓN DE COOPERATIVAS ARGENTINAS COOP. LTDA.,Exportadora Habitual,curated,1201,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
web_aca,Asociación de Cooperativas Argentinas (ACA) — Córdoba,ASOCIACIÓN DE COOPERATIVAS ARGENTINAS COOP. LTDA.,Exportadora Habitual,curated,1206,0111,"Cultivo de cereales, oleaginosas y forrajeras",0111,yes
web_aca,Asociación de Cooperativas Argentinas (ACA) — Córdoba,ASOCIACIÓN DE COOPERATIVAS ARGENTINAS COOP. LTDA.,Exportadora Habitual,curated,1006,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,1531",yes
web_lorenzati_ruetsch,"Lorenzati, Ruetsch y Cia S.A.","LORENZATI, RUETSCH Y CIA. S.A.",Exportadora Habitual,curated,1202,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,1513,1549",yes
web_lorenzati_ruetsch,"Lorenzati, Ruetsch y Cia S.A.","LORENZATI, RUETSCH Y CIA. S.A.",Exportadora Habitual,curated,1508,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
web_lorenzati_ruetsch,"Lorenzati, Ruetsch y Cia S.A.","LORENZATI, RUETSCH Y CIA. S.A.",Exportadora Habitual,curated,2305,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
web_olega,Olega,OLEGA S.A.,Exportadora Habitual,curated,1202,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,1513,1549",yes
web_olega,Olega,OLEGA S.A.,Exportadora Habitual,curated,1508,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
web_olega,Olega,OLEGA S.A.,Exportadora Habitual,curated,2305,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
web_indelma,INDELMA — Insa,INSA S.A. / INDELMA,Exportadora Habitual,curated,1202,0111,"Cultivo de cereales, oleaginosas y forrajeras","0111,1513,1549",yes
web_indelma,INDELMA — Insa,INSA S.A. / INDELMA,Exportadora Habitual,curated,2305,1514,Elaboración de aceites y grasas de origen vegetal,1514,yes
web_minetti,Jose Minetti y Cía. (Molino San José),JOSE MINETTI Y CIA. LTDA. S.A.C.I.,Exportadora Habitual,curated,1101,1531,Elaboración de productos de molinería,1531,yes
web_minetti,Jose Minetti y Cía. (Molino San José),JOSE MINETTI Y CIA. LTDA. S.A.C.I.,Exportadora Habitual,curated,2302,1531,Elaboración de productos de molinería,1531,yes
web_minetti,Jose Minetti y Cía. (Molino San José),JOSE MINETTI Y CIA. LTDA. S.A.C.I.,Exportadora Habitual,curated,1701,1542,Elaboración de azúcar,1542,yes
web_petroquimica_rt,Petroquímica Río Tercero,PETROQUÍMICA RÍO TERCERO S.A.,Exportadora Habitual,curated,2929,2411,"Fabricación de sustancias químicas básicas, excepto abonos y compuestos de nitrógeno","1551,2330,2411,2429",yes
web_atanor_rt,Atanor — Planta Río Tercero,ATANOR S.C.A.,Exportadora Habitual,curated,3808,2421,Fabricación de plaguicidas y  productos químicos de uso agropecuario,2421,yes
4117,AB FUNDAS,BERTONA ALFREDO JOSE,Exportadora Habitual,declared-ncm,8421,2919,Fabricación de  maquinaria de uso general n.c.p.,"2919,2922,2925,2926,2929,2930,3312",yes
4117,AB FUNDAS,BERTONA ALFREDO JOSE,Exportadora Habitual,declared-ncm,8714,3591,,"3591,3592,3699",no
219,ABELARDO CUFFIA SA,ABELARDO CUFFIA SOCIEDAD ANONIMA,Exportadora Habitual,declared-ncm,8421,2919,Fabricación de  maquinaria de uso general n.c.p.,"2919,2922,2925,2926,2929,2930,3312",yes
219,ABELARDO CUFFIA SA,ABELARDO CUFFIA SOCIEDAD ANONIMA,Exportadora Habitual,declared-ncm,8526,3190,Fabricación  de equipo eléctrico n.c.p.,"3190,3220,3312,3313",yes
219,ABELARDO CUFFIA SA,ABELARDO CUFFIA SOCIEDAD ANONIMA,Exportadora Habitual,declared-ncm,9031,3312,,"3190,3220,3312,3313",no
