hs4,hs_revision,supports_top50_line,top50_line_name,primary_ccod_rubro,primary_rubro_name,attribution_type,in_opex_named,n_firms,evidencing_firms_sample,evidence_sources,usd_promedio_anual,usd_acumulado_2023_2025,share_2023_2025,descripcion_top_ncm,n_ncm,max_rubro_opex_2023_2025_avg_usd
1005,HS92,106B,Maíz,106B,Maíz,clean,yes,62,ACEITERA GENERAL DEHEZA SA - AGD; FAMIGLIA ROSSI - MOLINOS ROSSI; GASTALDI HNOS. S.A.I Y C.F.E.I; GRUPO ARCOR; AGRÍCOLA PIQUILLÍN,targeted+registry-declared,2340622401.1069145,7021867203.3207445,0.2383545021860096," Maíz en grano, excluido para siembra",3,2340622401.1069145
2304,HS92,212AE,Subproductos oleaginosos de soja,212AE,Subproductos oleaginosos de soja,clean,yes,12,ACEITERA GENERAL DEHEZA SA - AGD; AGROSERVICIOS MEDITERRÁNEA; ALIMENTOS TANCACHA SA; ASR - ALIMENTOS SANTA ROSA; COOPERATIVA AGRICULTORES DEL SUR LTDA.,targeted+registry-declared,1546304981.9063494,4638914945.719048,0.1574661312374576, Harina y pellets de la extracción del aceite de soja,2,1546304981.9063494
1507,HS92,208AA,Aceite de soja,208AA,Aceite de soja,clean,yes,11,ACEITERA GENERAL DEHEZA SA - AGD; ALIMENTOS TANCACHA SA; ASR - ALIMENTOS SANTA ROSA; BIOFARMA; COOPERATIVA AGRICULTORES DEL SUR LTDA.,targeted+registry-declared,939796301.4322208,2819388904.296663,0.0957030401307767," Aceite de soja en bruto, incluso desgomado",4,939796301.4322208
1201,HS92,107A,Soja,107A,Soja,clean,yes,32,Asociación de Cooperativas Argentinas (ACA) — Córdoba; AGRÍCOLA PIQUILLÍN; AGROSERVICIOS MEDITERRÁNEA; ALIMENTOS TANCACHA SA; BRO FOOD SUPPLIER,targeted+registry-declared,739268174.6386791,2217804523.9160376,0.0752824965123084," Porotos de soja, incluso quebrantados, excluidos para siembra",2,739268174.6386791
1202,HS92,107D,Maní,107D,Maní,clean,yes,47,INCHIK; ACEITERA GENERAL DEHEZA SA - AGD; GASTALDI HNOS. S.A.I Y C.F.E.I; GEORGALOS; AGRO TRANSPORTES S.A.,targeted+registry-declared,700410059.3373471,2101230178.012041,0.0713254264936008," Maníes sin tostar ni cocer de otro modo, excluidos para siembra, sin cáscara, incluso quebrantados",3,700410059.3373471
8704,HS92,313BB,Vehículos automóviles terrestres,313BB,Vehículos automóviles terrestres,aggregate-broad-chapter,yes,3,"Stellantis (Complejo Industrial Ferreyra, Córdoba); Iveco Argentina (Planta Ferreyra, Córdoba); METALÚRGICA ROGER",targeted+registry-declared,432164096.30148345,1296492288.9044504,0.0440089174519959," Vehículos automóviles para transporte de mercancías, con motor de émbolo, de encendido por compresión (diésel o semidiésel) de peso total con carga máxima <= a 5 t n.c.o.p.",7,432164096.30148345
8703,HS92,313BB,Vehículos automóviles terrestres,313BB,Vehículos automóviles terrestres,aggregate-broad-chapter,yes,4,"CINZIA VEHÍCULOS; Renault Argentina (Planta Santa Isabel, Córdoba); Stellantis (Complejo Industrial Ferreyra, Córdoba); FIAT ARGENTINA",targeted+registry-declared,374632908.59951097,1123898725.798533,0.0381502972839635," Vehículos automóviles, principalmente para el transporte de personas, de cilindrada > a 1.000 cm3 y <= a 1.500 cm3, con capacidad <= a 6 personas",6,374632908.59951097
8708,HS92,313BC,Partes y piezas de vehículos y tractores,313BC,Partes y piezas de vehículos y tractores,aggregate-broad,yes,39,DENSO MANUFACTURING ARGENTINA SA; Volkswagen Argentina (Centro Industrial Córdoba); AIMAR FRENOS; AKWEL CORDOBA ARGENTINA SA; CAPEMI,targeted+registry-declared,320615417.837659,961846253.512977,0.0326494902705, Cajas de cambio para vehículos automóviles n.c.o.p.,35,320615417.837659
1001,HS92,106A,Trigo,106A,Trigo,clean,yes,17,ACEITERA GENERAL DEHEZA SA - AGD; ESTABLECIMIENTO SAN PATRICIO SA; GEVAL SA; NATURAL CROPS; PAREDES CEREALES S.A.,targeted+registry-declared,271976818.5059913,815930455.5179739,0.0276964362771511," Trigo y morcajo, excluidos trigo duro y para siembra",4,271976818.5059913
0402,HS92,203A,Leches preparadas,203A,Leches preparadas,clean,yes,10,FÁBRICA DE ALIMENTOS SANTA CLARA S.A.; LA VARENSE; LACTEAR SA; LAS TRES NIÑAS - GRUPO ADECOAGRO; MANFREY,targeted+registry-declared,166285178.5957011,498855535.7871033,0.0169334536601658," Leche entera, en polvo, gránulos o similares, sin azucarar, con contenido de materias grasas > a 1,5%",6,166285178.5957011
8408,HS92,312AA,"Motores de explosión o de combustión interna, de émbolos y sus partes",312AA,"Motores de explosión o de combustión interna, de émbolos y sus partes",aggregate-broad,yes,2,"FPT Industrial (Planta Ferreyra, Córdoba); ORESTE BERTA SA",targeted+registry-declared,164642525.8156448,493927577.4469344,0.016766176065339," Motores de émbolo, diésel o semidiésel, para vehículos automotores, cilindrada > a 3.500 cm3",3,164642525.8156448
1512,HS92,208AE,Aceite de girasol,208AE,Aceite de girasol,clean,yes,3,ACEITERA GENERAL DEHEZA SA - AGD; BRO FOOD SUPPLIER; MOLINO CAÑUELAS,targeted+registry-declared,133921581.84459151,401764745.53377455,0.0136377452242765," Aceite de girasol, en bruto",4,133921581.84459151
1508,HS92,208AC,Aceite de maní,208AC,Aceite de maní,clean,yes,12,"ACEITERA GENERAL DEHEZA SA - AGD; Lorenzati, Ruetsch y Cia S.A.; Olega; ACEITES DEL DESIERTO; ASR - ALIMENTOS SANTA ROSA",targeted+registry-declared,98721399.17005132,296164197.51015395,0.0100531764299768," Aceite de maní, en bruto",2,98721399.17005132
2008,HS92,210C,Duraznos conservados,210C,Duraznos conservados,clean,yes,34,INCHIK; DULCOR; GEORGALOS; DULCES ORIETA - GRUPO DULCOR; CROPPERS - GRUPO MANIAGRO,targeted+registry-declared,97486136.42000902,292458409.26002705,0.0099273849149866," Maníes preparados o conservados de otro modo, incluso con adición de azúcar o edulcorante o alcohol, n.c.o.p.",5,97486136.42000902
0405,HS92,203B,Manteca,203B,Manteca,clean,yes,3,FÁBRICA DE ALIMENTOS SANTA CLARA S.A.; TONADITA; EL CRAIKENSE,targeted+registry-declared,96390062.30330476,289170186.90991426,0.0098157675091537,Manteca,2,96390062.30330476
0404,HS92,199,Resto de productos primarios,199,Resto de productos primarios,confidential,no,3,LACTEAR SA; LACTEOS LA CRISTINA; SOBRERO Y CAGNOLO S.A. / CREMAC,registry-declared,96086661.43329433,288259984.299883,0.0097848710419149," Lactosuero, modificado o no, incluso concentrado con adición de azúcar o edulcorantes",2,96086661.43329433
2302,HS92,212B,"Afrecho, afrechillo, pellets (trigo, maíz, sorgo, mijo)",212B,"Afrecho, afrechillo, pellets (trigo, maíz, sorgo, mijo)",clean,yes,5,Jose Minetti y Cía. (Molino San José); GRANAM - COMPAÑÍA DE GRANOS AMERICANOS; GRUPO ARCOR; MOLINOS FÉNIX ALIMENTOS - MOLINOS FÉNIX NUTRICIÓN - GRUPO ALIMENTICIO SA; LINCE S.A.,targeted+registry-declared,74341088.84588213,223023266.5376464,0.0075704364853751," Salvados, moyuelos y demás residuos del cernido, de la molienda, o de otros tratamientos de las leguminosas",2,74341088.84588213
1007,HS92,106C,Sorgo granífero,106C,Sorgo granífero,clean,yes,8,ACEITERA GENERAL DEHEZA SA - AGD; CAVERZASI ORTIN SEMILLAS; EDUARDO LUSSO S.A.; LOS ALGARROBOS SEMILLAS HÍBRIDAS; PAREDES CEREALES S.A.,targeted+registry-declared,69413348.82571317,208240046.47713953,0.0070686259332527," Sorgo en grano, excluido para siembra",2,69413348.82571317
2306,HS92,212AB,Subproductos oleaginosos de girasol,212AB,Subproductos oleaginosos de girasol,clean,yes,3,ACEITERA GENERAL DEHEZA SA - AGD; BRO FOOD SUPPLIER; GRUPO ARCOR,targeted+registry-declared,55202159.26522596,165606477.7956779,0.0056214463234365," Tortas, harinas y pellets de la extración del aceite de girasol",2,55202159.26522596
1214,HS92,107Z,Resto semillas y frutos oleaginosos,107Z,Resto semillas y frutos oleaginosos,resto-or-broad,yes,16,PELLFOOD; ALFABAN SRL; ALFALFAR; ALFALFAS LIMENTOS; ALFASOUTH SAS,targeted+registry-declared,45368283.01155546,136104849.0346664,0.0046200252151476,"Plantas,raíces y productos forrajeros excluidas harina y ""pellets"" de alfalfa",2,45368283.01155546
3501,HS92,213B,"Caseína,albúminas,gelatinas y sus derivados",213B,"Caseína,albúminas,gelatinas y sus derivados",clean,yes,0,,,45048860.88154451,135146582.64463353,0.0045874972419256,Caseína,1,45048860.88154451
0406,HS92,203C,Quesos,203C,Quesos,clean,yes,15,FÁBRICA DE ALIMENTOS SANTA CLARA S.A.; ARTE & SABORES DELICATESSEN / CALEUFU GOURMET; ESTILO REAL – ARROYO CABRAL; LACTEAR SA; LACTEOS CDS - LACNAT - LOMBARDE,targeted+registry-declared,43695133.111498095,131085399.33449428,0.0044496419823279,"Queso de pasta semidura,c/contenido de humedad >= al 36,0% y < al 46,0%",9,43695133.111498095
2207,HS92,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,yes,3,ACA BIO; BIO4; PORTA HNOS S.A.,registry-declared,39925228.34136884,119775685.02410652,0.004065738207696," Alcohol etílico sin desnaturalizar con grado alcohólico volumétrico <= a 80% vol, con un contenido de agua <= a 1% vol",3,39925228.34136884
1806,HS92,209CB,Preparaciones de cacao,209CB,Preparaciones de cacao,clean,yes,9,ESNAOLA - GRUPO DULCOR; GEORGALOS; CERRO AZUL; CHOCOLATES BARILOCHE - GRUPO PALMESANO; GRUPO ARCOR,targeted+registry-declared,34880773.42452924,104642320.27358772,0.0035520421326972,"Chocolate y preparaciones alimenticias c/cacao,ncop.",7,34880773.42452924
1704,HS92,209B,Artículos de confitería sin cacao,209B,Artículos de confitería sin cacao,clean,yes,9,DULCOR; GEORGALOS; CHOCOLATES BARILOCHE - GRUPO PALMESANO; GRUPO ARCOR; JL PRODUCTOS ALIMENTICIOS,targeted+registry-declared,34012176.86783278,102036530.60349834,0.0034635896340054," Bombones, caramelos, confites y pastillas sin cacao",4,34012176.86783278
3502,HS92,213B,"Caseína,albúminas,gelatinas y sus derivados",213B,"Caseína,albúminas,gelatinas y sus derivados",clean,yes,0,,,33158954.76780353,99476864.3034106,0.0033767027748476,Lactoalbúmina incluido los concentrados de dos o más proteínas de lactosuero,2,33158954.76780353
3823,HS92,302JZ,Resto de los productos diversos de las industrias químicas,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,yes,1,ACEITERA GENERAL DEHEZA SA - AGD,registry-declared,31722009.58442092,95166028.75326276,0.0032303731688027,Ácidos grasos monocarboxílicos industriales ncop.,1,31722009.58442092
3826,HS92,39899,Manufacturas de origen industrial (confidencial),39899,Manufacturas de origen industrial (confidencial),confidential,no,0,,,31253992.18107155,93761976.54321463,0.0031827131724116," Biodiésel y sus mezclas, sin aceites de petróleo o de mineral bituminoso",1,31253992.18107155
0202,HS92,201AA,Carne bovina,201AA,Carne bovina,clean,yes,8,BUSTOS Y BELTRAN S.A. / GRUPO BELTRÁN; FRIGORÍFICO PAMPA DE VARE; FRIGORÍFICO RIO SEGUNDO; LA PASTORIL; PILAGÁ CARNES,targeted+registry-declared,31079147.961065553,93237443.88319668,0.0031649081189353," Carne bovina, congelada, deshuesada",4,31079147.961065553
0713,HS92,104C,Legumbres,104C,Legumbres,clean,yes,47,FAMIGLIA ROSSI - MOLINOS ROSSI; ALEMAR SA / FUNNY; BARBALE AGROPECUARIA; BRO FOOD SUPPLIER; CAMPO YAQUICHO,targeted+registry-declared,28699195.240983963,86097585.72295189,0.0029225484604303," Garbanzos secos desvainados, aunque estén mondados o partidos, excluidos para siembra",12,28699195.240983963
0201,HS92,201AA,Carne bovina,201AA,Carne bovina,clean,yes,6,BUSTOS Y BELTRAN S.A. / GRUPO BELTRÁN; FRIGORÍFICO PAMPA DE VARE; FRIGORÍFICO RIO SEGUNDO; LA PASTORIL; PILAGÁ CARNES,targeted+registry-declared,25603899.34087784,76811698.02263352,0.0026073426788231," Carne bovina, fresca o refrigerada, deshuesada",1,25603899.34087784
3507,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,25545742.53420918,76637227.60262755,0.0026014203494907,Preparaciones enzimáticas excluidas a base de celulasas y transglutaminasa,8,25545742.53420918
2923,HS92,302B,Productos químicos orgánicos,302B,Productos químicos orgánicos,aggregate-broad-chapter,yes,2,ACEITERA GENERAL DEHEZA SA - AGD; WILBEY TENSOACTIVOS ARGENTINOS SRL,targeted+registry-declared,25046825.0575254,75140475.1725762,0.0025506136808325, Lecitina y demás fosfoaminolípidos,1,25046825.0575254
1905,HS92,207CB,"Pastas alimenticias, productos de panadería...",207CB,"Pastas alimenticias, productos de panadería...",clean,yes,24,DULCOR; CERRO AZUL; BOMPANING; FÁBRICA DE PASTAS BETTINI; FIRENZE S.R.L.,targeted+registry-declared,24754443.59751538,74263330.79254614,0.0025208393621231,Galletas dulces c/adición de edulcorante,6,24754443.59751538
2309,HS92,212Z,Resto de residuos alimenticios y preparados para animales,212Z,Resto de residuos alimenticios y preparados para animales,aggregate-resto,yes,24,ALIMENTOS TANCACHA SA; ALVICOR / LUCERITO; BIOFARMA; COOPERATIVA AGRICULTORES DEL SUR LTDA.; DER EXPORT SA,registry-declared,24279013.317499075,72837039.95249723,0.0024724244842411,Preparaciones alimenticias p/animales c/elementos nutritivos balanceado(piensos compuestos completos),4,24279013.317499075
0409,HS92,103,Miel,103,Miel,clean,yes,9,DULCOR; CAPYC; FEDERACIÓN DE JÓVENES AGRARIOS COOP. Y MUTUALISTAS; MIEL DE MONTE; APICOLA JAUREGUI,targeted+registry-declared,23427413.31413656,70282239.94240968,0.0023857028093707, Miel natural,1,23427413.31413656
9998,HS92,39899,Manufacturas de origen industrial (confidencial),39899,Manufacturas de origen industrial (confidencial),confidential,no,0,,,22914141.620785613,68742424.86235684,0.0023334343961072, Aprovisionamiento de combustibles y lubricantes a buques y aeronaves,3,22914141.620785613
3920,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,6,KARIKAL; KLOCKNER PENTAPLAST DE ARGENTINA; PLÁSTICOS DEL PACÍFICO; VITOPEL ARGENTINA SA; FOBOS - CLIPSAR,registry-declared,22676606.694110807,68029820.08233242,0.002309245308977,"Placas,hojas y tiras de polímeros de cloruro de vinilo ncop.",13,22676606.694110807
4010,HS92,304,Cauchos y sus manufacturas,304,Cauchos y sus manufacturas,aggregate-broad-chapter,yes,2,DAYCO; KÜGELLAGER,targeted+registry-declared,22634297.730776023,67902893.19232807,0.0023049368259475,"Correas de transmisión s/fin,de caucho vulcanizado,circunferencia > a 60cm.y <= a 150cm.,c/muescas",7,22634297.730776023
2106,HS92,299,Resto de MOA (Manufacturas de Origen Agropecuario),299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,yes,21,VERTRAUEN; ACEITERA GENERAL DEHEZA SA - AGD; CAVOUR DESARROLLOS; COREX; GRUPO ARCOR,targeted+registry-declared,19205745.13065847,57617235.39197541,0.0019557942441141,"Chicles y otras gomas de mascar,s/azúcar",6,19205745.13065847
0205,HS92,201AZ,"Carnes frescas refrigeradas o congeladas excluido las bovinas,ovinas,caprinas,porcinas.aves,liebres y conejos",201AZ,"Carnes frescas refrigeradas o congeladas excluido las bovinas,ovinas,caprinas,porcinas.aves,liebres y conejos",aggregate-resto,yes,0,,,18346831.150629025,55040493.45188707,0.0018683277591169," Carne de la especie caballar, asnal o mular, fresca, refrigerada o congelada",1,18346831.150629025
1101,HS92,207A,Harina de trigo,207A,Harina de trigo,clean,yes,16,FAMIGLIA ROSSI - MOLINOS ROSSI; COOPERATIVA AGRICOLA GANADERA DE JUSTINIANO POSSE; GASTALDI HNOS. S.A.I Y C.F.E.I; Jose Minetti y Cía. (Molino San José); MARIMBO,targeted+registry-declared,18205979.07729086,54617937.23187257,0.0018539842555229, Harina de trigo,1,18205979.07729086
1518,HS92,208AZ,Otros aceites,208AZ,Otros aceites,aggregate-resto,yes,2,ALIMENTOS TANCACHA SA; ASR - ALIMENTOS SANTA ROSA,registry-declared,14904822.270511014,44714466.81153304,0.0015178148729921,"Grasas,aceites animales o vegetales cocidos,oxidados,deshidratados,sulfurados excluidos aceite vegetal epoxidado y grasas y aceites hidrogenados,refinados",1,14904822.270511014
8433,HS92,312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",aggregate-broad,yes,35,AGROMEC SA; AMADAS; EVOLUTION CONTROL CABLE; FRANCO FABRIL; GEA GERGOLET AGRÍCOLA,registry-declared,14286078.2404898,42858234.721469395,0.0014548058095966,Cosechadoras ncop.,12,14286078.2404898
8504,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,10,ARTECHE; ELECTROPART CORDOBA; MAYO TRANSFORMADORES; NOSSO; SERVELEC SRL,targeted+registry-declared,14180204.357152836,42540613.07145851,0.0014440242684367,"Transformadores de dieléctrico líquido,de potencia > a 10000 kVA",18,14180204.357152836
2303,HS92,299,Resto de MOA (Manufacturas de Origen Agropecuario),299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,yes,3,ACA BIO; BIO4; PORTA HNOS S.A.,registry-declared,14169380.300485795,42508140.901457384,0.0014429220134821,Heces y desperdicios de cervecería o destilería,2,14169380.300485795
8432,HS92,312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",aggregate-broad,yes,30,AGROMETAL SAI; AKRON; ASCANELLI SA; AGROMEC SA; BTI AGRI,targeted+registry-declared,13752605.767138176,41257817.30141453,0.0014004802738948,"Partes de máquinas,aparatos y artefactos agrícolas,hortícolas o silvícolas",10,13752605.767138176
2918,HS92,302B,Productos químicos orgánicos,302B,Productos químicos orgánicos,aggregate-broad-chapter,yes,0,,,12564419.947097436,37693259.841292314,0.0012794827821566,"Ácido 2,4-diclorofenoxiacético (2,4-D),sus sales y ésteres",2,12564419.947097436
2105,HS92,299,Resto de MOA (Manufacturas de Origen Agropecuario),299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,yes,1,GRIDO,registry-declared,11529517.353728624,34588552.061185874,0.0011740947057472,"Helados incluso c/cacao,en envases <= a 2kg.",2,11529517.353728624
9021,HS92,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,yes,5,PROMEDON S.A.; INFOREST SRL; RAOMED SA; SILMAG SA; IMPLANT ARGENTINA - YNMO,targeted+registry-declared,11230123.01705169,33690369.05115507,0.0011436062390717,"Artículos y aparatos p/prótesis,ncop.",7,11230123.01705169
1517,HS92,208AZ,Otros aceites,208AZ,Otros aceites,aggregate-resto,yes,4,ASR - ALIMENTOS SANTA ROSA; MOLINO CAÑUELAS; PRONOR; RDC S.A / RDC LEVADURAS / GRUPO BELTRÁN,registry-declared,11146590.59704883,33439771.791146487,0.0011350998142948," Mezclas de aceites refinados, en envases <= a 5 l",3,11146590.59704883
2202,HS92,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,yes,4,Pritty; GRUPO ARCOR; BIOSA LATAM; ILEX NATURAL ENERGY / PRODUCTOS ESENCIALES,targeted+registry-declared,10638405.34036474,31915216.021094214,0.001083349372268,"Bebidas no alcohólicas excluído todo tipo de agua, suplementos dietarios, preparaciones alimenticias para propósitos médicos específicos, etc",2,10638405.34036474
8418,HS92,312AC,"Material, máquinas y aparatos para la producción de frío y sus partes",312AC,"Material, máquinas y aparatos para la producción de frío y sus partes",aggregate-broad,yes,5,DENSO MANUFACTURING ARGENTINA SA; ETI; FAME SA; FRUSSO; JORVIC,registry-declared,10546663.31702826,31639989.95108478,0.0010740069322864,"Partes de refrigeradores,congeladores y otro material,máquinas y aparatos p/producción de frío o calor excluidos de la partida 8415,ncop.",7,10546663.31702826
8409,HS92,312AA,"Motores de explosión o de combustión interna, de émbolos y sus partes",312AA,"Motores de explosión o de combustión interna, de émbolos y sus partes",aggregate-broad,yes,9,AKWEL CORDOBA ARGENTINA SA; DAYCO; FUNDICIÓN ARIENTE; PERNOS PESCARA; PERTRAK,registry-declared,10071752.00034531,30215256.001035932,0.001025644902419,"Partes de motores de émbolo,de explosión,ncop.",18,10071752.00034531
2305,HS92,212AD,Subproductos oleaginosos de maní,212AD,Subproductos oleaginosos de maní,clean,yes,7,"Lorenzati, Ruetsch y Cia S.A.; Olega; INDELMA — Insa; ASR - ALIMENTOS SANTA ROSA; GC EXPORT SA - GRUPO CAVIGLIASSO S.A.",targeted+registry-declared,9746149.907000814,29238449.72100244,0.0009924875999711,Tortas y residuos sólidos de la extracción del aceite de maní,1,9746149.907000814
8428,HS92,312AF,"Máquinas y aparatos para la elevación, carga y descarga",312AF,"Máquinas y aparatos para la elevación, carga y descarga",aggregate-broad,yes,32,AXIONLIFT; AKRON; CONMECA; COSTANTINI; ENVAMEC,targeted+registry-declared,9536595.42032696,28609786.260980885,0.0009711478677152,"Máquinas y aparatos de elevación,carga,descarga o manipulación,ncop.",5,9536595.42032696
8413,HS92,312AB,"Bombas, motobombas, turbobombas y sus partes",312AB,"Bombas, motobombas, turbobombas y sus partes",aggregate-broad,yes,18,BERTOTTO BOGLIONE; ANTARES SRL; EDGE INSTRUMENTS; IMEGEN; INDUSTRIA JM,targeted+registry-declared,9287080.01365174,27861240.04095522,0.0009457387626337,"Bombas volumétricas rotativas,de engranajes,de caudal <= a 300l./min.",16,9287080.01365174
8527,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,9091458.790311702,27274376.370935105,0.0009258179077003,"Aparatos receptores de radiodifusión para automóviles, que solo funcionan con fuente de energía exterior, combinados con grabador o reproductor de sonido",2,9091458.790311702
1206,HS92,107B,Girasol,107B,Girasol,clean,yes,13,Asociación de Cooperativas Argentinas (ACA) — Córdoba; AGRO ARG SRL; BARBALE AGROPECUARIA; BRO FOOD SUPPLIER; COTAGRO,targeted+registry-declared,8851426.630303474,26554279.890910424,0.0009013745177796," Semillas de girasol, incluso quebrantadas, excluidas para siembra",2,8851426.630303474
3923,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,17,BERTOTTO BOGLIONE; CAPYC; DIMAT S.R.L.; EXTRUSYSTEM - GRUPO IN PACK; INFOREST SRL,registry-declared,8501145.660291463,25503436.98087439,0.0008657040712381,"Tapones,tapas,cápsulas y otros dispositivos de cierre,de plástico",11,8501145.660291463
4009,HS92,304,Cauchos y sus manufacturas,304,Cauchos y sus manufacturas,aggregate-broad-chapter,yes,3,CAUPLAS; HYDROM OLEODINAMICA S.R.L; OLEOHIDRÁULICA TECNICORD S.A.,registry-declared,8134222.070278885,24402666.210836653,0.0008283388432559,"Tubos de caucho vulcanizado,s/endurecer,reforzados y combinados de otro modo solamente c/materia textil,s/accesorios",12,8134222.070278885
8544,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,4,CIS GROUP; ABEL CHASCO; COMPUTROL; MAP SA,registry-declared,8060350.8702763505,24181052.61082905,0.0008208162573427, Juegos de cables para bujías de encendido y otros juegos de cables utilizados en los medios de transporte,7,8060350.8702763505
1702,HS92,209Z,Resto de azúcar  y artículos de confitería ,209Z,Resto de azúcar  y artículos de confitería ,aggregate-resto,yes,2,GRUPO ARCOR; JAMER Y BUEN PAN,targeted+registry-declared,7735031.970265197,23205095.91079559,0.0007876877935516,Jarabe de fructosa c/contenido > a 50%,3,7735031.970265197
1003,HS92,106ZB,Cebada,106ZB,Cebada,clean,yes,3,Asociación de Cooperativas Argentinas (ACA) — Córdoba; PAREDES CEREALES S.A.; SAGRA,targeted+registry-declared,7672659.200263058,23017977.600789174,0.0007813361366005," Cebada en grano, excluida cervecera",3,7672659.200263058
9018,HS92,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,yes,13,FEAS ELECTRONICA; CEC; DENIMED EQUIPAMIENTOS ODONTOLÓGICOS; GACELA DENTAL; LEISTUNG INGENIERÍA,targeted+registry-declared,7629377.520261574,22888132.56078472,0.0007769285981246,"Sondas,catéteres y cánulas,ncop.",15,7629377.520261574
9019,HS92,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,yes,6,LEISTUNG INGENIERÍA; TECME S.A.; ACCME; BIARTIC SA; DYSEM,registry-declared,7039417.590241347,21118252.770724043,0.0007168507293649,Aparatos de oxigenoterapia,4,7039417.590241347
1104,HS92,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,yes,10,AGROSERVICIOS MEDITERRÁNEA; ALIMENTOS TANCACHA SA; ALVICOR / LUCERITO; DER EXPORT SA; GRANAM - COMPAÑÍA DE GRANOS AMERICANOS,registry-declared,6991387.526906366,20974162.5807191,0.000711959644912," Granos de maíz mondados, troceados, perlados o quebrantados",1,6991387.526906366
1901,HS92,299,Resto de MOA (Manufacturas de Origen Agropecuario),299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,yes,18,LA BLANCA SA; FÁBRICA DE ALIMENTOS SANTA CLARA S.A.; DULCOR; CAPYC; CELIDARINA,targeted+registry-declared,6864940.280235365,20594820.840706095,0.0006990830397326,"Mezclas y pastas para la preparación de productos de panadería, pastelería o galletitería, de la partida 19,05, n.c.o.p.",5,6864940.280235365
0207,HS92,201AE,Carne de Ave,201AE,Carne de Ave,clean,yes,1,INDACOR SA,registry-declared,5289067.2668480035,15867201.80054401,0.0005386058831282," Trozos y despojos de gallos o gallinas, congelados",9,5289067.2668480035
0206,HS92,199,Resto de productos primarios,199,Resto de productos primarios,confidential,no,5,BUSTOS Y BELTRAN S.A. / GRUPO BELTRÁN; FRIGORIFICO SAN FRANCISCO SA / GRUPO BELTRÁN; MENUDENCIAS DEL CENTRO S.A. - GRUPO BELTRÁN; RDC S.A / RDC LEVADURAS / GRUPO BELTRÁN; FRIGORÍFICO NOVARA SA / GRUPO BELTRÁN,targeted+registry-declared,4879853.200167308,14639559.60050192,0.0004969340546841,Despojos de la especie bovina ncop.congelados,9,4879853.200167308
8807,HS92,39899,Manufacturas de origen industrial (confidencial),39899,Manufacturas de origen industrial (confidencial),confidential,no,0,,,4826132.880165464,14478398.640496394,0.0004914635097021,"Partes de aviones, helicópteros o aeronaves no tripuladas, n.c.o.p.",1,4826132.880165464
0703,HS92,104A,Cebollas,104A,Cebollas,clean,yes,2,BESSO HNOS; AGROPLANT,targeted+registry-declared,4536008.423488851,13608025.270466551,0.0004619190302463," Ajos frescos o refrigerados, excluidos para siembra",3,4536008.423488851
