hs4,hs_revision,supports_top50_line,top50_line_name,primary_ccod_rubro,primary_rubro_name,attribution_type,in_opex_named,n_firms,evidencing_firms_sample,evidence_sources,usd_promedio_anual,usd_acumulado_2023_2025,share_2023_2025,descripcion_top_ncm,n_ncm,max_rubro_opex_2023_2025_avg_usd
8306,HS92,311G,Manufacturas diversas de metales comunes,311G,Manufacturas diversas de metales comunes,clean,yes,0,,,1881.6833333978473,5645.050000193542,1.9161898732219659e-07,"Estatuillas y objetos de adorno,de metal común,ncop.",3,1881.6833333978473
8506,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,1845.8433333966184,5537.530000189855,1.879692634903647e-07,"Pilas de litio,c/volumen exterior <= a 300cm3",1,1845.8433333966184
4007,HS92,304,Cauchos y sus manufacturas,304,Cauchos y sus manufacturas,aggregate-broad-chapter,yes,0,,,1819.2800000623745,5457.840000187123,1.8526421799037695e-07,Cuerdas de caucho vulcanizado,1,1819.2800000623745
7312,HS92,311AZ,"Resto de arrabio,fundición,hierro o acero",311AZ,"Resto de arrabio,fundición,hierro o acero",aggregate-resto,yes,0,,,1787.4400000612827,5362.320000183849,1.8202182940763344e-07,"Cables de hierro o acero,s/aislar p/electricidad,excluidos revestidos c/bronce o latón",2,1787.4400000612827
5109,HS92,215,Lanas elaboradas,215,Lanas elaboradas,clean,yes,2,LANAS MELODY; CORUJA,registry-declared,1760.4266667270228,5281.280000181068,1.792709586921232e-07,"Hilados de lana o pelo fino,peso >= 85%,s/acondicionar p/la venta por menor",1,1760.4266667270228
6910,HS92,309B,Productos cerámicos,309B,Productos cerámicos,clean,yes,0,,,1736.940000059551,5210.820000178654,1.768792218878926e-07,"Artículos p/usos sanitarios,de porcelana",2,1736.940000059551
6210,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,2,INFOREST SRL; ZB ARGENTINA /GUANTEX INDUSTRIAL,registry-declared,1733.3333333927606,5200.000000178282,1.7651194127163125e-07,"Prendas de vestir p/hombres o niños,excluidas de punto,cauchutadas,revestidas de plástico u otras materias,ncop.",1,1733.3333333927606
6205,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,2,INFOREST SRL; 21 DE SEPTIEMBRE,registry-declared,1674.2400000574016,5022.720000172205,1.7049424185843228e-07,"Camisas excluidas de punto,de fibras sintéticas o artificiales,p/hombres o niños",2,1674.2400000574016
6306,HS92,307I,Otros artículos de tejidos confeccionados,307I,Otros artículos de tejidos confeccionados,clean,yes,1,RAPPACHIANI,registry-declared,1668.2100000571943,5004.630000171584,1.6988018397043152e-07,Tiendas(carpas)de fibras sintéticas,4,1668.2100000571943
7305,HS92,311AE,"Tubos y caños de fundición, hierro o acero",311AE,"Tubos y caños de fundición, hierro o acero",clean,yes,0,,,1666.6800000571425,5000.040000171427,1.6972437823765522e-07,"Tubos de hierro o acero,diámetro exterior > a 406,4mm.ncop.",1,1666.6800000571425
9030,HS92,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,yes,2,NOSSO; SERVELEC SRL,registry-declared,1665.5000000571015,4996.500000171305,1.6960421433917414e-07,"Aparatos p/medida o control de tensión,intensidad,resistencia o potencia de magnitudes eléctricas c/dispositivo registrador",1,1665.5000000571015
3305,HS92,302F,"Aceites esenciales y resinoides (perfume, cosmética, tocador)",302F,"Aceites esenciales y resinoides (perfume, cosmética, tocador)",clean,yes,1,JOSE GUMA S.A.,registry-declared,1600.000000054856,4800.000000164568,1.629340996353519e-07,Champúes,1,1600.000000054856
0706,HS92,104Z,Resto de hortalizas y legumbres sin elaborar,104Z,Resto de hortalizas y legumbres sin elaborar,resto,yes,0,,,1551.0900000531792,4653.270000159538,1.5795340787712377e-07,Zanahorias y nabos frescos o refrigerados,1,1551.0900000531792
6006,HS92,39899,Manufacturas de origen industrial (confidencial),39899,Manufacturas de origen industrial (confidencial),confidential,no,1,HAUSE MOBEL S.A.,registry-declared,1536.7100000526862,4610.1300001580585,1.5648903765665106e-07,Tejidos de punto de fibras sinteticas teñidos de nailon o demas poliamidas,2,1536.7100000526862
6405,HS92,308,Calzado y sus componentes,308,Calzado y sus componentes,clean,yes,1,FLEXIMAR - INDIAN,registry-declared,1514.2533333852498,4542.760000155749,1.542021896790607e-07,Calzado ncop.c/suela de caucho o plástico y parte superior de cuero regenerado,2,1514.2533333852498
3406,HS92,302G,"Jabones, productos orgánicos tensoactivos, ceras",302G,"Jabones, productos orgánicos tensoactivos, ceras",clean,yes,1,LUZ DEL NORTE,registry-declared,1509.7633333850956,4529.290000155287,1.53744955861959e-07,"Velas,cirios y artículos similares",1,1509.7633333850956
8547,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,1,AKWEL CORDOBA ARGENTINA SA,registry-declared,1457.706666716644,4373.120000149933,1.4844382704111465e-07,"Piezas aislantes,tubos aisladores y sus piezas de unión p/usos eléctricos,ncop.",2,1457.706666716644
7314,HS92,311AZ,"Resto de arrabio,fundición,hierro o acero",311AZ,"Resto de arrabio,fundición,hierro o acero",aggregate-resto,yes,1,METALURGICA RE SRL,registry-declared,1427.500000048942,4282.500000146826,1.4536776701841557e-07,"Telas metálicas tejidas de hierro o acero,ncop.",1,1427.500000048942
8502,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,2,GIACOBONE; ROSSUAR,registry-declared,1333.3333333790467,4000.000000137141,1.357784163627933e-07,"Grupo electrógeno c/motor de émbolo de encendido por compresión,de potencia <= a 75kVA excluido de corriente alterna",1,1333.3333333790467
3203,HS92,213Z,Otros extractos curtientes y tintóreos excluido extracto de quebracho,213Z,Otros extractos curtientes y tintóreos excluido extracto de quebracho,clean,yes,1,ALFA ARGENTINA SA,registry-declared,1328.66666671222,3986.00000013666,1.353031919055235e-07,Materias colorantes vegetales ncop.,1,1328.66666671222
2940,HS92,302B,Productos químicos orgánicos,302B,Productos químicos orgánicos,aggregate-broad-chapter,yes,0,,,1306.666666711466,3920.000000134398,1.330628480355374e-07,"Éteres y ésteres de los azúcares químicamente puros y sus sales,ncop.",1,1306.666666711466
7211,HS92,311AC,"Chapas y planchas de fundición,hierro o acero",311AC,"Chapas y planchas de fundición,hierro o acero",clean,yes,0,,,1304.9233333780728,3914.770000134218,1.3288531775614308e-07,"Productos planos de hierro,acero s/alear,laminados en caliente ancho < a 600mm.s/chapar,ncop.",1,1304.9233333780728
6815,HS92,309A,Manufacturas de piedra y amianto,309A,Manufacturas de piedra y amianto,clean,yes,0,,,1302.6866667113295,3908.060000133989,1.326575494626945e-07,"Manufacturas de grafito u otros carbonos, para usos distintos de los eléctricos",1,1302.6866667113295
7419,HS92,311B,Cobre,311B,Cobre,clean,yes,0,,,1298.676666711192,3896.030000133576,1.3224919587548338e-07,Muelles (resortes) de cobre,3,1298.676666711192
7313,HS92,311AZ,"Resto de arrabio,fundición,hierro o acero",311AZ,"Resto de arrabio,fundición,hierro o acero",aggregate-resto,yes,0,,,1275.0000000437135,3825.000000131141,1.298381106469211e-07,"Alambres de púas,de hierro o acero,alambres y flejes de hierro o acero,torcidos,incluidos de púas utilzados p/cercar",1,1275.0000000437135
7103,HS92,310A,Piedras y metales preciosos,310A,Piedras y metales preciosos,clean,yes,0,,,1258.5766667098171,3775.730000129451,1.281656600033724e-07,"Piedras preciosas o semipreciosas naturales ncop.,trabajadas excluidas simplemente aserradas o desbastadas",1,1258.5766667098171
4014,HS92,304,Cauchos y sus manufacturas,304,Cauchos y sus manufacturas,aggregate-broad-chapter,yes,0,,,1250.5300000428745,3751.590000128624,1.273462372606229e-07,Preservativos de caucho vulcanizado s/endurecer,1,1250.5300000428745
3404,HS92,302G,"Jabones, productos orgánicos tensoactivos, ceras",302G,"Jabones, productos orgánicos tensoactivos, ceras",clean,yes,1,MOSAICOS BLANGINO,targeted+registry-declared,1232.550000042258,3697.650000126774,1.2551526531597066e-07,"Ceras artificiales,ncop.",1,1232.550000042258
8505,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,1143.6366667058762,3430.910000117629,1.1646088162081777e-07,"Imanes permanentes y artículos destinados a ser imantados permanentemente,de metal",4,1143.6366667058762
8533,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,1123.290000038512,3369.870000115536,1.1438890298712155e-07,Resistencias eléctricas fijas ncop.,5,1123.290000038512
9617,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,1,BELLO EXPORT S.R.L.,registry-declared,1092.266666704115,3276.8000001123455,1.1122967868440027e-07,Termos y otros recipientes isotérmicos,1,1092.266666704115
2528,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,1082.666666703786,3248.000000111358,1.1025207408658817e-07,"Boratos naturales y sus concentrados,excluido los boratos extraídos de las salmueras naturales-ácido bórico natural c/un contenido de H3BO3 <= al 85 % calculado sobre producto seco",1,1082.666666703786
6406,HS92,308,Calzado y sus componentes,308,Calzado y sus componentes,clean,yes,2,MOPLEX; GOMAS GASPAR,registry-declared,1027.5800000352306,3082.7400001056917,1.0464238881455933e-07,"Suelas y tacos de calzado,de caucho o plástico",1,1027.5800000352306
8416,HS92,312AZ,"Resto de máquinas, aparatos y artículos mecánicos",312AZ,"Resto de máquinas, aparatos y artículos mecánicos",aggregate-resto,yes,0,,,1025.8133333685034,3077.44000010551,1.0446248241287865e-07,Quemadores de combustibles líquidos,1,1025.8133333685034
6209,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,0,,,1022.0400000350406,3066.120000105122,1.0407822949457193e-07,"Prendas y accesorios de vestir excluidos de punto,de algodón,para bebés",2,1022.0400000350406
8308,HS92,311G,Manufacturas diversas de metales comunes,311G,Manufacturas diversas de metales comunes,clean,yes,1,FERRETERA GENERAL PAZ SRL,registry-declared,1016.0866667015032,3048.26000010451,1.0347197886551207e-07,"Remaches tubulares o c/espiga hendida,de metal común",2,1016.0866667015032
6301,HS92,307I,Otros artículos de tejidos confeccionados,307I,Otros artículos de tejidos confeccionados,clean,yes,2,EL TELAR; BONOMI RESISTENCIAS ELÉCTRICAS,registry-declared,1012.9066667013942,3038.720000104183,1.031481473424868e-07,"Mantas de lana o pelo fino, excluidas las eléctricas",4,1012.9066667013942
7311,HS92,311AZ,"Resto de arrabio,fundición,hierro o acero",311AZ,"Resto de arrabio,fundición,hierro o acero",aggregate-resto,yes,2,MBA S.A.; RAPPACHIANI,registry-declared,999.9933333676184,2999.9800001028552,1.0183313338001317e-07,"Recipientes p/gases comprimidos o licuados,de fundición,hierro o acero",1,999.9933333676184
3908,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,0,,,960.360000032926,2881.0800000987783,9.779711995362913e-08,"Poliamida-6 o -6,6,c/carga,en trozos,polvo,gránulos,copos y similares",1,960.360000032926
9703,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,2,CASA TALLER EL RANCHO; PABLO SALVADOR ROCAHA,registry-declared,905.000000031028,2715.000000093084,9.215960010624595e-08,"Obras originales de estatuaria o escultura, de cualquier materia, de no más de 100 años",1,905.000000031028
2521,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,898.7133333641459,2696.1400000924377,9.151940487309537e-08,Piedras p/la fabricación de cal o cemento,1,898.7133333641459
4414,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,885.6866666970325,2657.060000091097,9.019284974523089e-08,,2,885.6866666970325
7310,HS92,311AZ,"Resto de arrabio,fundición,hierro o acero",311AZ,"Resto de arrabio,fundición,hierro o acero",aggregate-resto,yes,1,TEKNIX,registry-declared,849.3333333624529,2548.000000087359,8.649085122309931e-08,"Barriles,tambores,latas y similares capacidad < a 50l.ncop.de fundición,hierro o acero,excluidos p/gases y alimentos",2,849.3333333624529
3212,HS92,302E,"Extractos curtientes y tintóreos, pinturas y tintas",302E,"Extractos curtientes y tintóreos, pinturas y tintas",clean,yes,1,QUIMEX,registry-declared,843.6100000289233,2530.83000008677,8.590802237086202e-08,"Pigmentos dispersos ncop.,utilizados p/fabricación de pinturas,tintes y similares,acondicionados p/la venta x menor",1,843.6100000289233
3811,HS92,302JZ,Resto de los productos diversos de las industrias químicas,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,yes,0,,,841.0000000288337,2523.000000086501,8.564223612083186e-08,"Aditivos p/aceites lubricantes,c/aceites de petróleo o minerales bituminosos ncop.",2,841.0000000288337
6212,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,0,,,785.5633333602665,2356.6900000807996,7.999690901450782e-08,Corpiños,1,785.5633333602665
7116,HS92,310A,Piedras y metales preciosos,310A,Piedras y metales preciosos,clean,yes,0,,,758.4633333593374,2275.390000078012,7.723721270193405e-08,"Manufacturas de piedras preciosas o semipreciosas,ncop.",1,758.4633333593374
8503,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,706.6600000242279,2119.9800000726837,7.196188178019863e-08,"Partes de motores y generadores de las posiciones 8501.10,8501.20,8501.31,850132 u 8501.40.1",2,706.6600000242279
8211,HS92,311F,Herramientas y cuchillería de metal,311F,Herramientas y cuchillería de metal,clean,yes,1,INFOREST SRL,registry-declared,684.6666666901405,2054.0000000704213,6.972221680229433e-08,"Cuchillos de mesa de hoja fija,de metal común",2,684.6666666901405
7225,HS92,311AD,Aceros especiales,311AD,Aceros especiales,clean,yes,0,,,680.4833333566638,2041.4500000699916,6.92962120209561e-08,"Productos planos de otros aceros aleados ncop.,laminados en caliente,ancho >= a 600mm.,s/enrollar",1,680.4833333566638
7415,HS92,311B,Cobre,311B,Cobre,clean,yes,0,,,669.5266666896215,2008.5800000688644,6.818045288449482e-08,Artículos roscados de cobre ncop.,5,669.5266666896215
6101,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,1,EMINTEX S.A. - AF JEANS,registry-declared,666.6666666895234,2000.0000000685704,6.788920818139665e-08,"Abrigos,chaquetones y similares de punto,de fibras sintéticas o artificiales, p/hombres o niños",1,666.6666666895234
3306,HS92,302F,"Aceites esenciales y resinoides (perfume, cosmética, tocador)",302F,"Aceites esenciales y resinoides (perfume, cosmética, tocador)",clean,yes,1,TEDEQUIM SRL,registry-declared,663.6000000227516,1990.8000000682548,6.757691782376221e-08,"Preparaciones p/higiene bucal,dental,acondicionadas p/la venta por menor,excluidos dentífricos e hilo dental",1,663.6000000227516
6206,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,1,21 DE SEPTIEMBRE,registry-declared,619.7200000212472,1859.1600000637416,6.310845014126269e-08,"Camisas y blusas excluidas de punto,de fibras sintéticas o artificiales,p/mujeres o niñas",2,619.7200000212472
7208,HS92,311AC,"Chapas y planchas de fundición,hierro o acero",311AC,"Chapas y planchas de fundición,hierro o acero",clean,yes,0,,,616.6666666878092,1850.0000000634277,6.27975175677919e-08,"Productos planos de hierro,acero s/alear,laminados en caliente,ancho >= a 600mm.s/enrollar s/chapar,espesor >= a 4,75mm.y <= a 10mm.",1,616.6666666878092
5402,HS92,307A,Textiles sintéticos o artificiales continuos,307A,Textiles sintéticos o artificiales continuos,clean,yes,1,LANAS MELODY,registry-declared,612.7633333543421,1838.290000063026,6.240002625388982e-08,"Hilados alta tenacidad de otras poliamidas ncop.,s/acondicionar p/la venta por menor",2,612.7633333543421
2104,HS92,299,Resto de MOA (Manufacturas de Origen Agropecuario),299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,yes,3,GRANDIET; MOLÉ ALIMENTOS; NUTRICIÓN PROFESIONAL S.R.L.,registry-declared,608.0000000208454,1824.000000062536,6.191495786143375e-08,"Preparaciones p/sopas,potajes o caldo,en envases <= a 1kg.",1,608.0000000208454
7228,HS92,311AD,Aceros especiales,311AD,Aceros especiales,clean,yes,1,ESTABLECIMIENTO METALURGICO MF S.R.L.,registry-declared,577.3333333531273,1732.0000000593818,5.87920542850895e-08,"Barras de otros aceros aleados ncop.,laminadas en caliente",1,577.3333333531273
9107,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,558.7200000191557,1676.1600000574672,5.68965875926649e-08,Interruptores horarios c/mecanismo de relojería o motor sincrónico,1,558.7200000191557
6105,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,0,,,556.8566666857586,1670.5700000572756,5.6706837255797886e-08,"Camisas de punto,de algodón, p/hombres o niños",1,556.8566666857586
6202,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,1,EMINTEX S.A. - AF JEANS,registry-declared,529.6033333514908,1588.8100000544723,5.39315264253424e-08,"Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, para mujeres o niñas, excepto los de la partida 62.04, de fibras sintéticas o artificiales",2,529.6033333514908
7010,HS92,309C,Vidrio y sus manufacturas,309C,Vidrio y sus manufacturas,clean,yes,0,,,525.8600000180292,1577.5800000540871,5.3550328521403854e-08,"Bombonas y botellas de vidrio,c/capacidad > a 1l.",4,525.8600000180292
8548,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,525.0000000179997,1575.000000053999,5.346275144284985e-08,,1,525.0000000179997
0712,HS92,104Z,Resto de hortalizas y legumbres sin elaborar,104Z,Resto de hortalizas y legumbres sin elaborar,resto,yes,4,AZAFRÁN RUEDO; AGROPLANT; CHIALVO SRL; HONGOS & FUNGHI,targeted+registry-declared,518.3666666844389,1555.1000000533168,5.2787253821444955e-08,Hortalizas ncop.secas,1,518.3666666844389
7215,HS92,311AA,"Barras de fundición,hierro o acero",311AA,"Barras de fundición,hierro o acero",clean,yes,0,,,511.2566666841951,1533.7700000525854,5.2063215416190367e-08,"Barras de hierro,acero s/alear,ncop.",1,511.2566666841951
3215,HS92,302E,"Extractos curtientes y tintóreos, pinturas y tintas",302E,"Extractos curtientes y tintóreos, pinturas y tintas",clean,yes,0,,,473.3333333495616,1420.0000000486848,4.8201337808791614e-08,Tintas de imprenta negra,1,473.3333333495616
7013,HS92,309C,Vidrio y sus manufacturas,309C,Vidrio y sus manufacturas,clean,yes,0,,,466.96000001600976,1400.8800000480294,4.7552316978577464e-08,Recipientes p/beber de vidrio excluidos c/pie y de vitrocerámica y/o cristal al plomo,3,466.96000001600976
8203,HS92,311F,Herramientas y cuchillería de metal,311F,Herramientas y cuchillería de metal,clean,yes,1,EJP HERRAMIENTAS,registry-declared,413.1700000141656,1239.5100000424968,4.207467621646148e-08,"Cortatubos,cortapernos,sacabocados y herramientas similares de metal común",3,413.1700000141656
5909,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,401.5433333471004,1204.6300000413012,4.089068842577792e-08,Mangueras p/bombas y tubos similares de materia textil,1,401.5433333471004
6302,HS92,307I,Otros artículos de tejidos confeccionados,307I,Otros artículos de tejidos confeccionados,clean,yes,0,,,398.0000000136455,1194.0000000409364,4.0529857284293794e-08,Ropa de mesa de algodón,7,398.0000000136455
8541,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,2,GIACOBONE; TRV ECO ENERGY,registry-declared,396.663333346933,1189.990000040799,4.0393739421890095e-08,"Diodos s/montar ncop.,excluidos los fotodiodos y los diodos emisores de luz",5,396.663333346933
5609,HS92,307F,"Guatas y filtros, cordelería, tejidos especiales",307F,"Guatas y filtros, cordelería, tejidos especiales",clean,yes,1,INFOREST SRL,registry-declared,373.77333334614815,1121.3200000384445,3.8062763458981844e-08,"Otros artículos de hilados de algodón, no expresados ni comprendidos en otra parte",2,373.77333334614815
2844,HS92,302A,Productos químicos inorgánicos,302A,Productos químicos inorgánicos,aggregate-broad-chapter,yes,0,,,337.48666667823744,1012.4600000347124,3.4367553857668426e-08,Residuos radiactivos,1,337.48666667823744
4113,HS92,39899,Manufacturas de origen industrial (confidencial),39899,Manufacturas de origen industrial (confidencial),confidential,no,0,,,334.0466666781195,1002.1400000343584,3.401724554345241e-08,"Cueros y pieles depilados de caprino excluido curtidos al cromo,acabados",1,334.0466666781195
6304,HS92,307I,Otros artículos de tejidos confeccionados,307I,Otros artículos de tejidos confeccionados,clean,yes,0,,,323.9833333444411,971.9500000333236,3.299245794595423e-08,Artículos de tapicería de fibras sintéticas excluidos de punto y colchas,2,323.9833333444411
7605,HS92,311C,Aluminio,311C,Aluminio,clean,yes,0,,,308.2833333439029,924.8500000317086,3.139366709328234e-08,Alambre de aluminio s/alear ncop.,1,308.2833333439029
5208,HS92,307C,Hilados y tejidos de algodón,307C,Hilados y tejidos de algodón,clean,yes,0,,,307.1333333438634,921.40000003159,3.1276558209169434e-08,"Tejidos de algodón,blanqueados,peso >=85%,de ligamento  tafetán,gramaje > a 100g/m2.",1,307.1333333438634
4303,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,1,LA OVEJA,registry-declared,305.50000001047414,916.5000000314224,3.111022964912501e-08,Artículos de peletería excluidas prendas y accesorios de vestir,1,305.50000001047414
8310,HS92,311G,Manufacturas diversas de metales comunes,311G,Manufacturas diversas de metales comunes,clean,yes,0,,,288.41666667655505,865.2500000296652,2.9370568689476726e-08,"Placas indicadoras,rótulo,de dirección y similares,letras,números y otros signos,de metal común",1,288.41666667655505
7325,HS92,311AZ,"Resto de arrabio,fundición,hierro o acero",311AZ,"Resto de arrabio,fundición,hierro o acero",aggregate-resto,yes,4,SANCHEZ Y PICCIONI S.A.; BORMAN SRL; CONECTAR; METAL CE SRL,registry-declared,288.1766666765468,864.5300000296404,2.9346128574531418e-08,"Otras manufacturas moldeadas,de acero,ncop.",2,288.1766666765468
8532,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,277.4400000095121,832.3200000285362,2.8252772876770026e-08,Condensadores fijos c/dieléctrico de papel o plástico excluidos los aptos p/montaje en superficie(SMD),2,277.4400000095121
3802,HS92,302JZ,Resto de los productos diversos de las industrias químicas,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,yes,0,,,275.00000000942845,825.0000000282853,2.800429837482611e-08,Carbones activados,1,275.00000000942845
8519,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,273.33333334270463,820.0000000281138,2.7834575354372626e-08,Aparatos de grabación y/o reproducción de sonido ncop.,1,273.33333334270463
6214,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,1,21 DE SEPTIEMBRE,registry-declared,259.00000000887985,777.0000000266396,2.6374957378472594e-08,"Chales,pañuelos de cuello,bufandas,velos y artículos similares excluidos de punto,de fibras sintéticas",1,259.00000000887985
0710,HS92,104Z,Resto de hortalizas y legumbres sin elaborar,104Z,Resto de hortalizas y legumbres sin elaborar,resto,yes,0,,,257.16666667548367,771.500000026451,2.6188262055973754e-08,"Porotos (frijoles,alubias,judías)excluidas frescas o refrigeradas",1,257.16666667548367
4017,HS92,304,Cauchos y sus manufacturas,304,Cauchos y sus manufacturas,aggregate-broad-chapter,yes,0,,,245.2500000084084,735.7500000252253,2.4974742459731292e-08,"Caucho endurecido en cualquier forma,desechos,desperdicios y manufacturas",1,245.2500000084084
8546,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,244.49000000838237,733.4700000251471,2.4897348762404495e-08,Aisladores eléctricos excluidos de vidrio o cerámica,2,244.49000000838237
2512,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,241.52000000828056,724.5600000248417,2.4594902339956377e-08,Harinas y tierras silíceas,1,241.52000000828056
6402,HS92,308,Calzado y sus componentes,308,Calzado y sus componentes,clean,yes,1,DAS LUZ CALZADOS,registry-declared,232.74333334131296,698.2300000239388,2.3701140914248287e-08,"Calzado c/suela y parte superior de caucho o plástico, ncop.",3,232.74333334131296
8539,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,1,INDUSTRIAS MEX,registry-declared,232.09666667462415,696.2900000238724,2.3635288382312333e-08,Lámparas y tubos de incandescencia halógenas de volframio p/tensión <= a 15 voltios,5,232.09666667462415
5602,HS92,307F,"Guatas y filtros, cordelería, tejidos especiales",307F,"Guatas y filtros, cordelería, tejidos especiales",clean,yes,0,,,225.69333334107125,677.0800000232138,2.2983212537730022e-08,"Fieltros de materia textil no expresado ni comprendido en otra parte, s/impregnar o recubrir",1,225.69333334107125
9608,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,1,INTERSYS,registry-declared,221.6666666742665,665.0000000227996,2.257316172031438e-08,Bolígrafos,1,221.6666666742665
5903,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,215.9200000074028,647.7600000222085,2.1987956745790746e-08,"Telas impregnadas,recubiertas o estratificadas c/plástico, ncop.",1,215.9200000074028
8518,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,199.0533333401579,597.1600000204737,2.027035977880141e-08,"Altavoces(altoparlantes),ncop.",1,199.0533333401579
3816,HS92,302JZ,Resto de los productos diversos de las industrias químicas,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,yes,0,,,194.93333334001665,584.8000000200499,1.9850804472240377e-08,Cementos y morteros refractarios ncop.,1,194.93333334001665
8204,HS92,311F,Herramientas y cuchillería de metal,311F,Herramientas y cuchillería de metal,clean,yes,0,,,190.04666667318247,570.1400000195474,1.935317657627074e-08,"Llaves de ajuste de mano,de boca fija,de metal común",2,190.04666667318247
7212,HS92,311AC,"Chapas y planchas de fundición,hierro o acero",311AC,"Chapas y planchas de fundición,hierro o acero",clean,yes,0,,,188.9600000064785,566.8800000194356,1.9242517166935064e-08,"Productos laminados planos de hierro,acero s/alear,ancho < a 600mm.revestidos ncop.",2,188.9600000064785
